municipio,fecha_matrimonio,anio_registro,mes_registro,edad_div1,edad_div2,sexo_div1,sexo_div2,dia_registro
55,14/12/2015,2024,1,35,37,M,F,2
18,12/6/2015,2024,1,69,71,M,F,2
18,16/12/1994,2024,1,49,48,M,F,2
41,7/7/2017,2024,1,44,49,M,F,3
55,1/7/2019,2024,1,37,26,M,F,3
18,21/11/1997,2024,1,55,49,M,F,3
42,26/03/1989,2024,1,54,53,M,F,3
33,13/02/2013,2024,1,31,29,M,F,3
30,14/01/2010,2024,1,42,43,M,F,3
71,1/10/2018,2024,1,28,26,M,F,3
51,5/11/2013,2024,1,48,31,M,F,3
33,13/06/2016,2024,1,28,27,M,F,4
55,16/11/2012,2024,1,33,33,M,F,4
55,30/10/1992,2024,1,51,50,M,F,4
43,20/09/1999,2024,1,45,42,M,F,4
66,11/11/2016,2024,1,37,29,M,F,4
72,26/09/2012,2024,1,32,28,M,F,4
43,3/7/1993,2024,1,56,48,M,F,4
55,3/6/2009,2024,1,32,29,M,F,4
18,16/12/2009,2024,1,62,55,M,F,4
19,15/01/2020,2024,1,32,26,M,F,4
1,13/01/1996,2024,1,50,47,M,F,4
18,13/01/2007,2024,1,63,47,M,F,4
55,22/03/2012,2024,1,42,45,M,F,5
36,21/02/2014,2024,1,33,29,M,F,5
18,27/08/1981,2024,1,63,61,M,F,5
66,17/03/1995,2024,1,54,47,M,F,5
55,25/03/2009,2024,1,46,40,M,F,5
12,26/04/2017,2024,1,43,39,M,F,5
43,17/04/1997,2024,1,48,43,M,F,5
55,23/02/2016,2024,1,36,35,M,F,5
43,23/10/2009,2024,1,40,40,M,F,5
29,17/03/2000,2024,1,43,41,M,F,5
43,14/12/1994,2024,1,49,53,M,F,5
29,21/04/1999,2024,1,47,47,M,F,5
29,16/07/1999,2024,1,49,40,M,F,5
18,11/11/2015,2024,1,42,35,M,F,5
66,1/5/2004,2024,1,42,41,M,F,5
19,19/03/2015,2024,1,39,41,M,F,5
35,19/09/2020,2024,1,26,28,M,F,5
3,17/04/2019,2024,1,39,30,M,F,5
12,25/12/1975,2024,1,74,71,M,F,8
43,8/8/2008,2024,1,41,37,M,F,8
42,7/9/1998,2024,1,47,45,M,F,8
55,15/12/2008,2024,1,36,35,M,F,8
42,17/03/2010,2024,1,41,38,M,F,8
29,25/05/2018,2024,1,48,34,M,F,8
25,6/8/2018,2024,1,27,27,M,F,8
42,1/12/1989,2024,1,55,53,M,F,8
18,25/06/1993,2024,1,60,56,M,F,8
29,28/01/2001,2024,1,44,44,M,F,8
55,7/4/1993,2024,1,60,59,M,F,8
29,11/12/2014,2024,1,60,33,M,F,8
30,12/9/1990,2024,1,56,57,M,F,8
43,6/12/1993,2024,1,52,49,M,F,8
55,30/10/2019,2024,1,28,28,M,F,8
26,14/02/2009,2024,1,36,35,M,F,8
66,22/07/1968,2024,1,77,71,M,F,8
55,20/08/1983,2024,1,60,68,M,F,9
47,27/09/2000,2024,1,58,41,M,F,9
18,19/11/1988,2024,1,55,54,M,F,9
18,21/08/2000,2024,1,62,50,M,F,9
48,20/03/2002,2024,1,42,38,M,F,9
18,28/12/2002,2024,1,44,41,M,F,9
55,10/2/2022,2024,1,22,22,M,F,9
29,10/11/2016,2024,1,35,30,M,F,9
30,8/12/2004,2024,1,58,42,M,F,9
29,3/5/1996,2024,1,52,50,M,F,9
2,3/12/2019,2024,1,56,62,M,F,9
18,25/06/2021,2024,1,36,36,M,F,9
25,14/10/1988,2024,1,60,56,M,F,9
30,11/7/1990,2024,1,62,48,M,F,9
25,9/11/1995,2024,1,59,53,M,F,9
55,4/11/1989,2024,1,57,52,M,F,9
35,20/11/2020,2024,1,40,36,M,F,9
18,25/06/1996,2024,1,53,48,M,F,9
29,23/01/1995,2024,1,47,47,M,F,9
30,23/09/1999,2024,1,44,44,M,F,9
30,23/06/2011,2024,1,38,35,M,F,9
29,14/06/2016,2024,1,,39,M,F,9
36,15/07/1993,2024,1,57,58,M,F,10
18,22/05/2021,2024,1,37,37,M,F,10
55,1/10/2013,2024,1,54,29,M,F,10
18,23/06/2014,2024,1,44,45,M,F,10
30,8/12/2005,2024,1,43,42,M,F,10
18,17/12/2007,2024,1,50,45,M,F,10
18,29/03/2017,2024,1,36,34,M,F,10
42,14/02/1997,2024,1,51,49,M,F,10
18,4/12/2010,2024,1,42,41,M,F,10
18,16/02/2017,2024,1,55,52,M,F,10
47,18/03/2002,2024,1,53,46,M,F,10
18,24/03/2000,2024,1,46,44,M,F,10
19,30/04/1998,2024,1,46,46,M,F,10
18,7/10/2002,2024,1,48,38,M,F,10
38,13/06/2022,2024,1,87,67,M,F,10
29,28/09/2010,2024,1,39,41,M,F,10
56,5/2/2011,2024,1,40,45,M,F,10
18,10/10/1991,2024,1,55,53,M,F,10
55,25/01/2007,2024,1,44,46,M,F,10
42,1/8/2008,2024,1,64,52,M,F,10
29,13/01/1978,2024,1,65,64,M,F,10
18,3/4/2014,2024,1,48,44,M,F,10
25,8/12/2006,2024,1,39,35,M,F,10
43,3/10/2008,2024,1,54,48,M,F,10
18,14/12/2018,2024,1,29,28,M,F,10
18,4/10/2002,2024,1,49,47,M,F,10
18,24/01/2013,2024,1,37,39,M,F,10
20,13/02/2020,2024,1,85,31,M,F,10
18,11/12/2015,2024,1,43,38,M,F,11
36,23/04/2021,2024,1,41,34,M,F,11
17,28/01/2011,2024,1,40,36,M,F,11
33,6/2/2004,2024,1,40,36,M,F,11
29,12/2/2019,2024,1,28,26,M,F,11
18,13/10/1994,2024,1,52,49,M,F,11
43,13/09/2006,2024,1,39,40,M,F,11
18,19/03/1999,2024,1,52,51,M,F,11
48,24/05/2008,2024,1,58,50,M,F,11
29,11/10/1995,2024,1,48,48,M,F,11
18,8/5/1995,2024,1,53,51,M,F,11
30,17/02/2018,2024,1,51,35,M,F,11
42,9/11/1984,2024,1,62,,M,F,11
18,14/03/2014,2024,1,36,35,M,F,11
18,25/02/2016,2024,1,34,34,M,F,11
25,23/09/1985,2024,1,59,58,M,F,11
1,10/8/2015,2024,1,33,24,M,F,11
18,14/12/2001,2024,1,43,44,M,F,11
48,22/05/2000,2024,1,46,50,M,F,11
29,14/12/1986,2024,1,54,55,M,F,11
5,30/09/2012,2024,1,61,59,M,F,11
35,1/2/2001,2024,1,47,44,M,F,11
66,3/1/1971,2024,1,73,77,M,F,11
18,18/10/2013,2024,1,37,35,M,F,11
35,18/12/2019,2024,1,26,33,M,F,11
33,13/07/1992,2024,1,50,47,M,F,11
55,28/03/2016,2024,1,40,39,M,M,12
30,28/04/1993,2024,1,60,55,M,F,12
48,15/10/2001,2024,1,55,43,M,F,12
18,17/08/2011,2024,1,47,37,M,F,12
18,29/08/2002,2024,1,50,38,M,F,12
18,27/12/2018,2024,1,45,36,M,F,12
30,9/2/1996,2024,1,49,53,M,F,12
18,27/03/2008,2024,1,35,43,M,F,12
30,25/06/2013,2024,1,32,32,M,F,12
2,22/02/2003,2024,1,50,46,M,F,12
47,29/06/1993,2024,1,62,56,M,F,12
2,19/11/2002,2024,1,42,38,M,F,12
18,18/03/2012,2024,1,32,30,M,F,12
29,27/06/2003,2024,1,43,42,M,F,12
42,5/12/2017,2024,1,48,59,M,F,12
30,22/01/2010,2024,1,41,41,M,F,12
55,13/01/2017,2024,1,39,38,M,F,12
30,25/09/1991,2024,1,50,49,M,F,12
18,23/06/2000,2024,1,47,47,M,F,12
25,5/12/2005,2024,1,48,51,M,F,12
18,26/09/2005,2024,1,44,34,M,F,12
30,30/12/2017,2024,1,26,27,M,F,12
46,5/1/2018,2024,1,,,M,F,13
30,6/10/2001,2024,1,48,49,M,F,14
36,28/05/2009,2024,1,37,37,M,F,15
72,3/7/1989,2024,1,63,60,M,F,15
55,25/09/2020,2024,1,27,24,M,F,15
18,10/1/2020,2024,1,46,30,M,F,15
55,20/01/2010,2024,1,33,33,M,F,15
29,2/10/2006,2024,1,35,32,M,F,15
2,7/4/1992,2024,1,66,60,M,F,15
55,25/02/2000,2024,1,42,40,M,F,15
43,13/06/2019,2024,1,61,61,M,F,15
30,9/10/2003,2024,1,42,38,M,F,15
43,9/11/1993,2024,1,52,55,M,F,15
18,24/11/1993,2024,1,56,50,M,F,15
29,1/3/1985,2024,1,62,57,M,F,15
30,14/10/2016,2024,1,40,38,M,F,15
25,15/02/2008,2024,1,37,38,M,F,15
30,25/06/2013,2024,1,44,55,M,F,15
30,3/10/2013,2024,1,35,29,M,F,15
55,12/5/2011,2024,1,45,50,M,F,15
18,17/06/2022,2024,1,42,33,M,F,15
43,30/08/2004,2024,1,45,41,M,F,15
42,4/10/1992,2024,1,50,50,M,F,15
30,26/09/2013,2024,1,30,30,M,F,15
18,9/2/2017,2024,1,37,37,M,F,15
12,8/4/1988,2024,1,65,65,M,F,15
22,10/11/1995,2024,1,55,57,M,F,15
29,14/08/2015,2024,1,30,29,M,F,16
18,5/12/2012,2024,1,31,30,M,F,16
55,3/7/2012,2024,1,36,30,M,F,16
18,26/09/2008,2024,1,52,42,M,F,16
30,20/05/1994,2024,1,51,51,M,F,16
55,3/11/1977,2024,1,65,62,M,F,16
43,5/11/2005,2024,1,52,42,M,F,16
21,15/05/2006,2024,1,59,42,M,F,16
25,8/12/2006,2024,1,39,45,M,F,16
18,27/08/2019,2024,1,36,33,M,F,16
18,13/03/2021,2024,1,44,35,M,F,16
55,14/07/2016,2024,1,30,31,M,F,16
18,22/04/2016,2024,1,28,28,M,F,16
43,25/10/1985,2024,1,62,65,M,F,16
18,29/11/1994,2024,1,57,56,M,F,16
55,21/05/2014,2024,1,36,32,M,F,16
29,14/02/2008,2024,1,34,34,M,F,16
30,20/03/2014,2024,1,40,44,M,F,16
18,5/11/1995,2024,1,53,52,M,F,16
18,17/12/1998,2024,1,48,49,M,F,16
30,16/03/2006,2024,1,48,53,M,F,16
18,12/6/1987,2024,1,56,55,M,F,16
18,5/2/1994,2024,1,63,57,M,F,16
66,26/11/2004,2024,1,50,40,M,F,16
35,7/5/1983,2024,1,63,63,M,F,16
30,29/07/2010,2024,1,36,37,M,F,16
18,12/10/2019,2024,1,37,32,M,F,16
46,29/01/2010,2024,1,34,37,M,F,16
18,31/05/1996,2024,1,51,49,M,F,16
18,22/05/1996,2024,1,53,51,M,F,16
18,3/4/1998,2024,1,45,45,M,F,16
55,11/5/2015,2024,1,70,54,M,F,16
30,30/07/1999,2024,1,53,40,M,F,16
29,9/1/2019,2024,1,32,23,M,F,16
18,22/03/1995,2024,1,53,49,M,F,17
18,13/02/1997,2024,1,49,51,M,F,17
55,9/6/1992,2024,1,59,57,M,F,17
36,6/6/1997,2024,1,49,45,M,F,17
55,10/8/1996,2024,1,54,47,M,F,17
2,26/02/2013,2024,1,33,33,M,F,17
30,3/4/2006,2024,1,46,37,M,F,17
72,23/12/1999,2024,1,50,49,M,F,17
29,6/11/2015,2024,1,41,36,M,F,17
18,16/04/1996,2024,1,47,46,M,F,17
18,16/12/2015,2024,1,48,39,M,F,17
30,26/11/2006,2024,1,35,37,M,F,17
18,26/11/1979,2024,1,63,63,M,F,17
30,17/06/2004,2024,1,50,45,M,F,17
30,3/11/1987,2024,1,55,52,M,F,17
55,19/01/2009,2024,1,45,38,M,F,17
42,7/12/2001,2024,1,56,55,M,F,17
30,22/05/2002,2024,1,62,61,M,F,17
59,11/9/2020,2024,1,28,29,M,F,17
30,30/06/2014,2024,1,50,45,M,F,17
71,4/3/2002,2024,1,43,42,M,F,17
18,9/5/2011,2024,1,38,41,M,F,17
58,23/10/1998,2024,1,48,52,M,F,17
18,30/03/2017,2024,1,29,25,M,F,17
25,17/12/2012,2024,1,40,37,M,F,17
55,25/08/2004,2024,1,44,38,M,F,17
18,22/01/2021,2024,1,28,26,M,F,17
42,29/08/2003,2024,1,45,44,M,F,17
30,17/03/2017,2024,1,40,35,M,F,17
18,20/06/2005,2024,1,46,45,M,F,17
23,14/09/2022,2024,1,31,28,M,F,17
43,6/2/2018,2024,1,30,34,M,F,17
18,21/09/2012,2024,1,30,33,M,F,17
3,20/06/2006,2024,1,52,41,M,F,17
29,9/4/1987,2024,1,56,54,M,F,17
1,29/10/2005,2024,1,39,39,M,F,17
18,22/06/2010,2024,1,44,51,M,F,17
66,17/12/1994,2024,1,57,53,M,F,17
18,17/12/1990,2024,1,55,63,M,F,17
4,23/08/2013,2024,1,31,30,M,F,17
30,21/07/2017,2024,1,29,30,M,F,17
30,16/10/2008,2024,1,32,33,M,F,17
46,1/4/2004,2024,1,38,37,M,F,18
42,20/09/2013,2024,1,35,35,M,F,18
18,26/01/1994,2024,1,51,51,M,F,18
18,17/12/2004,2024,1,53,52,M,F,18
18,3/11/1998,2024,1,53,52,M,F,18
30,3/2/2017,2024,1,39,30,M,F,18
55,11/8/2000,2024,1,47,58,M,F,18
30,15/12/2014,2024,1,32,29,M,F,18
48,27/11/2020,2024,1,34,31,M,F,18
30,27/10/2000,2024,1,48,48,M,F,18
47,28/11/2003,2024,1,45,43,M,F,18
27,1/5/2013,2024,1,28,27,M,F,18
30,4/10/1996,2024,1,57,52,M,F,18
30,25/01/2019,2024,1,34,31,M,F,18
29,13/12/2019,2024,1,52,32,M,F,18
55,9/11/2016,2024,1,41,45,M,F,18
18,15/07/2011,2024,1,34,31,M,F,18
30,4/2/2011,2024,1,46,39,M,F,18
48,18/10/2003,2024,1,43,46,M,F,18
18,23/12/1992,2024,1,59,59,M,F,18
42,20/04/1992,2024,1,52,56,M,F,18
35,7/7/2017,2024,1,36,36,M,F,18
26,16/12/2015,2024,1,30,30,M,F,18
30,7/2/2003,2024,1,47,49,M,F,18
42,15/11/2003,2024,1,50,43,M,F,18
58,5/9/2003,2024,1,52,47,M,F,18
29,18/10/1996,2024,1,59,54,M,F,18
18,3/3/1973,2024,1,75,72,M,F,18
47,7/5/2019,2024,1,32,27,M,F,18
18,23/03/2005,2024,1,41,47,M,F,18
1,9/7/1994,2024,1,49,46,M,F,18
35,15/05/2023,2024,1,71,54,I,I,18
29,18/09/2014,2024,1,33,37,M,F,18
30,2/2/2012,2024,1,42,29,M,F,18
56,27/07/2013,2024,1,37,42,M,F,19
36,28/06/1988,2024,1,51,52,M,F,19
30,2/2/2021,2024,1,30,30,M,F,19
30,12/4/1993,2024,1,54,51,M,F,19
18,27/12/2018,2024,1,27,21,M,F,19
12,21/03/2008,2024,1,43,42,M,F,19
33,10/12/2021,2024,1,23,24,M,F,19
2,9/1/2001,2024,1,46,47,M,F,19
12,15/12/2017,2024,1,26,25,M,F,19
30,12/11/2012,2024,1,58,62,M,F,19
30,17/10/2003,2024,1,50,48,M,F,19
18,18/10/2016,2024,1,38,35,M,F,19
30,23/02/2009,2024,1,46,51,M,F,19
30,22/04/2019,2024,1,31,31,M,F,19
30,28/05/2008,2024,1,37,37,M,F,19
29,21/05/2021,2024,1,72,68,M,F,19
30,12/8/2008,2024,1,37,36,M,F,19
72,14/02/2019,2024,1,31,31,M,F,19
30,29/01/2015,2024,1,41,41,M,F,19
30,17/02/2012,2024,1,43,37,M,F,19
30,22/09/1995,2024,1,52,58,M,F,19
30,3/8/2018,2024,1,49,51,M,F,19
30,29/05/2003,2024,1,60,44,M,F,19
42,19/12/2020,2024,1,33,27,M,F,19
2,15/08/1995,2024,1,82,61,M,F,19
30,23/06/2017,2024,1,34,29,M,F,19
30,25/09/1980,2024,1,62,61,M,F,19
72,22/07/1985,2024,1,63,52,M,F,19
30,11/7/2006,2024,1,44,39,M,F,19
33,13/07/2006,2024,1,43,43,M,F,19
55,29/01/2021,2024,1,28,26,M,F,19
19,13/05/2022,2024,1,46,44,M,F,19
12,28/12/2013,2024,1,40,44,M,F,19
55,9/8/2005,2024,1,52,54,M,F,19
35,1/7/1972,2024,1,73,,M,F,19
25,20/05/2006,2024,1,44,43,M,F,19
21,9/1/2001,2024,1,49,47,M,F,20
18,12/12/1985,2024,1,60,60,M,F,22
30,2/6/2001,2024,1,45,43,M,F,22
29,20/08/2002,2024,1,46,48,M,F,22
43,11/9/2012,2024,1,46,35,M,F,22
18,4/10/1991,2024,1,54,50,M,F,22
55,22/08/1986,2024,1,60,57,M,F,22
29,25/08/1995,2024,1,45,45,M,F,22
30,10/2/2015,2024,1,49,36,M,F,22
55,25/11/2011,2024,1,48,32,M,F,22
19,3/5/2019,2024,1,27,26,M,F,22
43,17/08/2018,2024,1,47,42,M,F,22
30,16/06/2006,2024,1,41,42,M,F,22
29,26/11/2019,2024,1,28,30,M,F,22
30,31/07/1984,2024,1,63,54,M,F,22
55,11/4/2003,2024,1,51,53,M,F,22
30,21/12/1978,2024,1,71,65,M,F,22
67,15/05/2006,2024,1,44,47,M,F,22
29,16/02/2008,2024,1,44,36,M,F,22
43,7/10/2011,2024,1,42,40,M,F,23
30,30/01/1998,2024,1,46,44,M,F,23
30,16/07/2004,2024,1,42,37,M,F,23
30,29/11/2013,2024,1,40,39,M,F,23
17,18/04/2011,2024,1,42,37,M,F,23
2,29/10/1991,2024,1,56,50,M,F,23
30,1/3/2013,2024,1,36,28,M,F,23
30,4/9/2019,2024,1,40,41,M,F,23
30,11/9/2020,2024,1,27,24,M,F,23
30,11/5/2001,2024,1,45,43,M,F,23
43,16/12/2005,2024,1,60,57,M,F,23
55,24/01/2011,2024,1,35,33,M,F,23
30,2/4/2004,2024,1,47,61,M,F,23
30,11/3/1987,2024,1,60,59,M,F,23
19,15/08/2012,2024,1,34,27,M,F,23
30,9/9/1988,2024,1,62,55,M,F,23
18,13/04/1999,2024,1,49,49,M,F,23
30,14/10/2013,2024,1,41,34,M,F,23
29,6/7/2017,2024,1,32,28,M,F,23
43,15/07/2010,2024,1,37,33,M,F,23
30,4/8/2001,2024,1,46,45,M,F,23
29,2/2/2018,2024,1,35,35,M,F,23
2,15/11/2005,2024,1,44,43,M,F,23
48,17/06/2016,2024,1,37,40,F,F,23
18,5/9/2011,2024,1,34,30,M,F,23
30,19/03/2015,2024,1,32,30,M,F,23
29,6/11/2017,2024,1,30,28,M,F,23
43,19/01/2022,2024,1,20,20,M,F,23
48,18/10/2017,2024,1,35,27,M,F,23
30,5/7/2018,2024,1,33,31,M,F,23
30,21/09/2001,2024,1,53,50,M,F,23
30,8/5/2017,2024,1,31,30,M,F,23
42,1/10/2014,2024,1,28,27,M,F,23
61,10/9/2021,2024,1,53,53,M,F,23
33,27/04/2012,2024,1,41,40,M,F,23
29,3/4/1982,2024,1,62,62,M,F,23
55,8/6/2007,2024,1,33,32,M,F,23
35,22/02/2016,2024,1,48,47,M,F,23
29,20/10/2016,2024,1,34,29,M,F,23
30,4/8/1995,2024,1,48,52,M,F,24
30,10/2/2015,2024,1,31,26,M,F,24
47,25/08/2014,2024,1,33,26,M,F,24
18,28/06/2021,2024,1,39,29,M,F,24
30,19/11/1990,2024,1,58,57,M,F,24
17,16/05/2014,2024,1,39,35,M,F,24
18,2/10/1987,2024,1,58,52,M,F,24
26,19/05/2006,2024,1,38,39,M,F,24
30,8/3/1991,2024,1,53,52,M,F,24
18,15/02/1993,2024,1,58,60,M,F,24
43,5/3/2004,2024,1,41,47,M,F,24
55,26/04/2016,2024,1,32,26,M,F,24
30,24/11/1994,2024,1,50,47,M,F,24
55,11/4/2014,2024,1,53,44,M,F,24
30,6/3/1994,2024,1,58,56,M,F,24
35,15/05/2014,2024,1,124,51,M,F,24
30,6/5/2019,2024,1,38,39,M,F,24
43,17/08/2006,2024,1,39,38,M,F,24
30,4/6/2015,2024,1,48,47,M,F,24
55,29/04/1983,2024,1,65,62,M,F,24
47,13/11/2008,2024,1,54,41,M,F,24
30,16/10/2017,2024,1,27,24,M,F,24
42,22/04/1996,2024,1,49,45,M,F,24
18,14/05/2010,2024,1,42,42,M,F,24
18,2/9/1991,2024,1,60,59,M,F,24
18,10/11/2011,2024,1,33,33,M,F,24
18,20/12/1989,2024,1,59,53,M,F,24
34,26/10/2008,2024,1,43,39,M,F,24
72,19/11/1993,2024,1,50,49,M,F,25
2,23/10/2018,2024,1,31,26,M,F,25
18,16/08/2002,2024,1,55,39,M,F,25
12,31/05/1989,2024,1,57,54,M,F,25
43,28/10/2008,2024,1,36,40,M,F,25
43,9/2/2010,2024,1,49,47,M,F,25
17,30/07/1982,2024,1,62,60,M,F,25
55,14/05/2004,2024,1,47,39,M,F,25
29,8/12/1998,2024,1,47,44,M,F,25
43,13/06/2006,2024,1,39,38,M,F,25
2,5/7/2023,2024,1,44,41,M,F,25
42,13/12/1996,2024,1,50,51,M,F,25
18,19/10/2000,2024,1,54,42,M,F,25
43,10/6/1997,2024,1,46,47,M,F,25
30,20/06/2021,2024,1,22,22,M,F,25
55,16/05/2018,2024,1,44,39,M,F,25
29,11/7/2014,2024,1,39,38,M,F,25
30,13/07/2015,2024,1,43,41,M,F,25
21,8/2/2010,2024,1,36,35,M,F,25
42,20/12/2011,2024,1,32,31,M,F,25
4,27/02/1997,2024,1,49,47,M,F,25
16,22/04/1988,2024,1,59,53,M,F,25
29,13/12/2012,2024,1,42,41,M,F,25
29,17/02/2006,2024,1,56,38,M,F,25
30,25/10/2019,2024,1,35,31,M,F,26
18,5/11/1995,2024,1,54,50,M,F,26
30,25/07/1997,2024,1,49,47,M,F,26
55,12/12/1998,2024,1,60,47,M,F,26
30,12/12/2022,2024,1,54,54,M,F,26
18,19/02/2015,2024,1,59,47,M,F,26
29,13/02/2015,2024,1,52,48,M,F,26
18,10/1/2012,2024,1,31,30,M,F,26
18,22/07/2014,2024,1,37,31,M,F,26
1,27/02/2004,2024,1,45,42,M,F,26
30,21/04/1983,2024,1,76,69,M,F,26
30,6/2/2001,2024,1,56,51,M,F,26
19,6/3/2014,2024,1,33,30,M,F,26
52,15/02/2019,2024,1,47,31,M,F,26
58,26/04/2013,2024,1,51,41,M,F,26
30,17/03/1990,2024,1,53,55,M,F,26
30,14/02/2015,2024,1,35,37,M,F,26
18,19/08/1997,2024,1,54,42,M,F,26
56,19/12/2014,2024,1,49,46,M,F,26
66,26/02/2016,2024,1,52,43,M,F,26
41,10/3/2014,2024,1,31,26,M,F,26
42,29/05/2016,2024,1,30,31,M,F,27
29,27/10/2000,2024,1,46,43,M,F,28
36,6/3/2012,2024,1,41,35,M,F,29
30,19/02/2005,2024,1,47,46,M,F,29
47,13/05/1997,2024,1,50,41,M,F,29
47,29/08/2016,2024,1,34,50,M,F,29
30,29/10/2012,2024,1,49,52,M,F,29
30,22/09/2000,2024,1,48,52,M,F,29
35,26/07/2016,2024,1,39,33,M,F,29
18,12/12/2018,2024,1,56,31,M,F,29
43,20/10/2004,2024,1,50,55,M,F,29
55,24/01/2019,2024,1,28,22,M,F,29
29,14/04/1992,2024,1,54,59,M,F,29
55,23/11/2017,2024,1,25,23,M,F,29
30,2/2/2002,2024,1,47,41,M,F,29
19,14/12/1989,2024,1,63,64,M,F,29
30,20/10/1987,2024,1,61,63,M,F,29
48,27/08/1996,2024,1,50,52,M,F,29
30,14/05/2004,2024,1,52,41,M,F,29
18,23/06/2000,2024,1,49,49,M,F,29
17,8/5/1976,2024,1,66,63,M,F,29
30,20/12/2017,2024,1,24,25,M,F,29
29,7/4/2000,2024,1,54,49,M,F,29
30,13/05/1988,2024,1,58,57,M,F,29
19,31/01/2003,2024,1,46,43,M,F,29
30,29/10/2014,2024,1,31,26,M,F,29
42,15/10/2004,2024,1,39,37,M,F,29
29,21/05/2015,2024,1,28,28,M,F,29
30,19/02/2022,2024,1,39,32,M,F,29
30,12/11/2012,2024,1,35,32,M,F,29
18,15/08/1997,2024,1,46,43,M,F,29
35,31/03/2002,2024,1,37,37,M,F,29
30,12/3/2002,2024,1,42,42,M,F,29
48,9/8/2006,2024,1,37,39,M,F,29
30,12/2/2019,2024,1,24,23,M,F,29
30,1/4/2016,2024,1,54,49,M,F,29
23,10/11/2003,2024,1,50,40,M,F,30
18,28/02/2014,2024,1,35,31,M,F,30
42,10/4/1987,2024,1,61,64,M,F,30
30,28/05/2007,2024,1,36,35,M,F,30
30,29/05/2010,2024,1,64,48,M,F,30
51,26/08/1996,2024,1,64,57,M,F,30
55,18/02/2020,2024,1,27,25,M,F,30
25,25/04/1995,2024,1,53,63,M,F,30
48,23/01/1984,2024,1,57,56,M,F,30
30,11/10/2021,2024,1,39,42,M,F,30
43,7/8/1999,2024,1,45,40,M,F,30
18,22/10/1999,2024,1,44,43,M,F,30
12,8/12/1988,2024,1,61,56,M,F,30
29,5/2/2019,2024,1,45,38,M,F,30
29,11/1/1981,2024,1,65,55,M,F,30
18,19/11/2010,2024,1,39,35,M,F,30
31,2/8/2019,2024,1,31,25,M,F,30
55,8/4/2009,2024,1,50,45,M,F,30
30,6/4/2017,2024,1,47,32,M,F,30
35,21/12/1990,2024,1,59,63,M,F,30
18,29/05/2000,2024,1,45,43,M,F,30
30,29/12/2005,2024,1,60,45,M,F,30
29,24/06/2021,2024,1,55,60,M,F,30
30,22/02/2016,2024,1,50,46,M,F,30
33,22/10/2008,2024,1,37,34,M,F,30
29,29/04/2016,2024,1,33,34,M,F,30
30,5/4/2013,2024,1,46,39,M,F,30
18,26/12/2008,2024,1,41,41,M,F,30
30,16/03/2018,2024,1,0,0,M,F,30
30,19/02/2005,2024,1,42,41,M,F,30
30,5/2/2005,2024,1,39,37,M,F,30
30,3/7/1990,2024,1,62,50,M,F,30
30,27/10/2020,2024,1,30,35,M,F,31
30,15/06/2018,2024,1,38,31,M,F,31
30,29/03/2007,2024,1,36,35,M,F,31
30,19/01/2008,2024,1,48,45,M,F,31
30,12/11/2020,2024,1,27,29,M,F,31
26,4/7/2008,2024,1,41,38,M,F,31
30,30/08/2008,2024,1,65,45,M,F,31
30,23/06/2014,2024,1,31,30,M,F,31
30,27/03/1980,2024,1,60,58,M,F,31
30,31/01/2000,2024,1,0,51,M,F,31
30,15/12/2014,2024,1,28,27,M,F,31
30,8/4/2021,2024,1,51,42,M,F,31
37,19/08/2012,2024,1,32,29,M,F,31
30,17/04/2015,2024,1,30,28,M,F,31
66,3/3/1999,2024,1,54,45,M,F,31
30,20/04/2017,2024,1,31,30,M,F,31
30,9/12/2009,2024,1,59,40,M,F,31
30,17/10/2002,2024,1,49,50,M,F,31
42,28/05/2004,2024,1,47,39,M,F,31
55,25/11/2016,2024,1,36,26,M,F,31
30,23/08/2002,2024,1,47,45,M,F,31
30,14/08/2019,2024,1,32,27,M,F,31
30,25/02/2020,2024,1,30,28,M,F,31
30,17/02/2020,2024,1,54,49,M,F,31
30,7/3/1980,2024,1,65,64,M,F,31
30,8/11/2016,2024,1,43,42,M,F,31
30,18/01/2023,2024,1,47,30,M,F,31
30,8/2/2018,2024,1,32,31,M,F,31
18,9/10/2002,2024,1,48,50,M,F,31
30,31/08/2007,2024,1,47,36,M,F,31
30,18/08/2011,2024,1,40,39,M,F,31
30,,2024,1,0,,M,F,31
56,21/12/2013,2024,1,42,30,M,F,31
56,17/06/1999,2024,1,43,44,M,F,31
29,20/07/1999,2024,1,55,48,M,F,31
30,21/09/2018,2024,1,36,32,M,F,31
30,27/06/2003,2024,1,45,43,M,F,31
47,30/08/2019,2024,2,25,25,M,F,1
48,24/10/2015,2024,2,63,36,M,F,1
30,14/07/2016,2024,2,29,26,M,F,1
47,12/2/2021,2024,2,31,40,M,F,1
43,6/12/2007,2024,2,35,35,M,F,1
30,27/04/2009,2024,2,51,50,M,F,1
30,13/05/1996,2024,2,51,43,M,F,1
41,24/01/2013,2024,2,29,28,M,F,1
42,3/10/2013,2024,2,33,32,M,F,1
30,29/01/1996,2024,2,49,51,M,F,1
30,16/02/2017,2024,2,29,24,M,F,1
55,12/1/2022,2024,2,48,57,M,F,1
30,14/11/2019,2024,2,55,54,M,F,1
43,14/01/2008,2024,2,40,39,F,F,1
43,22/05/2017,2024,2,39,43,M,F,1
12,7/4/2006,2024,2,42,37,M,F,1
