municipio,fecha_matrimonio,año_registro,mes_registro,edad_div1,edad_div2,sexo_div1,sexo_div2,dia_registro
41,28/06/1991,2020,8,50,50,M,F,9
41,28/06/1991,2020,12,51,50,M,F,3
30,09/12/2009,2020,8,30,31,M,F,5
30,07/03/2017,2020,8,38,45,M,F,10
41,14/02/1990,2020,8,56,48,M,F,10
30,08/04/1991,2020,8,52,50,M,F,10
30,19/05/2007,2020,8,41,39,M,F,10
55,26/02/2001,2020,8,38,43,M,F,11
12,,2020,8,41,44,M,F,11
58,28/06/2010,2020,8,39,38,M,F,11
19,10/11/2014,2020,8,26,23,M,F,11
55,25/06/2010,2020,8,36,28,M,F,11
30,27/05/1998,2020,8,42,41,M,F,11
26,07/01/1992,2020,8,49,46,M,F,12
30,12/03/2015,2020,8,31,30,M,F,12
30,17/09/2008,2020,8,38,39,M,F,12
55,01/11/2016,2020,8,53,39,M,F,12
30,26/03/2011,2020,8,30,31,M,F,12
61,27/12/1995,2020,8,52,51,M,F,12
26,07/01/1992,2020,8,49,46,M,F,13
70,06/05/2008,2020,1,65,35,M,F,28
55,01/08/2011,2020,8,38,40,M,F,13
55,21/12/1996,2020,8,49,47,M,F,14
18,29/01/1997,2020,10,49,48,M,F,5
55,11/03/1996,2020,8,47,44,M,F,17
55,02/04/2014,2020,8,25,25,M,F,17
30,05/06/2012,2020,8,57,48,M,F,17
48,11/02/1999,2020,8,41,43,M,F,17
26,07/01/1992,2020,8,49,46,M,F,18
30,05/09/2013,2020,8,28,28,M,F,18
23,18/02/2002,2020,8,45,36,M,F,18
30,21/05/1997,2020,8,47,47,M,F,18
30,19/10/1990,2020,8,55,50,M,F,18
42,20/09/2017,2020,8,40,36,M,F,18
30,03/04/2009,2020,8,38,37,M,F,18
30,18/01/1996,2020,8,44,43,M,F,18
72,24/10/1984,2020,8,58,52,M,F,18
18,13/06/2016,2020,8,40,36,M,F,19
48,17/03/1988,2020,8,60,50,M,F,19
25,13/08/2010,2020,8,30,26,M,F,19
42,14/04/2008,2020,8,37,33,M,F,19
30,15/11/1978,2020,8,66,59,M,F,19
55,26/10/2004,2020,8,38,35,M,F,19
18,30/05/2007,2020,8,35,34,M,F,19
30,14/10/2004,2020,8,47,47,M,F,19
27,04/10/2012,2020,8,29,24,M,F,19
70,18/08/1995,2020,2,45,42,M,F,19
26,12/08/1991,2020,8,54,56,M,F,20
35,28/01/2013,2020,8,45,47,M,F,20
41,21/11/2007,2020,8,30,29,M,F,20
30,01/03/2001,2020,8,44,42,M,F,20
30,26/03/2011,2020,8,56,50,M,F,20
29,20/07/1990,2020,8,57,48,M,F,20
29,30/05/1997,2020,8,49,42,M,F,20
29,30/05/1997,2020,8,,,,,21
55,06/04/2006,2020,8,35,33,M,F,21
30,19/11/2015,2020,8,41,43,M,F,21
42,07/04/2010,2020,8,35,31,M,F,21
30,08/12/1990,2020,8,48,47,M,F,21
30,12/11/2013,2020,8,33,31,M,F,21
30,12/11/2010,2020,8,37,35,M,F,21
8,23/04/2000,2020,8,42,38,M,F,21
55,27/01/1996,2020,8,52,40,M,F,21
55,16/04/2009,2020,8,34,29,M,F,21
25,22/12/2014,2020,8,30,28,M,F,21
30,19/09/1995,2020,8,47,41,M,F,21
48,20/08/1998,2020,8,41,40,M,F,24
18,18/05/1999,2020,8,39,37,M,F,24
55,08/10/2007,2020,8,32,30,M,F,24
47,09/06/2007,2020,8,36,35,M,F,24
70,03/12/2004,2020,8,45,43,M,F,24
30,14/06/1991,2020,8,56,49,M,F,24
30,,2020,8,37,32,M,F,24
42,17/04/2018,2020,3,32,30,M,F,27
42,24/03/2009,2020,8,51,31,M,F,24
29,13/11/2012,2020,8,32,27,M,F,24
18,,2020,8,42,43,M,F,25
12,27/06/1971,2020,8,68,,M,F,25
18,15/03/2015,2020,8,41,42,M,F,25
47,20/09/1994,2020,8,45,47,M,F,26
30,22/02/2017,2020,8,31,31,M,F,26
30,16/12/2017,2020,8,30,33,M,F,26
55,06/12/2018,2020,8,43,29,M,F,27
55,29/11/2004,2020,8,38,35,M,F,27
30,16/04/1999,2020,8,45,40,M,F,27
16,02/06/2003,2020,8,52,61,M,F,27
25,19/10/2009,2020,8,32,31,M,F,27
30,06/10/1997,2020,8,53,45,M,F,27
30,28/08/1993,2020,8,,,M,F,28
2,07/06/2002,2020,8,40,39,M,F,28
30,10/09/1990,2020,8,50,46,M,F,28
30,19/08/1987,2020,8,51,51,M,F,28
30,16/10/2008,2020,8,43,45,M,F,28
23,24/02/2001,2020,8,44,38,M,F,28
30,21/04/2014,2020,8,68,59,M,F,28
66,20/02/2017,2020,8,32,26,M,F,28
35,19/03/2010,2020,8,36,35,M,F,28
71,06/07/2011,2020,8,30,27,M,F,28
72,28/06/2002,2020,4,38,36,M,F,7
72,24/10/1984,2020,8,58,52,M,F,30
55,18/11/1987,2020,8,54,54,M,F,31
30,22/10/2005,2020,8,43,41,M,F,31
30,09/01/1978,2020,8,61,63,M,F,31
30,15/02/2014,2020,8,29,35,M,F,31
42,08/10/2003,2020,9,57,47,M,F,2
21,16/06/2014,2020,9,22,24,M,F,1
30,10/10/1992,2020,9,51,51,M,F,1
18,25/08/2000,2020,9,51,40,M,F,1
47,19/03/2010,2020,9,32,29,M,F,1
18,25/04/2014,2020,9,60,26,M,F,2
30,26/06/1998,2020,9,48,44,M,F,2
35,08/12/2014,2020,9,46,48,M,F,2
55,27/07/2000,2020,9,41,38,M,F,2
30,19/08/2002,2020,9,43,40,M,F,2
30,18/05/2001,2020,9,42,42,M,F,2
3,16/01/2009,2020,9,36,36,M,F,2
30,15/07/1988,2020,9,59,59,M,F,2
47,22/11/2019,2020,9,33,28,M,F,2
33,17/12/2014,2020,9,29,28,M,F,2
29,20/03/2018,2020,9,32,22,M,F,2
55,23/02/2012,2020,9,31,32,M,F,3
30,13/08/2012,2020,9,37,35,M,F,3
29,04/12/2006,2020,9,33,34,M,F,3
30,31/10/2016,2020,9,32,31,M,F,3
19,27/06/2013,2020,9,32,31,M,F,3
18,26/06/1989,2020,9,53,50,M,F,3
41,29/06/1992,2020,9,52,46,M,F,3
33,25/04/1986,2020,9,59,59,M,F,3
58,09/12/2005,2020,9,37,34,M,F,4
30,30/04/2013,2020,9,30,36,M,F,4
2,15/02/2007,2020,9,34,37,M,F,4
55,17/05/2011,2020,9,34,31,M,F,4
43,21/05/2003,2020,9,39,39,M,F,4
18,14/02/2014,2020,9,35,27,M,F,4
33,06/09/1984,2020,9,59,60,M,F,4
18,31/05/2012,2020,9,27,27,M,F,4
30,31/05/2007,2020,9,38,37,M,F,4
26,01/02/1974,2020,9,72,70,M,F,5
55,12/02/2014,2020,9,37,35,M,F,7
55,30/10/1987,2020,9,53,53,M,F,7
29,15/04/1994,2020,9,,,M,F,7
48,13/11/2013,2020,9,39,37,M,F,7
55,28/09/2006,2020,9,38,32,M,F,7
29,01/04/1993,2020,9,,,M,F,7
29,22/01/2004,2020,9,40,43,M,F,7
30,08/10/2012,2020,9,41,41,M,F,7
50,03/02/1990,2020,9,60,47,M,F,7
42,13/12/1996,2020,9,56,44,M,F,7
30,11/08/2014,2020,9,38,36,M,F,7
55,19/05/2017,2020,9,39,51,M,F,7
2,27/03/2014,2020,9,29,25,M,F,7
18,16/12/2011,2020,9,35,35,M,F,7
25,14/10/2011,2020,9,32,36,M,F,7
30,05/09/2014,2020,9,25,23,M,F,7
1,17/08/1991,2020,9,50,48,M,F,7
30,10/12/2003,2020,9,40,40,M,F,7
55,13/09/2016,2020,9,69,42,M,F,8
18,29/12/1997,2020,9,46,46,M,F,8
30,02/06/2009,2020,9,44,44,M,F,8
50,11/11/1997,2020,9,46,43,M,F,8
29,28/10/2016,2020,9,34,32,M,F,8
27,06/08/2000,2020,9,47,39,M,F,8
29,16/07/2004,2020,9,61,41,M,F,8
18,13/02/2013,2020,9,30,26,M,F,8
30,01/06/2007,2020,9,32,33,M,F,8
18,11/07/1994,2020,9,44,42,M,F,8
30,11/10/2013,2020,9,36,44,M,F,8
58,24/11/2000,2020,9,43,43,M,F,8
18,26/09/1977,2020,9,71,65,M,F,8
30,11/02/1983,2020,9,62,63,M,F,8
55,22/04/2016,2020,9,24,27,M,F,9
55,08/10/2013,2020,9,72,46,M,F,9
55,17/12/2004,2020,9,43,41,M,F,9
55,10/01/2020,2020,9,25,23,M,F,9
41,20/08/2004,2020,9,40,36,M,F,9
55,07/12/2018,2020,9,22,21,M,F,9
14,25/06/1993,2020,9,48,46,M,F,9
30,19/06/2009,2020,9,38,36,M,F,9
30,21/05/1985,2020,9,59,56,M,F,9
18,13/11/2012,2020,9,49,31,M,F,9
72,10/12/1986,2020,9,55,54,M,F,9
33,13/12/1990,2020,9,47,47,M,F,9
18,22/08/1991,2020,9,85,53,F,F,9
18,19/11/1993,2020,9,62,62,M,F,9
33,23/08/1991,2020,9,52,45,M,F,9
30,31/07/2015,2020,9,31,33,M,F,9
30,31/03/2009,2020,9,31,32,M,F,9
30,20/01/2006,2020,9,43,38,M,F,9
55,26/06/1995,2020,9,45,40,M,F,10
18,04/04/2002,2020,9,47,42,M,F,10
23,28/08/1993,2020,9,52,52,M,F,10
29,18/05/1990,2020,9,48,51,M,F,10
30,14/02/2013,2020,9,62,49,M,F,10
30,30/11/2000,2020,9,38,36,M,F,10
42,20/03/1977,2020,9,61,61,M,F,10
55,27/05/2013,2020,9,36,29,M,F,10
36,19/02/1976,2020,9,73,68,M,F,10
18,17/01/1996,2020,9,52,46,M,F,10
30,12/05/1997,2020,9,48,46,M,F,10
18,26/05/2017,2020,9,25,25,M,F,10
71,03/06/1985,2020,9,58,63,M,F,10
29,30/11/2012,2020,9,33,28,M,F,11
55,19/11/1981,2020,9,62,58,M,F,11
18,18/03/1999,2020,9,40,43,M,F,11
30,11/06/2014,2020,9,27,28,M,F,11
66,16/12/1989,2020,9,53,49,M,F,11
43,09/08/1999,2020,9,46,48,M,M,11
13,09/06/1989,2020,9,50,50,M,F,11
42,20/06/1988,2020,9,59,51,M,F,11
30,06/02/1998,2020,9,47,49,M,F,11
30,29/05/1991,2020,9,51,46,M,F,11
30,02/08/1993,2020,9,50,47,M,F,11
66,25/01/2002,2020,9,82,64,M,F,11
29,07/03/2003,2020,9,35,34,M,F,12
30,04/01/1985,2020,9,57,54,M,F,14
56,04/03/1994,2020,9,48,57,M,F,14
29,20/05/2005,2020,9,51,43,M,F,14
18,12/06/2009,2020,9,35,35,M,F,14
30,02/09/2016,2020,9,30,28,M,F,14
58,23/10/2000,2020,9,40,38,M,F,14
3,25/12/1976,2020,9,63,50,M,F,14
30,12/08/1993,2020,9,51,48,M,F,14
30,08/06/2012,2020,9,35,30,M,F,14
25,15/06/2007,2020,9,33,30,M,F,14
55,09/02/2009,2020,9,31,28,M,F,15
55,17/10/2016,2020,9,43,36,M,F,15
18,17/06/1985,2020,9,55,50,M,F,15
18,03/02/2012,2020,9,34,37,M,F,15
18,18/10/1991,2020,9,57,53,M,F,17
42,19/07/1984,2020,9,58,59,M,F,17
55,11/03/2020,2020,9,39,24,M,F,17
18,18/03/1983,2020,9,58,61,M,F,17
2,13/05/2014,2020,9,28,24,M,F,17
55,06/04/2011,2020,9,28,30,M,F,17
71,24/11/1994,2020,9,49,48,M,F,17
2,06/05/2008,2020,9,36,31,M,F,17
30,28/06/1996,2020,9,50,46,M,F,17
55,19/11/1998,2020,9,60,54,M,F,17
30,26/04/1995,2020,9,47,42,M,F,17
19,02/06/2016,2020,9,30,25,M,F,17
30,05/04/2001,2020,9,40,35,M,F,17
18,18/10/1992,2020,9,61,48,M,F,18
48,14/02/2013,2020,9,40,32,M,F,18
29,03/07/2015,2020,9,35,37,M,F,18
18,18/12/2013,2020,9,35,27,M,F,18
58,04/12/2000,2020,9,41,36,M,F,18
30,26/05/2010,2020,9,32,30,M,F,18
55,03/06/2004,2020,9,42,32,M,F,18
30,14/10/1998,2020,9,41,41,M,F,18
58,14/08/2015,2020,9,32,24,M,F,18
42,16/12/1996,2020,9,45,44,F,F,18
18,16/05/2014,2020,9,43,37,M,F,18
18,31/03/2000,2020,9,44,44,M,F,18
30,11/10/2010,2020,9,36,42,M,F,18
30,20/04/2018,2020,9,44,43,M,F,18
42,16/01/1998,2020,9,52,49,M,F,18
30,25/11/2017,2020,9,59,47,M,F,18
42,20/06/2009,2020,9,39,34,M,F,18
30,29/05/1991,2020,9,51,50,M,F,18
30,19/12/2008,2020,9,33,32,M,F,18
21,13/04/2011,2020,9,29,28,M,F,19
55,11/04/2014,2020,9,42,33,M,F,21
55,19/08/2003,2020,9,37,36,M,F,21
18,11/11/2016,2020,9,34,31,M,F,21
42,07/09/2011,2020,9,53,54,M,F,21
26,06/05/1986,2020,9,73,67,M,F,21
66,29/04/2005,2020,9,38,35,M,F,21
41,05/01/1996,2020,9,43,42,M,F,21
66,17/03/2003,2020,9,44,36,M,F,21
18,30/06/2006,2020,9,54,48,M,F,21
18,09/11/1984,2020,9,60,55,M,F,21
55,15/04/2004,2020,9,47,44,M,F,21
18,23/06/1988,2020,9,51,50,M,F,21
17,19/11/1992,2020,9,49,50,M,F,21
2,13/03/2003,2020,9,52,42,M,F,21
30,22/12/2005,2020,9,42,38,M,F,21
22,16/12/1988,2020,9,53,52,M,F,21
55,06/05/2016,2020,9,27,30,M,F,22
66,01/12/1995,2020,9,66,64,M,F,22
18,12/12/2007,2020,9,41,45,M,F,22
55,18/03/2014,2020,9,42,42,M,F,22
29,19/05/2006,2020,9,38,,M,F,22
55,18/04/2008,2020,9,44,42,M,F,22
55,18/06/2014,2020,9,31,30,M,F,22
48,09/01/2017,2020,9,23,22,M,F,22
30,15/08/2011,2020,9,36,31,M,F,22
35,31/07/2010,2020,9,56,42,M,F,22
55,04/12/2007,2020,9,77,73,M,F,22
29,14/09/2016,2020,9,37,31,M,F,22
30,23/02/2017,2020,9,25,28,M,F,22
30,22/08/2015,2020,9,37,31,M,F,22
36,22/06/1990,2020,9,53,52,M,F,22
29,18/12/2004,2020,9,41,33,M,F,22
29,14/12/1983,2020,9,59,58,M,F,23
17,13/10/1990,2020,9,55,51,M,F,23
29,25/11/2003,2020,9,45,41,M,F,23
30,15/05/2013,2020,9,37,34,M,F,23
3,29/07/2012,2020,9,27,26,M,F,23
55,13/08/1997,2020,9,48,42,M,F,23
2,28/01/1997,2020,9,49,43,M,F,23
30,06/02/1995,2020,9,52,48,M,F,23
66,21/11/2000,2020,9,40,36,M,F,23
18,08/12/2003,2020,9,42,40,M,F,23
55,06/03/2018,2020,9,22,21,M,F,23
18,23/10/2009,2020,9,41,27,M,F,23
18,13/05/1998,2020,9,49,47,M,F,23
30,05/03/2005,2020,9,44,45,M,F,23
30,15/01/1997,2020,9,43,42,M,F,23
55,15/11/2013,2020,9,37,32,M,F,24
55,22/09/2016,2020,9,46,46,M,F,24
55,24/05/2007,2020,9,60,41,M,F,24
17,13/07/2005,2020,9,41,41,M,F,24
43,29/05/2004,2020,9,33,34,M,F,24
18,21/01/2011,2020,9,37,35,M,F,24
43,17/12/1993,2020,9,58,44,M,F,24
30,05/06/2002,2020,9,45,43,M,F,24
55,19/11/1998,2020,9,60,54,M,F,24
18,18/07/2011,2020,9,32,27,M,F,24
55,12/10/2001,2020,9,42,39,M,F,24
48,16/05/1991,2020,9,68,45,M,F,24
55,13/10/2008,2020,9,46,44,M,F,24
30,11/05/2007,2020,9,47,32,M,F,24
55,17/11/2010,2020,9,32,39,M,F,25
55,18/05/1989,2020,9,57,54,M,F,25
51,06/04/2006,2020,9,52,33,M,F,25
2,04/07/2013,2020,9,38,34,M,F,25
48,04/10/2012,2020,9,39,36,M,F,25
43,04/09/2003,2020,9,40,36,M,F,25
18,15/04/2010,2020,9,,30,M,F,25
43,24/06/2002,2020,9,38,38,M,F,25
19,18/01/2008,2020,9,33,35,M,F,25
30,29/01/2016,2020,9,30,38,M,F,25
18,22/05/1977,2020,9,63,61,M,F,25
36,27/01/2020,2020,9,27,40,M,F,25
17,25/11/2016,2020,9,23,22,M,F,25
13,16/09/1989,2020,9,53,52,M,F,26
29,14/06/2010,2020,9,37,33,M,F,27
55,07/03/2014,2020,9,30,26,M,F,28
29,15/05/1998,2020,9,54,44,M,F,28
30,23/08/2013,2020,9,35,32,M,F,28
55,21/03/2013,2020,9,31,30,M,F,28
30,14/02/1984,2020,9,62,59,M,F,28
43,16/08/2006,2020,9,78,35,M,F,28
29,21/06/2007,2020,9,51,46,M,F,28
30,24/04/2010,2020,9,42,39,M,F,28
43,09/12/2011,2020,9,35,33,M,F,28
26,24/08/2012,2020,9,35,33,M,F,28
30,07/04/1999,2020,9,55,51,M,F,28
18,21/08/2006,2020,9,35,33,F,F,28
18,26/05/1985,2020,9,61,53,M,F,28
18,19/03/1976,2020,9,75,67,M,F,28
42,15/01/2001,2020,9,54,49,M,F,28
17,18/10/1991,2020,9,51,50,M,F,28
42,07/10/2010,2020,9,34,40,M,F,28
12,13/07/1978,2020,9,62,58,M,F,29
30,03/10/2008,2020,9,88,,M,F,29
18,17/09/1997,2020,9,44,41,M,F,29
30,03/04/2001,2020,9,43,43,M,F,29
12,17/06/2008,2020,9,42,34,M,F,29
30,15/01/2003,2020,9,50,46,M,F,29
30,14/09/2017,2020,9,,,M,F,29
12,19/12/2003,2020,9,29,,F,F,29
12,19/12/2003,2020,9,50,44,M,F,29
30,25/06/1997,2020,9,52,48,M,F,29
55,01/09/2000,2020,9,40,38,M,F,29
30,31/03/1990,2020,9,54,51,M,F,29
43,14/06/2000,2020,9,49,49,M,F,29
30,06/02/1972,2020,9,69,63,M,F,29
47,26/04/2019,2020,9,25,26,M,F,29
18,19/07/2008,2020,9,50,46,M,F,29
55,28/05/2010,2020,9,50,29,M,F,30
72,14/12/2012,2020,9,30,31,M,F,30
29,24/10/2008,2020,9,35,31,M,F,30
30,17/06/1997,2020,9,52,43,M,F,30
35,08/04/2011,2020,9,46,35,M,F,30
3,28/11/1999,2020,9,45,38,M,F,30
55,20/01/2020,2020,9,56,52,M,F,30
43,02/08/2007,2020,9,45,34,M,F,30
42,21/11/1999,2020,9,44,44,M,F,30
18,17/05/1982,2020,9,60,56,M,F,30
30,13/11/2014,2020,9,30,27,M,F,30
30,10/11/2007,2020,9,40,36,M,F,30
42,20/12/1999,2020,9,43,45,M,F,30
30,01/02/2013,2020,9,31,31,M,F,30
46,29/07/2000,2020,10,48,44,M,F,1
55,21/10/2010,2020,10,44,43,M,F,1
55,02/10/2006,2020,10,51,41,M,F,1
42,03/04/1987,2020,10,54,48,M,F,1
19,10/06/2005,2020,10,38,41,M,F,1
43,27/02/2004,2020,10,50,44,M,F,1
30,01/02/2013,2020,10,31,31,M,F,1
30,01/03/2013,2020,10,48,43,M,F,1
43,29/11/2004,2020,10,41,39,M,F,1
29,16/11/2016,2020,10,51,41,M,F,1
18,15/05/2007,2020,10,39,35,M,F,1
42,21/10/1983,2020,10,63,65,M,F,1
30,25/09/2004,2020,9,42,43,M,F,30
35,01/09/2014,2020,10,38,29,M,F,1
30,16/07/1992,2020,10,55,52,M,F,1
18,19/11/1985,2020,10,55,53,M,F,1
72,08/05/2014,2020,10,82,59,M,F,1
18,23/11/1995,2020,10,53,46,M,F,1
19,22/05/2002,2020,10,,41,M,F,1
30,17/11/1983,2020,10,55,54,M,F,1
66,01/12/2013,2020,10,35,34,M,F,1
18,23/04/2016,2020,10,44,35,M,F,1
29,19/04/2005,2020,10,38,37,M,F,1
55,22/10/2012,2020,10,27,27,M,F,2
48,02/08/2014,2020,10,29,30,M,F,2
42,29/09/2008,2020,10,41,37,M,F,2
55,14/06/2011,2020,10,36,28,M,F,2
35,21/06/2018,2020,10,29,27,M,F,2
30,30/01/2015,2020,9,75,73,M,F,30
43,25/08/1995,2020,10,49,47,M,F,2
43,28/09/1974,2020,10,68,67,M,F,2
71,17/08/1999,2020,10,,,M,F,2
18,08/01/2010,2020,10,49,40,M,F,2
30,30/10/1997,2020,10,53,51,M,F,2
30,07/01/2010,2020,10,47,40,M,F,2
18,12/02/2009,2020,10,33,42,F,M,2
30,14/09/2014,2020,10,33,31,M,F,3
21,18/11/1994,2020,10,54,50,M,F,3
30,23/05/2013,2020,10,29,26,M,F,4
29,02/02/2000,2020,10,49,48,M,F,4
55,25/06/2015,2020,10,39,33,M,F,5
55,18/11/2016,2020,10,52,46,M,F,5
18,09/07/2007,2020,10,32,30,M,F,5
30,20/02/1986,2020,10,61,58,M,F,5
18,29/05/2009,2020,10,34,31,M,F,5
43,30/09/2016,2020,10,24,24,M,F,5
30,12/06/2007,2020,10,34,32,M,F,5
18,12/12/1986,2020,10,55,55,M,F,5
17,12/12/1991,2020,10,50,51,M,F,5
30,10/11/2006,2020,10,43,35,M,F,5
55,07/03/2012,2020,10,29,32,M,F,5
25,22/05/1976,2020,10,68,68,M,F,5
48,19/09/2002,2020,10,41,36,M,F,5
30,25/02/2019,2020,10,28,26,M,F,5
55,27/11/2008,2020,10,52,37,M,F,5
18,04/05/2005,2020,10,45,41,M,F,5
42,08/06/2018,2020,10,81,41,M,F,5
43,21/11/2008,2020,10,38,41,M,F,5
33,05/12/1990,2020,10,49,52,M,F,5
4,20/08/1982,2020,10,55,55,M,F,5
