municipio,fecha_matrimonio,año_registro,mes_registro,edad_div1,edad_div2,sexo_div1,sexo_div2,dia_registro
16,12/04/1986,2022,1,57,58,M,F,17
29,13/11/2018,2022,1,27,29,M,F,18
30,05/07/2017,2022,1,26,22,M,F,18
48,27/09/2013,2022,1,33,41,M,F,18
48,30/05/2008,2022,1,42,43,M,F,18
29,17/01/2008,2022,1,45,42,M,F,18
30,20/04/2004,2022,1,41,36,M,F,18
56,12/10/2013,2022,1,33,28,M,F,14
29,24/04/2015,2022,1,42,40,M,F,18
30,25/11/2013,2022,1,41,40,M,F,18
35,11/09/2003,2022,1,46,41,M,F,18
26,25/10/2019,2022,1,36,31,M,F,18
55,23/03/2017,2022,1,73,66,M,F,18
43,15/05/1994,2022,1,46,45,M,F,18
55,14/04/2010,2022,1,61,61,M,F,18
18,25/08/2008,2022,1,34,32,M,F,18
55,10/10/2003,2022,1,36,36,M,F,18
30,20/02/1987,2022,1,60,60,M,F,18
18,28/01/2005,2022,1,35,35,M,F,18
30,23/12/1998,2022,1,53,46,M,F,18
18,10/08/1992,2022,1,49,48,M,F,18
30,25/08/2001,2022,1,44,43,M,F,18
21,12/05/2006,2022,1,44,40,M,F,18
30,09/01/2002,2022,1,47,47,M,F,18
33,14/01/2010,2022,1,46,37,M,F,18
30,29/07/2006,2022,1,43,47,M,F,18
30,22/11/1985,2022,1,67,55,M,F,18
25,15/06/2012,2022,1,27,30,M,F,18
30,14/02/2013,2022,1,39,37,M,F,18
71,22/01/2007,2022,1,34,42,M,F,18
42,15/07/1990,2022,1,55,51,M,F,18
42,19/03/2016,2022,1,66,37,M,F,18
29,10/05/2007,2022,1,36,34,M,F,18
30,04/07/2011,2022,1,33,32,M,F,19
48,11/05/1990,2022,1,55,21,M,F,19
30,29/04/1972,2022,1,,76,M,F,19
55,16/10/2009,2022,1,31,31,M,F,19
18,04/08/2008,2022,1,,,M,F,19
19,13/01/1992,2022,1,46,45,M,F,19
43,11/10/2001,2022,1,42,38,M,F,19
19,20/11/2015,2022,1,62,51,M,F,19
36,30/10/2014,2022,1,31,28,M,F,19
29,28/12/1983,2022,1,64,64,M,F,19
30,11/11/1980,2022,1,63,61,M,F,19
43,08/09/2007,2022,1,37,37,M,F,19
30,22/11/1985,2022,1,58,54,M,F,19
30,23/04/1995,2022,1,54,50,M,F,19
30,17/12/2011,2022,1,34,34,M,F,19
12,13/10/2006,2022,1,35,36,M,F,19
42,10/08/2017,2022,1,,,M,F,19
2,17/05/2001,2022,1,38,39,M,F,19
18,18/09/2020,2022,1,,,M,F,19
35,05/01/2015,2022,1,30,24,M,F,19
3,31/01/2004,2022,1,52,51,M,F,19
29,06/04/2018,2022,1,49,49,M,F,19
18,15/01/1993,2022,1,54,51,M,F,20
30,04/07/2014,2022,1,37,41,M,F,20
55,01/04/2008,2022,1,39,43,M,F,20
30,23/07/1982,2022,1,60,60,M,F,20
25,24/10/2014,2022,1,39,28,M,F,20
18,15/12/2015,2022,1,33,31,M,F,20
30,20/02/2009,2022,1,33,33,M,F,20
42,19/08/1993,2022,1,59,52,M,F,20
30,02/07/2015,2022,1,52,50,M,F,20
18,09/03/2019,2022,1,,,M,F,20
42,20/05/2002,2022,1,52,48,M,F,20
35,06/09/2013,2022,1,31,27,M,F,20
30,30/09/1986,2022,1,58,51,M,F,20
2,02/05/1996,2022,1,49,52,M,F,20
30,31/03/2006,2022,1,47,37,M,F,20
30,19/06/2001,2022,1,46,39,M,F,20
30,04/01/2002,2022,1,44,40,M,F,20
55,18/02/2011,2022,1,32,37,M,F,20
55,29/09/2000,2022,1,44,50,M,F,20
48,12/12/2008,2022,1,43,36,M,F,20
30,04/04/2001,2022,1,43,44,M,F,20
30,05/11/2010,2022,1,44,40,M,F,20
29,03/09/1996,2022,1,47,48,M,F,20
42,30/06/1997,2022,1,49,45,M,F,20
30,07/05/2012,2022,1,32,34,M,F,21
33,01/11/2012,2022,1,43,35,M,F,21
36,11/11/2016,2022,1,28,27,M,F,21
55,07/06/1999,2022,1,55,50,M,F,21
25,07/07/2004,2022,1,56,58,M,F,21
30,28/11/1992,2022,1,52,52,M,F,21
43,19/12/2001,2022,1,48,47,M,F,21
2,11/05/1992,2022,1,54,55,M,F,21
43,10/03/1996,2022,1,58,47,M,F,21
21,05/10/2012,2022,1,54,48,M,F,21
18,23/04/1984,2022,1,60,61,M,F,21
18,18/08/2006,2022,1,35,34,M,F,21
18,04/06/1982,2022,1,62,56,M,F,21
18,22/11/2013,2022,1,33,32,M,F,21
18,29/04/2011,2022,1,43,44,M,F,21
29,27/10/2006,2022,1,42,44,M,F,21
18,14/02/2005,2022,1,41,36,M,F,21
29,20/01/2017,2022,1,30,35,M,F,21
30,20/03/2015,2022,1,37,43,M,F,22
70,14/02/2017,2022,1,28,25,M,F,22
29,27/06/2017,2022,1,35,38,M,F,23
4,19/11/1998,2022,1,49,44,M,F,23
30,19/01/2018,2022,1,27,25,M,F,24
30,04/05/2007,2022,1,38,32,M,F,24
30,18/05/2006,2022,1,49,42,M,F,24
43,16/02/2004,2022,1,37,37,M,F,24
2,22/11/1986,2022,1,54,53,M,F,24
18,06/07/2001,2022,1,46,47,M,F,24
30,12/11/2012,2022,1,33,33,M,F,24
30,16/03/2003,2022,1,46,39,M,F,24
30,08/02/2016,2022,1,42,35,M,F,24
30,27/11/2001,2022,1,40,39,M,F,24
30,10/09/2015,2022,1,31,27,M,F,24
30,25/10/1996,2022,1,55,56,M,F,24
30,22/11/2005,2022,1,38,38,M,F,24
58,25/04/2000,2022,1,49,60,M,F,24
55,30/06/1987,2022,1,65,59,M,F,24
43,26/04/2004,2022,1,39,44,M,F,24
19,23/05/2001,2022,1,50,50,M,F,24
70,21/10/1995,2022,1,52,57,M,F,24
33,15/06/1966,2022,1,73,76,M,F,24
30,30/08/2008,2022,1,39,41,M,F,24
58,08/06/2018,2022,1,25,23,M,F,24
30,03/05/2019,2022,1,31,29,M,F,24
35,24/04/2015,2022,1,24,25,M,F,24
58,09/02/2015,2022,1,29,22,M,F,24
18,10/11/2014,2022,1,25,25,M,F,24
18,27/01/1972,2022,1,68,63,M,F,24
36,15/01/2018,2022,1,28,29,M,F,25
29,12/09/1987,2022,1,57,62,M,F,25
18,10/08/2006,2022,1,36,35,M,F,25
58,19/12/1999,2022,1,48,41,M,F,25
66,25/01/2019,2022,1,27,21,M,F,25
18,16/02/2018,2022,1,29,26,M,F,25
29,16/01/1987,2022,1,54,54,M,F,25
12,16/03/1993,2022,1,57,50,M,F,25
42,17/03/1995,2022,1,49,52,M,F,25
30,13/02/2018,2022,1,43,51,M,F,25
42,01/09/2000,2022,1,44,38,M,F,25
55,22/11/2013,2022,1,66,30,M,F,25
30,19/09/1989,2022,1,52,52,M,F,25
2,03/07/2018,2022,1,58,42,M,F,25
18,,2022,1,38,32,M,F,25
18,18/07/2014,2022,1,35,34,M,F,25
35,14/12/2012,2022,1,34,30,M,F,25
18,06/11/2000,2022,1,43,42,M,F,25
18,13/11/2012,2022,1,45,52,M,F,25
18,06/02/2004,2022,1,36,34,M,F,25
18,15/02/2018,2022,1,28,25,M,F,25
29,18/03/2011,2022,1,33,32,M,F,26
33,02/10/2014,2022,1,35,38,M,F,26
30,28/04/1992,2022,1,61,59,M,F,26
2,08/03/2007,2022,1,42,42,M,F,26
43,30/06/1999,2022,1,44,43,M,F,26
55,27/04/2001,2022,1,42,54,M,F,26
25,18/06/1993,2022,1,48,46,M,F,26
29,27/06/2001,2022,1,39,36,M,F,26
27,19/05/1978,2022,1,,61,M,F,26
2,27/02/2009,2022,1,38,46,M,F,26
30,07/11/2015,2022,1,52,52,M,F,26
30,04/11/2005,2022,1,37,36,M,F,26
42,12/02/2015,2022,1,26,26,M,F,26
30,18/04/2018,2022,1,36,37,M,F,26
30,24/10/2014,2022,1,38,32,M,F,26
30,28/06/1996,2022,1,44,45,M,F,26
30,02/10/1996,2022,1,47,44,M,F,26
55,05/09/2018,2022,1,44,42,M,F,26
18,18/12/1996,2022,1,48,48,M,F,26
29,25/06/1990,2022,1,60,57,M,F,26
42,16/12/2014,2022,1,38,30,M,F,26
30,26/06/1997,2022,1,49,51,M,F,26
30,30/05/1989,2022,1,52,51,M,F,26
55,15/12/2000,2022,1,49,46,M,F,26
43,20/04/1992,2022,1,52,52,M,F,26
33,13/10/2000,2022,1,47,39,M,F,26
55,03/07/2008,2022,1,47,42,M,F,26
55,28/10/2005,2022,1,36,34,M,F,26
18,11/11/2016,2022,1,48,45,M,F,26
29,08/12/2006,2022,1,36,37,M,F,26
55,19/08/2016,2022,1,33,30,M,F,26
55,04/12/2002,2022,1,52,41,M,F,26
55,01/11/2012,2022,1,39,41,M,F,26
48,16/01/2015,2022,1,31,50,M,F,26
18,08/10/2001,2022,1,44,39,M,F,26
48,12/11/2014,2022,1,64,55,M,F,26
18,22/02/2014,2022,1,29,25,M,F,26
27,07/09/1989,2022,1,54,53,M,F,26
55,30/06/2011,2022,1,46,45,M,F,27
29,23/05/1995,2022,1,50,47,M,F,27
30,17/12/2011,2022,1,39,42,M,F,27
25,14/04/1989,2022,1,57,61,M,F,27
18,14/03/2015,2022,1,40,38,M,F,27
29,08/10/1981,2022,1,59,58,M,F,27
19,02/07/2013,2022,1,54,53,M,F,27
30,09/03/2016,2022,1,29,29,M,F,27
42,16/06/2013,2022,1,33,30,M,F,27
43,14/05/2013,2022,1,33,26,M,F,27
26,11/07/2008,2022,1,46,41,M,F,27
42,07/03/2020,2022,1,56,32,M,F,27
47,12/03/2004,2022,1,39,53,M,F,27
30,03/04/1992,2022,1,54,52,M,F,27
30,29/07/2014,2022,1,27,25,M,F,27
18,14/08/2009,2022,1,31,32,M,F,27
42,01/05/2015,2022,1,39,38,M,F,27
26,21/10/1986,2022,1,54,57,M,F,27
30,18/08/2005,2022,1,40,39,M,F,27
33,20/11/2020,2022,1,32,32,M,F,27
42,07/06/1985,2022,1,56,58,M,F,27
30,29/01/1996,2022,1,44,47,M,F,27
16,10/10/1994,2022,1,49,45,M,F,31
19,12/02/1997,2022,1,49,45,M,F,27
33,11/02/2000,2022,1,49,49,M,F,27
48,29/08/1984,2022,1,59,44,M,F,27
21,14/09/1994,2022,1,47,,M,F,27
30,29/01/1988,2022,1,53,53,M,F,27
48,04/07/2011,2022,1,31,27,M,F,27
18,09/11/1979,2022,1,67,68,M,F,27
71,28/06/1978,2022,1,69,64,M,F,27
26,17/06/2015,2022,1,66,58,M,F,28
55,14/03/1995,2022,1,47,45,M,F,28
30,18/12/2009,2022,1,41,37,M,F,28
17,15/01/1998,2022,1,50,44,M,F,28
18,14/12/2015,2022,1,45,48,M,F,28
18,13/12/2014,2022,1,36,38,M,F,28
35,07/10/2016,2022,1,26,24,M,F,28
55,18/08/2000,2022,1,48,42,M,F,28
43,19/12/1977,2022,1,61,61,M,F,28
43,13/11/1987,2022,1,53,50,M,F,28
43,14/10/2011,2022,1,37,39,M,F,28
30,25/10/1997,2022,1,55,48,M,F,28
43,08/11/2011,2022,1,31,32,M,F,28
18,22/11/2016,2022,1,30,30,M,F,28
18,04/09/2013,2022,1,33,32,M,F,28
18,17/09/2008,2022,1,31,30,M,F,28
18,22/01/2013,2022,1,35,29,M,F,28
48,28/06/1999,2022,1,67,52,M,F,29
4,20/04/1999,2022,1,43,38,M,F,30
12,23/12/2004,2022,1,36,39,M,F,31
12,31/08/1973,2022,1,75,66,M,F,31
30,22/03/2011,2022,1,40,41,M,F,31
48,03/04/2001,2022,1,50,52,M,F,31
30,09/02/1988,2022,1,58,60,M,F,31
26,11/01/1991,2022,1,52,53,M,F,31
30,02/05/2009,2022,1,44,44,M,F,31
71,17/02/2017,2022,1,23,22,M,F,31
30,21/02/2007,2022,1,36,32,M,F,31
70,27/01/1996,2022,1,53,49,M,F,31
42,20/12/2019,2022,1,33,32,F,F,31
25,14/02/2012,2022,1,32,30,M,F,31
30,02/06/2006,2022,1,41,38,M,F,31
30,08/02/2006,2022,1,40,41,M,F,31
3,24/11/1989,2022,1,52,50,M,F,31
18,03/03/2017,2022,1,26,25,M,F,31
30,09/03/2005,2022,1,44,40,M,F,31
48,01/10/2010,2022,1,31,31,M,F,31
29,17/10/2019,2022,1,36,33,M,F,31
46,12/06/1973,2022,2,81,75,M,F,1
55,05/11/1999,2022,2,46,47,M,F,1
42,10/03/1998,2022,2,47,56,M,F,1
29,23/05/2014,2022,2,27,26,M,F,1
25,28/05/1997,2022,2,50,52,M,F,1
29,19/05/1997,2022,2,46,45,M,F,1
18,08/10/1989,2022,2,58,57,M,F,1
3,25/08/2004,2022,2,71,45,M,F,1
18,27/12/2005,2022,2,42,43,M,F,1
55,15/05/2015,2022,2,58,42,M,F,1
35,26/05/1984,2022,2,56,62,M,F,1
18,15/12/2011,2022,2,38,35,M,F,1
26,11/03/1989,2022,2,56,55,M,F,1
33,12/06/2008,2022,2,52,45,M,F,1
12,28/12/2016,2022,2,31,26,M,F,2
30,10/04/2012,2022,2,34,32,M,F,2
42,15/01/1986,2022,2,61,58,M,F,2
30,27/11/1997,2022,2,47,43,M,F,2
30,13/11/2004,2022,2,42,38,M,F,2
19,22/05/2002,2022,2,47,49,M,F,2
30,03/06/1996,2022,2,51,49,M,F,2
55,03/12/2015,2022,2,35,23,M,F,2
30,03/11/2006,2022,2,43,43,M,F,2
55,20/07/2017,2022,2,43,31,M,F,2
30,26/04/2012,2022,2,47,54,M,F,2
2,07/03/2013,2022,2,29,51,M,F,2
42,05/09/2003,2022,2,45,47,M,F,2
55,29/10/1996,2022,2,53,45,M,F,2
55,03/02/2009,2022,2,67,51,M,F,2
43,27/01/1995,2022,2,46,45,M,F,2
42,18/10/1997,2022,2,45,44,M,F,2
33,17/05/2000,2022,2,40,42,M,F,2
47,17/11/2006,2022,2,41,55,M,F,2
55,18/02/2000,2022,2,50,46,M,F,2
55,19/08/2016,2022,2,42,46,M,F,2
29,10/08/1996,2022,2,62,47,M,F,2
55,10/08/2018,2022,2,31,27,M,F,2
29,21/09/1986,2022,2,56,52,M,F,2
18,02/09/2009,2022,2,44,32,M,F,3
30,27/09/2004,2022,2,47,44,M,F,3
43,29/05/1997,2022,2,46,40,M,F,3
30,13/12/2006,2022,2,43,39,M,F,3
30,30/04/2008,2022,2,47,45,M,F,3
43,12/12/1998,2022,2,44,40,M,F,3
30,16/07/2012,2022,2,36,34,M,F,3
30,20/03/2009,2022,2,40,37,M,F,3
47,28/02/2015,2022,2,53,46,M,F,3
25,25/06/1986,2022,2,58,56,M,F,3
42,28/09/2015,2022,2,29,25,M,F,3
25,21/09/2018,2022,2,55,42,M,F,3
47,22/12/2001,2022,2,43,39,M,F,3
42,24/06/2011,2022,2,33,27,M,F,3
20,29/12/2012,2022,2,40,41,M,F,3
30,29/07/1999,2022,2,56,57,M,F,3
47,14/10/2015,2022,2,32,34,M,F,3
18,09/05/2007,2022,2,43,35,M,F,3
30,28/06/2017,2022,2,44,34,M,F,3
55,11/03/2000,2022,2,46,45,M,F,3
30,23/09/1994,2022,2,52,49,M,F,3
55,17/04/1998,2022,2,41,45,M,F,3
18,12/08/2000,2022,2,58,60,M,F,3
55,15/02/1992,2022,2,54,53,M,F,3
46,31/07/1992,2022,2,61,53,M,F,3
30,29/07/2005,2022,2,49,46,M,F,4
30,08/12/2009,2022,2,37,28,M,F,4
30,18/02/1993,2022,2,55,50,M,F,4
30,04/03/2013,2022,2,32,34,M,F,4
43,17/08/1998,2022,2,44,42,M,F,4
42,08/10/2001,2022,2,45,41,M,F,4
29,13/07/1989,2022,2,52,47,M,F,4
18,28/12/2009,2022,2,38,34,M,F,4
55,22/11/2004,2022,2,37,37,M,F,4
26,14/10/1975,2022,2,68,67,M,F,4
18,26/03/2011,2022,2,34,34,M,F,4
58,01/09/1995,2022,2,54,46,M,F,4
30,08/05/2003,2022,2,44,44,M,F,4
35,15/09/2006,2022,2,57,44,M,F,4
18,04/02/2000,2022,2,51,47,M,F,4
18,04/07/2014,2022,2,33,34,M,F,4
18,10/12/1996,2022,2,54,45,M,F,4
18,08/11/1992,2022,2,49,52,M,F,4
29,29/05/1999,2022,2,41,41,M,F,4
29,10/12/2013,2022,2,28,24,M,F,4
30,25/04/2015,2022,2,44,41,M,F,5
46,14/04/2018,2022,2,40,41,M,F,5
27,15/05/2014,2022,4,50,48,M,F,1
45,18/06/2014,2022,2,31,26,M,F,7
21,14/02/2004,2022,2,59,,M,F,7
30,22/09/2006,2022,2,40,36,M,F,8
18,28/04/2015,2022,2,26,26,M,F,8
18,12/07/1996,2022,2,48,47,M,F,8
30,02/03/2001,2022,2,46,41,M,F,8
55,16/12/2010,2022,2,50,49,M,F,8
43,23/02/1981,2022,2,60,59,F,F,8
2,16/04/1988,2022,2,56,51,M,F,8
30,16/11/1991,2022,2,56,57,M,F,8
43,07/01/2000,2022,2,51,52,M,F,8
43,23/06/1993,2022,2,54,47,M,F,8
43,29/06/2000,2022,2,46,41,M,F,8
29,14/11/1992,2022,2,61,57,M,F,8
43,10/10/2011,2022,2,42,33,M,F,8
3,07/07/2017,2022,2,34,24,M,F,8
3,19/10/2015,2022,2,25,23,M,F,8
35,20/08/2015,2022,2,35,31,M,F,8
40,05/03/2004,2022,2,39,40,M,F,8
29,11/05/2001,2022,2,40,37,M,F,8
43,10/04/2012,2022,2,37,33,M,F,8
30,21/11/1996,2022,2,52,53,M,F,8
26,06/04/1983,2022,2,61,54,M,F,8
30,26/06/1992,2022,2,49,50,M,F,8
42,06/07/2015,2022,2,46,39,M,F,8
48,30/10/2007,2022,2,46,45,M,F,8
30,03/02/1992,2022,2,50,50,M,F,8
55,15/04/2003,2022,2,39,41,M,F,8
33,20/10/1987,2022,2,56,50,M,F,9
55,14/02/2012,2022,2,48,46,M,F,9
18,02/07/2001,2022,2,45,37,M,F,9
30,19/11/2005,2022,2,48,45,M,F,9
2,16/11/1993,2022,2,49,48,M,F,9
48,06/07/2002,2022,2,80,66,M,F,9
55,22/02/2013,2022,2,50,41,M,F,9
29,15/03/2003,2022,2,49,38,M,F,9
30,28/11/2003,2022,2,43,39,M,F,9
55,21/06/2007,2022,2,37,33,M,F,9
47,07/12/2012,2022,2,26,26,M,F,9
25,18/09/2006,2022,2,37,41,M,F,9
72,09/11/1987,2022,2,66,60,M,F,9
35,02/09/2010,2022,2,58,52,M,F,9
19,25/03/2000,2022,2,53,37,M,F,9
18,14/08/2000,2022,2,48,42,M,F,11
30,10/03/2016,2022,2,33,31,M,F,9
30,04/03/1994,2022,2,56,51,M,F,9
42,27/11/1975,2022,2,67,64,M,F,9
30,14/11/2005,2022,2,44,44,M,F,9
48,05/04/2017,2022,2,47,26,M,F,9
30,04/08/1992,2022,2,63,49,M,F,9
33,25/08/1976,2022,2,66,64,M,F,9
18,28/01/1998,2022,2,65,50,F,F,9
18,11/02/2015,2022,2,36,34,M,F,9
33,18/03/2009,2022,2,35,32,M,F,9
30,03/02/2004,2022,2,43,40,M,F,9
27,20/02/2009,2022,4,35,29,M,F,1
29,30/07/1995,2022,2,48,50,M,F,9
55,31/10/2006,2022,2,47,34,M,F,10
30,31/08/2004,2022,2,43,42,M,F,10
18,05/01/1994,2022,2,48,45,M,F,10
43,23/01/1987,2022,2,55,55,M,F,10
30,16/02/1963,2022,2,81,80,M,F,10
