municipio,fecha_matrimonio,año_registro,mes_registro,edad_div1,edad_div2,sexo_div1,sexo_div2,dia_registro
29,22/09/2000,2021,1,38,41,M,F,18
29,10/08/1994,2021,1,46,46,M,F,18
29,29/03/2001,2021,1,41,42,M,F,18
36,11/02/2015,2021,1,28,28,M,F,18
30,02/12/1988,2021,1,52,49,M,F,13
29,23/03/2005,2021,1,39,40,M,F,19
47,15/06/2018,2021,1,32,26,M,F,19
29,17/05/2010,2021,1,36,36,M,F,19
30,03/10/2007,2021,1,42,43,M,F,19
30,21/04/2010,2021,1,36,34,M,F,19
42,16/01/2009,2021,1,37,31,M,F,19
58,04/08/2017,2021,1,28,22,M,F,20
21,11/06/2008,2021,1,42,35,M,F,21
55,08/09/2014,2021,1,45,25,M,F,21
29,22/03/1985,2021,1,60,60,M,F,21
55,27/05/2015,2021,1,59,39,M,F,21
55,26/03/1997,2021,1,45,44,M,F,21
30,29/08/1998,2021,1,52,47,M,F,13
30,16/01/2015,2021,1,38,32,M,F,21
35,21/06/2012,2021,1,31,27,M,F,21
18,19/04/1991,2021,1,52,46,M,F,22
25,16/04/1982,2021,1,61,53,M,F,22
43,11/08/2006,2021,1,45,43,M,F,25
43,30/11/1993,2021,1,47,47,M,F,25
30,06/05/1983,2021,1,61,59,M,F,25
43,26/08/2009,2021,1,76,57,M,F,25
21,03/04/2012,2021,1,30,30,M,F,25
29,25/08/2000,2021,1,39,44,M,F,25
21,03/11/2006,2021,1,38,33,M,F,25
43,07/05/2001,2021,1,51,45,M,F,25
25,10/06/2004,2021,1,39,38,M,F,25
33,25/02/2010,2021,1,30,32,M,M,14
18,22/09/1974,2021,1,73,61,M,F,26
18,24/12/2001,2021,1,44,44,M,F,26
55,08/11/2005,2021,1,53,51,M,F,26
29,30/05/1997,2021,1,48,49,M,F,26
2,28/05/1999,2021,1,57,43,M,F,26
29,29/06/1990,2021,1,51,49,M,F,26
23,29/12/2005,2021,1,40,37,M,F,26
35,13/04/1993,2021,1,48,41,M,F,26
55,15/07/2008,2021,1,33,28,M,F,27
43,08/07/1999,2021,1,47,43,M,F,27
43,06/08/1997,2021,1,66,60,M,F,27
18,01/11/2001,2021,1,41,39,M,F,27
23,20/05/2000,2021,1,44,45,M,F,27
43,17/10/1997,2021,1,44,43,M,F,27
17,09/07/1972,2021,1,70,68,M,F,27
42,06/09/2012,2021,1,39,47,M,F,27
55,28/05/1997,2021,1,56,63,M,F,27
35,13/06/2014,2021,1,34,27,M,F,27
43,11/04/2006,2021,1,36,33,M,F,27
55,23/03/2007,2021,1,39,42,M,F,28
55,06/12/2016,2021,1,27,26,M,F,28
58,17/02/1988,2021,1,50,49,M,F,28
30,22/08/2003,2021,1,44,40,M,F,28
2,11/09/2019,2021,1,69,21,M,F,28
2,27/11/2009,2021,1,39,36,M,F,28
55,04/05/2012,2021,1,43,43,M,F,28
35,08/07/1986,2021,1,74,65,M,F,28
30,11/04/2013,2021,1,30,27,M,F,28
61,27/06/1987,2021,1,66,52,M,F,28
18,01/12/2003,2021,1,50,40,M,F,28
18,22/06/1984,2021,1,64,61,M,F,28
18,19/09/1997,2021,1,48,43,M,F,28
29,14/12/2007,2021,1,62,54,M,F,28
29,02/07/2003,2021,1,52,50,M,F,29
55,09/06/2016,2021,1,46,36,M,F,29
55,27/03/2013,2021,1,34,31,M,F,29
42,07/12/1990,2021,1,56,52,M,F,29
30,23/02/2004,2021,1,,,M,F,29
3,05/11/1995,2021,1,49,47,M,F,29
43,12/12/1996,2021,1,49,51,M,F,29
48,11/03/2016,2021,1,44,37,M,F,29
42,27/12/2009,2021,1,31,33,M,F,29
18,12/12/2005,2021,1,37,32,M,F,29
55,09/08/2000,2021,1,52,48,M,F,29
39,22/05/1997,2021,1,48,46,M,F,29
30,31/05/2006,2021,1,34,32,M,F,29
71,16/11/1998,2021,1,51,45,M,F,29
35,01/04/2016,2021,1,32,23,M,F,29
30,17/09/2014,2021,1,29,28,M,F,29
29,14/10/2011,2021,1,,,M,F,30
20,19/05/2007,2021,1,42,33,M,F,30
30,28/04/1988,2021,1,55,52,M,F,31
43,12/04/1991,2021,2,62,55,M,F,2
2,23/06/2005,2021,2,38,36,M,F,2
43,08/06/2006,2021,2,43,41,M,F,2
55,02/12/2011,2021,2,34,30,M,F,2
18,16/03/2018,2021,2,31,33,M,F,2
18,23/05/2012,2021,2,36,33,M,F,2
26,18/11/1996,2021,2,47,47,M,F,2
58,06/03/1998,2021,2,45,43,M,M,2
25,04/02/2005,2021,2,38,35,M,F,2
43,26/04/2017,2021,2,37,34,F,F,3
58,14/02/2013,2021,2,31,27,M,F,3
42,22/11/2009,2021,2,36,33,M,F,3
47,20/04/2011,2021,2,39,30,M,F,3
18,06/07/2018,2021,2,22,23,M,F,3
43,16/10/2008,2021,2,50,56,M,F,3
25,14/04/2003,2021,2,47,36,M,F,3
30,06/10/1993,2021,2,54,53,M,F,3
30,12/05/2000,2021,2,49,47,M,F,3
25,04/12/2015,2021,2,,26,M,F,3
29,22/01/2016,2021,2,47,51,M,F,4
29,25/08/1994,2021,2,46,44,M,F,4
18,03/11/2016,2021,2,25,23,M,F,4
48,21/04/2010,2021,2,30,28,M,F,4
43,03/11/1993,2021,2,48,47,M,F,4
58,28/11/1985,2021,2,64,64,M,F,4
43,16/08/2000,2021,2,43,44,M,F,4
18,15/10/1986,2021,2,56,56,M,F,4
42,21/04/1993,2021,2,55,52,M,F,4
42,27/03/2015,2021,2,54,45,M,F,4
19,09/09/1988,2021,2,57,52,M,F,8
30,19/12/1991,2021,2,54,55,M,F,4
26,04/05/1992,2021,2,57,50,M,F,4
18,30/09/2011,2021,2,37,36,M,F,4
59,25/04/1994,2021,2,56,50,M,F,4
2,26/08/2014,2021,2,28,25,M,F,4
55,13/12/2012,2021,2,36,33,M,F,5
55,12/02/2013,2021,2,31,29,M,F,5
35,23/09/2016,2021,2,30,24,M,F,5
26,11/12/2001,2021,2,57,57,M,F,5
19,11/11/2016,2021,2,30,30,M,F,5
42,01/07/2005,2021,2,35,34,M,F,5
43,08/07/2006,2021,2,40,34,M,F,5
18,08/11/2018,2021,2,35,25,M,F,5
71,10/12/1993,2021,2,51,47,M,F,5
18,20/07/1994,2021,2,50,49,M,F,5
3,11/03/2017,2021,2,,28,M,F,5
64,19/10/2002,2021,2,48,39,M,F,5
18,06/11/2002,2021,2,40,37,M,F,5
42,17/07/2009,2021,2,33,26,M,F,5
55,01/10/2010,2021,2,40,32,M,F,8
55,06/04/2009,2021,2,36,35,M,F,8
18,15/12/1988,2021,2,51,51,M,F,8
30,21/08/1998,2021,2,,55,M,F,8
43,19/06/2013,2021,2,40,27,M,F,8
23,20/05/1994,2021,2,52,48,M,F,8
55,31/10/2014,2021,2,41,43,M,F,8
43,31/03/1995,2021,2,61,71,M,F,8
26,13/02/2015,2021,2,31,28,M,F,8
18,04/01/2005,2021,2,43,42,M,F,8
29,16/03/1985,2021,2,57,56,M,F,8
30,14/06/2006,2021,2,44,39,M,F,8
26,09/09/2003,2021,2,48,44,M,F,8
43,09/10/1993,2021,2,50,58,M,F,8
18,14/01/2000,2021,2,50,50,M,F,8
42,05/07/1991,2021,2,52,51,M,F,8
19,06/12/2010,2021,2,38,26,M,F,8
18,26/10/2012,2021,2,31,27,M,F,8
18,03/07/2006,2021,2,31,30,M,F,8
29,26/10/1971,2021,2,67,68,M,F,8
55,16/04/2018,2021,2,40,29,M,M,9
55,28/04/2006,2021,2,46,43,M,F,9
55,21/01/2016,2021,2,51,44,M,F,9
71,27/08/2004,2021,2,35,33,M,F,9
29,24/11/2005,2021,2,35,34,M,F,9
30,29/04/1998,2021,2,44,46,M,F,9
30,28/08/2003,2021,2,38,37,M,F,9
43,24/10/2000,2021,2,48,39,M,F,9
55,17/02/2006,2021,2,47,46,M,F,9
18,19/10/1989,2021,2,52,50,M,F,9
30,15/12/2017,2021,2,34,38,M,F,9
55,25/07/1986,2021,2,53,53,M,F,9
30,15/05/1991,2021,2,51,47,M,F,9
30,08/03/2013,2021,2,27,31,M,F,9
55,17/06/2004,2021,2,39,39,M,F,9
43,12/12/1996,2021,2,42,40,M,F,9
43,15/08/2018,2021,2,32,52,M,F,9
66,26/09/2016,2021,2,29,25,M,F,9
43,03/08/2017,2021,2,25,25,M,F,9
42,12/12/2013,2021,2,31,29,M,F,9
18,17/08/2007,2021,2,38,42,M,F,9
71,26/09/1988,2021,2,58,50,M,F,9
19,21/01/1998,2021,2,43,44,M,F,9
21,14/08/1993,2021,2,54,46,M,F,10
42,27/10/2017,2021,2,34,36,M,F,9
30,03/08/2017,2021,2,32,22,M,F,10
30,08/08/2007,2021,2,39,33,M,F,10
55,07/12/2009,2021,2,37,37,M,F,10
55,08/11/1994,2021,2,54,50,M,F,10
41,17/02/2003,2021,2,,40,M,F,10
47,17/11/2007,2021,2,39,39,M,F,10
72,11/11/2015,2021,2,32,33,M,F,10
18,15/07/2013,2021,2,48,46,M,F,10
55,07/07/2016,2021,2,21,21,M,F,10
18,05/11/1995,2021,2,50,51,M,F,10
29,13/04/2007,2021,2,47,39,M,F,10
41,27/05/1997,2021,2,61,40,M,F,10
58,15/10/1994,2021,2,49,44,M,F,10
72,13/08/2005,2021,2,39,37,M,F,10
18,11/11/2015,2021,2,31,29,M,F,10
30,18/09/1991,2021,2,54,48,M,F,10
70,,2021,2,,,,,10
30,17/03/2012,2021,2,46,38,M,F,10
43,15/05/2017,2021,2,39,27,M,F,10
18,07/06/2019,2021,2,61,63,M,F,10
18,17/01/2013,2021,2,37,33,M,F,10
43,07/03/1996,2021,2,48,51,M,F,10
18,16/01/1998,2021,2,54,44,M,F,10
43,10/02/2000,2021,2,41,40,M,F,10
16,28/02/1998,2021,2,42,39,M,F,10
21,22/01/2003,2021,2,49,45,M,F,10
55,13/12/1994,2021,2,50,45,M,F,11
55,17/10/2006,2021,2,45,45,M,F,11
43,23/02/2012,2021,2,37,33,M,F,11
18,08/03/2013,2021,2,34,29,M,F,11
43,28/03/2003,2021,2,44,45,M,F,11
48,14/04/2014,2021,2,33,28,M,F,11
71,22/04/2003,2021,2,52,40,M,F,11
18,09/07/1997,2021,2,51,41,M,F,11
18,22/04/1986,2021,2,56,55,M,F,11
35,14/06/1993,2021,2,50,45,M,F,11
55,05/11/2010,2021,2,41,45,M,F,12
55,03/09/2010,2021,2,35,28,M,F,12
18,28/01/1988,2021,2,53,52,M,F,12
12,28/12/2001,2021,2,47,47,M,F,12
43,30/08/1999,2021,2,40,39,M,F,12
30,26/07/2005,2021,2,35,36,M,F,12
43,21/09/2005,2021,2,42,44,M,F,12
18,31/10/2005,2021,2,49,36,M,F,12
43,26/06/2004,2021,2,48,45,M,F,12
25,06/02/2003,2021,2,41,36,M,F,12
30,25/02/2016,2021,2,27,27,M,F,12
30,11/02/1981,2021,2,64,58,M,F,12
43,11/12/2008,2021,2,36,34,M,F,12
30,26/09/1993,2021,2,50,50,M,F,12
43,07/06/2012,2021,2,30,30,M,F,12
33,20/12/1982,2021,2,64,58,M,F,12
71,29/07/1977,2021,2,63,60,M,F,12
43,09/03/2012,2021,2,35,37,F,F,12
30,07/11/2007,2021,2,39,39,M,F,12
18,08/12/2004,2021,2,49,45,M,F,12
33,04/02/1994,2021,2,53,51,M,F,12
26,18/04/2001,2021,2,46,45,M,F,12
18,12/11/1999,2021,2,49,49,M,F,12
42,30/06/2006,2021,2,43,36,M,F,12
18,11/10/2011,2021,2,34,35,M,F,12
18,11/10/2006,2021,2,43,39,M,F,12
29,20/07/1983,2021,2,,,M,F,12
4,09/02/1997,2021,2,48,40,M,F,13
30,22/12/2012,2021,2,59,45,M,F,13
55,06/12/1996,2021,2,47,47,M,F,15
55,15/11/1986,2021,2,66,50,M,F,15
55,22/10/2004,2021,2,45,45,M,F,15
30,01/03/2002,2021,2,40,37,M,F,15
30,23/07/2016,2021,2,32,31,M,F,15
43,25/11/2002,2021,2,44,39,M,F,15
30,05/06/2019,2021,2,34,29,M,F,15
48,11/04/2001,2021,2,45,38,M,F,15
2,14/02/2014,2021,2,27,23,M,F,15
29,23/01/2009,2021,2,40,33,M,F,15
17,16/03/2006,2021,2,46,39,M,F,15
43,24/10/2003,2021,2,37,35,M,F,15
43,10/01/1989,2021,2,61,57,M,F,15
30,14/06/2007,2021,2,44,38,M,F,15
29,29/05/2015,2021,2,29,24,M,F,15
30,27/02/1998,2021,2,48,50,M,F,15
18,21/11/1997,2021,2,48,42,M,F,15
29,20/12/2011,2021,2,34,34,M,F,15
48,29/01/2020,2021,2,61,47,M,F,15
30,25/04/1998,2021,2,80,70,M,F,15
30,15/05/2013,2021,2,59,45,M,F,15
71,28/03/1978,2021,2,62,59,M,F,15
17,16/01/1985,2021,2,55,54,M,F,15
30,09/02/2010,2021,2,60,45,M,F,15
30,24/04/2006,2021,2,35,30,M,F,15
55,15/11/2013,2021,2,32,33,M,F,16
42,03/03/2017,2021,2,33,34,M,F,16
30,13/03/2002,2021,2,44,55,M,F,16
2,10/08/2017,2021,2,22,20,M,F,16
30,21/11/1997,2021,2,47,41,M,F,16
43,30/04/2013,2021,2,46,37,M,F,16
18,18/01/2002,2021,2,39,38,M,F,16
30,10/04/1996,2021,2,48,45,M,F,16
29,26/06/1982,2021,2,77,70,M,F,16
17,12/05/2004,2021,2,39,40,M,F,16
25,11/05/2007,2021,2,41,37,M,F,16
29,27/10/1983,2021,2,52,52,M,F,16
30,19/12/1978,2021,2,65,60,M,F,16
30,02/10/2007,2021,2,34,32,M,F,16
42,13/01/2017,2021,2,32,28,M,F,16
33,16/01/1994,2021,2,53,51,M,F,16
18,28/10/2014,2021,2,40,35,M,F,16
43,17/06/1977,2021,2,66,75,M,F,16
19,08/04/1988,2021,2,58,51,M,F,16
18,15/08/1991,2021,2,61,69,M,F,16
30,11/02/1994,2021,2,48,52,M,F,16
35,02/05/2001,2021,2,43,37,M,F,16
55,12/11/2014,2021,2,44,43,M,F,17
55,05/11/2002,2021,2,48,37,M,F,17
43,19/05/2015,2021,2,31,32,M,F,17
55,11/10/2010,2021,2,30,31,M,F,17
18,26/07/2004,2021,2,45,38,M,F,17
43,10/11/2014,2021,2,54,58,M,F,17
30,06/12/1996,2021,2,45,42,M,F,17
55,29/05/2009,2021,2,43,45,M,F,17
30,12/03/2002,2021,2,52,56,M,F,17
38,05/06/1982,2021,2,60,56,M,F,17
23,10/08/2001,2021,2,39,38,M,F,17
18,26/08/1994,2021,2,51,48,M,F,17
33,05/07/2011,2021,2,35,29,M,F,17
30,04/02/2009,2021,2,33,34,M,F,17
18,06/04/2015,2021,2,42,40,M,F,17
47,12/04/2002,2021,2,43,38,M,F,17
30,02/08/2002,2021,2,38,39,M,F,17
47,18/03/1989,2021,2,56,52,M,F,17
55,08/06/1993,2021,2,61,53,M,F,18
55,23/02/2017,2021,2,28,33,M,F,18
30,17/02/2017,2021,2,31,32,M,F,18
55,04/03/2011,2021,2,30,26,M,F,18
55,24/05/2017,2021,2,41,37,M,F,18
43,05/06/2009,2021,2,38,30,M,F,18
55,03/06/1999,2021,2,45,46,M,F,18
18,20/07/1991,2021,2,59,56,M,F,16
30,05/09/1989,2021,2,56,53,M,F,18
30,02/06/1995,2021,2,43,44,M,F,18
43,11/08/2000,2021,2,48,46,M,F,18
30,14/08/2015,2021,2,32,37,M,F,18
18,27/11/2009,2021,2,36,46,M,F,18
30,30/08/2017,2021,2,28,28,M,F,18
55,03/03/1997,2021,2,57,46,M,F,18
30,14/02/2012,2021,2,49,46,M,F,18
30,12/02/1983,2021,2,64,64,M,F,18
30,13/02/2014,2021,2,58,48,M,F,18
19,05/07/2019,2021,2,30,31,M,F,18
42,13/08/2008,2021,2,37,31,M,F,18
2,11/07/2013,2021,2,44,39,M,F,18
38,21/07/1994,2021,2,52,44,M,F,18
18,27/01/2012,2021,2,29,29,M,F,19
30,24/05/1993,2021,2,52,47,M,F,19
18,17/01/1986,2021,2,58,54,M,F,19
43,11/11/1995,2021,2,49,56,M,F,19
17,18/09/2000,2021,2,41,46,M,F,19
30,04/03/1993,2021,2,51,46,M,F,19
30,22/01/1993,2021,2,48,47,M,F,19
30,30/08/1980,2021,2,58,58,M,F,19
17,24/05/2005,2021,2,40,41,M,F,19
18,16/08/1985,2021,2,63,54,M,F,19
30,07/06/1991,2021,2,51,51,M,F,19
43,23/10/1981,2021,2,60,56,M,F,19
18,09/04/1999,2021,2,43,43,M,F,19
30,29/12/1997,2021,2,51,49,M,F,19
30,22/09/1973,2021,2,73,70,M,F,19
19,11/03/2005,2021,2,38,37,M,F,19
35,02/08/2005,2021,2,39,37,M,F,19
18,20/04/2006,2021,2,40,35,M,F,19
2,03/03/2005,2021,2,42,39,M,F,19
45,25/12/1992,2021,2,52,48,M,F,20
29,18/12/1992,2021,2,,,M,F,21
29,08/05/1999,2021,2,62,53,M,F,21
43,14/10/2013,2021,2,33,26,M,F,22
18,13/12/2013,2021,2,31,30,M,F,22
43,24/06/1988,2021,2,56,58,M,F,22
43,27/03/2001,2021,2,57,48,M,F,22
30,26/09/2019,2021,2,71,44,M,F,22
17,02/09/1999,2021,2,40,39,M,F,22
30,04/04/2018,2021,2,42,41,M,F,22
30,24/08/1995,2021,2,47,43,M,F,22
17,08/02/1989,2021,2,53,47,M,F,22
43,24/05/2002,2021,2,43,45,M,F,22
43,16/02/2016,2021,2,34,25,M,F,22
33,02/08/2002,2021,2,48,41,M,F,22
43,16/05/2007,2021,2,37,33,M,F,22
33,27/10/1998,2021,2,43,38,M,F,22
61,17/10/1998,2021,2,43,40,F,F,22
30,07/12/1989,2021,2,60,58,M,F,22
21,20/08/1999,2021,2,44,41,M,F,23
55,11/10/1990,2021,2,49,50,M,F,23
55,10/02/2012,2021,2,30,39,M,F,23
29,30/06/2014,2021,2,,27,M,F,23
33,13/01/1973,2021,2,70,67,M,F,23
55,10/04/1992,2021,2,54,55,M,F,23
29,25/04/2005,2021,2,47,46,M,F,23
42,24/06/2016,2021,2,26,32,M,F,23
48,27/04/2009,2021,2,44,51,M,F,23
55,18/01/2001,2021,2,45,42,M,F,23
30,27/01/2017,2021,2,30,27,M,F,23
43,26/08/2006,2021,2,34,33,M,F,23
17,04/12/1996,2021,2,49,42,M,F,23
55,03/08/2018,2021,2,32,32,M,F,23
18,05/09/1996,2021,2,47,47,M,F,23
30,02/03/1995,2021,2,52,46,M,F,23
25,13/07/2000,2021,2,48,55,M,F,23
41,29/09/2000,2021,2,41,39,M,F,23
47,06/12/2013,2021,2,30,23,M,F,23
18,19/06/1992,2021,2,57,50,M,F,23
38,29/10/1988,2021,2,59,48,M,F,23
36,11/07/2008,2021,2,39,38,M,F,23
29,21/05/2007,2021,2,49,63,M,F,23
35,31/07/2010,2021,2,39,38,M,F,24
18,25/08/1981,2021,2,61,56,M,F,24
55,01/02/2008,2021,2,32,31,M,F,24
55,26/06/2013,2021,2,30,37,M,F,24
57,30/12/2018,2021,3,27,24,M,F,9
4,08/12/1989,2021,2,51,50,M,F,24
55,09/02/2017,2021,2,29,27,M,F,25
55,27/03/1993,2021,2,51,49,M,F,25
29,15/12/1992,2021,2,47,52,M,F,25
55,21/04/2014,2021,2,29,28,M,F,25
29,05/04/1992,2021,2,53,55,M,F,25
30,01/11/2007,2021,2,32,29,M,F,25
42,24/08/2001,2021,2,43,43,M,F,25
43,21/06/2002,2021,2,42,39,M,F,25
29,18/08/2014,2021,2,30,28,M,F,25
43,14/06/1989,2021,2,48,48,M,F,25
30,10/09/2019,2021,2,38,29,M,F,25
42,03/07/1991,2021,2,51,48,M,F,25
70,09/07/2009,2021,2,59,51,M,F,25
55,05/05/1995,2021,2,53,56,M,F,25
30,28/09/2006,2021,2,37,35,M,F,25
30,09/12/2011,2021,2,54,50,M,F,25
30,08/10/2010,2021,2,51,35,M,F,25
55,12/01/1998,2021,2,42,37,M,F,25
18,14/02/2012,2021,2,31,36,F,M,25
55,03/01/1992,2021,2,47,47,M,F,25
18,16/11/1989,2021,2,59,54,M,F,23
55,22/07/2009,2021,2,43,46,M,F,25
30,01/04/2006,2021,2,42,43,M,F,25
43,25/10/2006,2021,2,52,34,M,F,25
30,01/12/2001,2021,2,51,47,M,F,25
30,12/02/2007,2021,2,48,46,M,F,25
18,29/10/1992,2021,2,51,50,M,F,25
35,09/07/2010,2021,2,28,30,M,F,25
18,03/06/2016,2021,2,27,25,M,F,25
18,02/08/2002,2021,2,54,48,M,F,25
36,29/08/2006,2021,2,34,33,M,F,25
55,30/10/1990,2021,2,60,60,M,F,26
29,04/01/2002,2021,2,46,46,M,F,26
30,08/05/2006,2021,2,37,42,M,F,26
18,26/10/2012,2021,3,32,32,M,F,1
42,07/03/2003,2021,2,55,40,M,F,26
3,21/11/2008,2021,2,54,36,M,F,26
30,02/05/1996,2021,2,48,44,M,F,26
33,20/01/2004,2021,2,33,34,M,F,26
18,02/11/1976,2021,2,71,62,M,F,26
43,12/07/2010,2021,2,36,34,M,F,26
30,24/05/1994,2021,2,50,45,M,F,26
43,23/03/2002,2021,2,66,62,M,F,26
30,,2021,2,38,35,M,F,26
42,15/12/2012,2021,2,29,35,M,F,26
29,16/12/2009,2021,2,,,M,F,26
48,18/10/2014,2021,2,39,35,M,F,26
48,18/09/2017,2021,2,44,30,M,F,26
18,15/11/2013,2021,2,31,33,M,F,26
4,16/04/2004,2021,2,42,43,M,F,26
30,30/10/1995,2021,2,58,53,M,F,26
30,28/08/2008,2021,2,43,43,M,F,26
38,14/02/2017,2021,2,24,26,M,F,26
18,16/08/2000,2021,2,42,40,M,F,27
29,15/08/1953,2021,2,85,81,M,F,27
42,07/05/1997,2021,2,,,M,F,28
30,17/03/2005,2021,2,50,35,M,F,28
30,29/06/2018,2021,2,30,20,M,F,28
30,20/05/2002,2021,3,40,38,M,F,1
30,31/10/2001,2021,2,44,44,M,F,26
26,19/11/1987,2021,3,57,52,M,F,1
33,13/01/1983,2021,3,64,57,M,F,1
30,24/10/1996,2021,2,47,45,M,F,26
29,15/02/2017,2021,3,25,22,M,F,1
