municipio,fecha_matrimonio,anio_registro,mes_registro,edad_div1,edad_div2,sexo_div1,sexo_div2,dia_registro
30,7/4/2008,2023,1,39,35,M,F,13
42,4/2/2003,2023,1,42,43,M,F,14
42,30/11/2003,2023,1,72,53,M,F,14
13,,2023,1,70,52,M,F,14
18,13/08/2009,2023,1,37,31,M,F,16
18,17/12/1996,2023,1,56,50,M,F,16
19,29/05/2015,2023,1,30,26,M,F,16
18,16/08/2012,2023,1,35,29,M,F,16
18,3/7/2015,2023,1,35,31,M,F,16
25,21/05/1972,2023,1,73,71,M,F,16
18,12/11/2021,2023,1,27,24,M,F,16
30,9/2/2009,2023,1,41,38,M,F,16
30,14/02/2014,2023,1,39,40,M,F,16
43,11/12/2008,2023,1,36,33,M,F,16
18,20/12/2018,2023,1,49,48,M,F,16
18,7/11/2006,2023,1,39,34,M,F,16
18,28/11/2014,2023,1,39,32,M,F,16
18,3/8/2009,2023,1,41,53,M,F,16
18,3/4/1996,2023,1,56,51,M,F,16
43,15/07/1999,2023,1,43,42,M,F,16
42,18/12/2013,2023,1,32,29,M,F,16
18,9/11/1987,2023,1,59,55,M,F,16
18,7/1/2005,2023,1,41,36,M,F,16
72,5/1/1974,2023,1,72,67,M,F,16
17,14/12/1990,2023,1,52,49,M,F,16
43,24/08/2010,2023,1,35,32,M,F,16
18,8/2/2019,2023,1,47,40,M,F,16
30,9/5/2008,2023,1,34,32,M,F,16
30,1/11/2014,2023,1,38,34,M,F,16
30,9/1/2020,2023,1,44,26,M,F,16
70,17/07/2015,2023,1,49,61,M,F,16
30,30/11/2000,2023,1,46,46,M,F,16
29,14/09/2007,2023,1,42,35,M,F,16
18,12/4/2012,2023,1,39,33,M,F,16
29,25/03/2008,2023,1,40,36,M,F,16
17,16/06/2008,2023,1,43,41,M,F,16
42,7/3/2008,2023,1,37,33,M,F,16
36,28/05/1999,2023,1,58,53,M,F,16
18,13/12/1989,2023,1,56,53,M,F,17
43,9/9/2016,2023,1,29,29,M,F,17
36,23/08/1996,2023,1,47,47,M,F,17
30,16/11/1983,2023,1,59,56,M,F,17
47,12/7/2000,2023,1,46,46,M,F,17
42,27/07/1987,2023,1,55,51,M,F,17
26,25/02/2009,2023,1,39,41,M,F,17
2,12/12/2002,2023,1,47,43,M,F,17
43,23/05/1986,2023,1,61,54,M,F,17
29,2/12/1986,2023,1,64,55,M,F,17
30,,2023,1,59,60,M,F,17
27,23/04/2010,2023,1,48,50,M,F,17
30,23/01/2014,2023,1,62,62,M,F,17
43,9/10/1996,2023,1,62,54,M,F,17
18,25/07/1986,2023,1,56,57,M,F,17
48,9/5/2019,2023,1,54,40,M,F,17
18,7/7/2006,2023,1,43,34,M,F,17
17,21/05/1970,2023,1,71,66,M,F,17
18,26/03/1990,2023,1,52,50,M,F,17
48,15/01/1982,2023,1,59,58,M,F,17
43,27/10/2008,2023,1,33,35,M,F,17
55,19/07/2013,2023,1,75,65,M,F,17
18,30/04/2001,2023,1,46,47,M,F,17
18,28/04/2000,2023,1,45,43,M,F,17
26,2/7/1981,2023,1,62,65,M,F,17
18,14/02/2008,2023,1,42,42,M,F,17
42,15/05/2015,2023,1,31,28,M,F,17
48,27/10/1992,2023,1,49,47,M,F,17
12,17/04/2009,2023,1,41,32,M,F,17
33,15/04/2021,2023,1,36,29,M,F,17
33,15/04/2021,2023,1,36,29,M,F,17
30,13/05/2008,2023,1,43,45,M,F,17
36,20/04/2011,2023,1,35,35,M,F,18
18,4/10/1993,2023,1,45,44,M,F,18
25,17/08/1991,2023,1,49,51,M,F,18
18,31/05/1976,2023,1,74,61,M,F,18
18,10/12/1985,2023,1,62,59,M,F,18
48,11/3/1982,2023,1,79,57,M,F,18
43,4/5/2011,2023,1,37,28,M,F,18
55,13/06/2019,2023,1,25,26,M,F,18
18,9/10/2013,2023,1,47,53,M,F,18
30,6/9/1999,2023,1,46,44,M,F,18
30,13/11/1992,2023,1,55,48,M,F,18
18,20/05/2004,2023,1,37,37,M,F,18
18,18/05/2000,2023,1,47,50,M,F,18
33,21/08/2009,2023,1,41,31,M,F,18
26,12/3/1993,2023,1,50,49,M,F,18
18,14/03/1995,2023,1,52,51,M,F,18
43,21/04/2014,2023,1,30,30,M,F,18
18,22/06/2015,2023,1,63,53,M,F,18
18,,2023,1,48,53,M,F,18
18,18/06/2007,2023,1,34,35,M,F,18
71,5/6/2015,2023,1,31,30,M,F,18
30,30/12/1995,2023,1,50,44,M,F,18
18,12/4/2007,2023,1,44,40,M,F,18
55,29/08/2002,2023,1,39,38,M,F,18
18,3/5/2017,2023,1,30,27,M,F,18
30,20/03/2003,2023,1,38,37,M,F,18
17,10/10/2013,2023,1,34,35,M,F,19
72,29/12/1997,2023,1,60,62,M,F,19
18,27/01/1990,2023,1,70,57,M,F,19
19,14/06/1989,2023,1,57,57,M,F,19
55,10/6/2002,2023,1,52,48,M,F,19
30,22/03/2012,2023,1,37,39,M,F,19
56,20/05/2010,2023,1,76,60,M,F,19
18,18/08/2016,2023,1,28,26,M,F,19
21,23/10/1999,2023,1,45,44,M,F,19
41,3/5/2013,2023,1,37,32,M,F,19
29,16/08/2007,2023,1,34,34,M,F,19
17,24/05/2018,2023,1,29,29,M,F,19
18,14/02/1986,2023,1,53,53,M,F,19
19,29/11/1986,2023,1,55,52,M,F,19
68,12/11/1988,2023,1,54,52,M,F,19
43,20/04/2002,2023,1,40,37,M,F,19
29,9/8/2004,2023,1,38,35,M,F,19
21,9/10/2015,2023,1,39,45,M,F,19
29,9/6/2017,2023,1,49,35,M,F,19
17,6/3/1997,2023,1,47,47,M,F,19
18,17/03/1989,2023,1,53,53,M,F,19
70,7/6/2003,2023,1,39,46,M,F,19
17,5/3/2015,2023,1,27,24,M,F,19
2,19/09/2013,2023,1,35,34,M,F,19
30,15/01/2010,2023,1,38,38,M,F,19
33,4/2/2009,2023,1,38,33,M,F,19
29,18/12/2012,2023,1,34,38,M,F,19
55,22/04/2014,2023,1,38,38,M,F,20
30,6/12/2002,2023,1,49,47,M,F,20
26,31/08/1978,2023,1,68,63,M,F,20
42,28/03/2007,2023,1,39,42,M,F,20
2,26/08/1987,2023,1,58,57,M,F,20
43,10/9/2015,2023,1,50,38,M,F,20
55,8/10/2010,2023,1,35,33,M,F,20
6,26/08/2016,2023,1,33,30,M,F,20
48,18/01/2017,2023,1,28,29,M,F,20
17,31/05/2013,2023,1,36,34,M,F,20
33,2/1/1995,2023,1,,47,M,F,20
42,27/12/1989,2023,1,58,53,M,F,20
30,4/12/2015,2023,1,36,34,M,F,20
30,25/03/1972,2023,1,71,66,M,F,20
29,7/10/1987,2023,1,,58,M,F,20
30,27/02/1998,2023,1,52,52,M,F,20
47,7/1/2011,2023,1,35,41,M,F,20
42,10/5/1999,2023,1,46,45,M,F,20
42,8/2/2001,2023,1,42,40,M,F,20
47,15/10/2021,2023,1,22,21,M,F,20
30,8/8/2003,2023,1,47,49,M,F,20
19,1/8/1997,2023,1,44,44,M,F,20
42,18/12/2000,2023,1,48,40,M,F,21
42,18/12/1998,2023,1,0,,M,F,22
30,15/12/2015,2023,1,31,29,M,F,23
18,27/08/2010,2023,1,36,31,M,F,23
30,4/11/1977,2023,1,65,63,M,F,23
47,5/4/2001,2023,1,47,42,M,F,23
30,7/3/1985,2023,1,64,62,M,F,23
30,1/2/1985,2023,1,59,59,M,F,23
30,30/05/2007,2023,1,40,43,M,F,23
30,31/08/2002,2023,1,53,49,M,F,23
43,4/7/2005,2023,1,38,40,M,F,23
43,22/09/2000,2023,1,45,40,M,F,23
30,25/08/2000,2023,1,48,48,M,F,23
55,31/12/2017,2023,1,38,48,M,F,23
30,6/12/1999,2023,1,43,44,M,F,23
30,14/02/2002,2023,1,48,49,M,F,23
30,4/9/2001,2023,1,51,49,M,F,23
30,22/12/2019,2023,1,57,58,M,F,23
72,29/12/2004,2023,1,42,35,M,F,23
19,10/4/2000,2023,1,53,50,M,F,23
18,12/4/2007,2023,1,46,35,M,F,23
18,22/08/1972,2023,1,67,,M,F,23
30,20/09/2013,2023,1,42,30,M,F,23
30,24/04/1980,2023,1,64,63,M,F,23
30,15/11/2019,2023,1,36,31,M,F,24
29,7/11/2014,2023,1,35,32,M,F,24
12,19/06/1984,2023,1,58,58,M,F,24
18,1/11/2001,2023,1,47,43,M,F,24
72,3/4/1997,2023,1,54,50,M,F,24
26,16/03/2001,2023,1,41,41,M,F,24
55,18/06/2019,2023,1,61,61,M,F,24
29,12/11/2015,2023,1,30,28,M,F,24
30,27/04/2013,2023,1,42,34,M,F,24
43,10/8/2012,2023,1,34,39,M,F,24
29,9/1/2017,2023,1,27,38,M,F,24
30,23/04/2005,2023,1,44,44,M,F,24
30,3/11/2000,2023,1,53,39,M,F,24
43,10/8/2004,2023,1,38,36,M,F,24
19,20/06/1994,2023,1,70,54,M,F,24
30,2/10/1995,2023,1,48,49,M,F,24
42,6/3/2009,2023,1,43,44,M,F,24
30,7/4/1992,2023,1,62,54,M,F,24
30,12/6/2014,2023,1,39,35,M,F,24
26,17/08/2018,2023,1,28,25,M,F,24
55,23/08/2017,2023,1,31,30,M,F,24
30,9/7/2010,2023,1,69,62,M,F,24
55,19/09/2016,2023,1,25,27,M,F,24
42,27/01/2004,2023,1,43,37,M,F,24
30,9/4/2010,2023,1,40,40,M,F,24
29,12/11/2001,2023,1,48,42,M,F,24
26,13/06/2014,2023,1,30,29,M,F,24
30,28/01/1997,2023,1,47,44,M,F,24
42,8/7/2006,2023,1,39,37,M,F,24
55,18/12/2017,2023,1,34,34,M,F,25
26,18/02/2020,2023,1,45,41,M,F,25
19,26/05/2004,2023,1,44,47,M,F,25
72,6/5/2000,2023,1,45,46,M,F,25
17,13/02/2014,2023,1,30,32,M,F,25
29,14/02/1986,2023,1,54,54,M,F,25
2,14/11/2013,2023,1,29,27,M,F,25
30,29/11/2001,2023,1,48,40,M,F,25
72,17/10/2014,2023,1,36,35,M,F,25
33,3/12/1981,2023,1,64,59,M,F,25
55,24/03/2017,2023,1,29,26,M,F,25
30,28/08/2008,2023,1,40,38,M,F,25
30,27/08/2013,2023,1,43,29,M,F,25
43,14/05/2009,2023,1,39,38,M,F,25
18,25/09/1989,2023,1,54,55,M,F,25
42,17/05/2008,2023,1,40,36,M,F,25
30,18/04/1998,2023,1,55,51,M,F,25
30,23/04/1995,2023,1,48,46,M,F,25
30,7/2/2021,2023,1,30,34,M,F,25
30,9/12/2009,2023,1,43,42,M,F,25
30,8/11/1999,2023,1,44,42,M,F,25
47,29/08/2012,2023,1,40,39,M,F,25
70,17/11/2009,2023,1,44,29,M,F,25
30,26/04/2005,2023,1,38,34,M,F,25
58,27/04/2001,2023,1,53,48,M,F,25
30,6/6/1988,2023,1,58,55,M,F,25
18,19/06/2009,2023,1,59,58,M,F,25
19,16/04/1993,2023,1,48,49,M,F,25
71,3/11/1995,2023,1,52,49,M,F,25
26,19/01/2008,2023,1,35,37,I,I,25
33,16/06/1995,2023,1,43,45,M,F,25
21,12/5/2003,2023,1,44,45,M,F,25
42,17/02/2008,2023,1,34,34,M,F,26
42,30/12/2021,2023,1,26,29,M,F,26
30,8/9/2017,2023,1,50,54,M,F,26
42,28/06/2000,2023,1,48,43,M,F,26
30,22/12/1995,2023,1,52,48,M,F,26
26,15/06/2008,2023,1,45,36,M,F,26
30,13/02/2015,2023,1,38,31,M,F,26
2,20/05/2010,2023,1,39,33,M,F,26
26,9/6/1997,2023,1,49,48,M,F,26
30,29/05/1990,2023,1,65,60,M,F,26
30,8/11/2002,2023,1,45,44,M,F,26
30,9/8/2002,2023,1,53,41,M,F,26
17,31/08/2001,2023,1,67,63,M,F,26
26,6/10/2022,2023,1,57,57,M,F,26
18,10/7/1985,2023,1,64,64,M,F,26
30,17/02/2005,2023,1,39,37,M,F,26
43,19/12/2016,2023,1,38,24,M,F,26
30,28/02/2012,2023,1,40,31,M,F,26
30,25/01/2007,2023,1,35,34,M,F,26
35,17/02/2006,2023,1,39,39,M,F,26
42,19/08/1998,2023,1,45,45,M,F,26
29,9/5/2005,2023,1,41,44,M,F,26
42,9/5/1997,2023,1,46,46,M,F,26
29,30/11/2006,2023,1,40,36,M,F,26
55,29/10/2004,2023,1,42,48,M,F,26
29,27/04/2007,2023,1,36,37,M,F,26
55,10/5/2003,2023,1,50,50,M,F,26
48,9/7/2015,2023,1,52,44,M,F,26
42,26/03/1993,2023,1,58,57,M,F,26
42,21/01/1988,2023,1,60,56,M,F,26
52,9/2/1995,2023,1,56,52,M,F,26
29,5/11/2008,2023,1,35,31,M,F,26
29,16/11/2007,2023,1,47,34,M,F,26
36,18/04/2000,2023,1,46,44,M,F,26
55,22/03/2013,2023,1,51,46,M,F,27
30,5/10/2016,2023,1,64,49,M,F,27
30,12/2/2015,2023,1,43,0,M,F,27
35,17/02/2007,2023,1,42,54,M,F,27
30,5/6/1997,2023,1,50,51,M,F,27
30,26/08/2016,2023,1,36,31,M,F,27
30,19/03/2010,2023,1,37,40,M,F,27
30,12/4/2003,2023,1,46,44,M,F,27
55,28/03/2008,2023,1,37,36,M,F,27
66,24/02/2000,2023,1,42,42,M,F,27
43,14/09/2001,2023,1,43,40,M,F,27
42,20/06/1998,2023,1,55,56,M,F,27
4,13/01/1983,2023,1,63,60,M,F,27
30,14/09/1983,2023,1,65,60,M,F,27
33,3/8/2001,2023,1,43,40,M,F,27
43,11/8/2016,2023,1,40,37,M,F,27
48,17/02/2020,2023,1,44,56,M,F,27
30,26/10/2019,2023,1,35,31,M,F,27
42,22/11/2002,2023,1,53,47,M,F,27
30,20/02/2014,2023,1,33,30,M,F,27
30,25/10/2012,2023,1,40,33,M,F,27
17,3/1/1990,2023,1,55,55,M,F,27
29,12/6/1987,2023,1,62,56,I,F,27
25,27/11/2000,2023,1,42,41,M,F,27
30,3/10/2013,2023,1,52,42,M,F,27
26,23/12/2010,2023,1,34,33,M,F,27
30,24/10/2014,2023,1,36,34,M,F,27
30,9/2/2013,2023,1,39,43,M,F,27
30,28/01/2010,2023,1,35,33,M,F,27
30,28/12/2001,2023,1,50,44,M,F,27
29,2/3/2010,2023,1,38,37,M,F,27
29,16/01/2019,2023,1,68,57,M,F,28
41,28/01/2023,2023,1,40,36,M,F,28
29,29/07/2011,2023,1,35,33,M,F,28
29,25/05/1995,2023,1,56,59,M,F,29
29,21/10/2003,2023,1,52,53,M,F,29
30,27/03/2018,2023,1,34,34,M,F,30
30,8/11/2018,2023,1,42,37,M,F,30
48,10/11/2020,2023,1,64,51,M,F,30
33,2/4/2001,2023,1,52,49,M,F,30
30,17/12/1988,2023,1,61,57,M,F,30
30,2/10/2013,2023,1,40,37,M,F,30
29,14/12/1983,2023,1,65,63,M,F,30
30,22/12/2016,2023,1,44,39,M,F,30
30,22/05/2015,2023,1,39,36,M,F,30
30,29/08/1997,2023,1,48,49,M,F,30
30,22/08/2001,2023,1,47,48,M,F,30
43,19/05/2016,2023,1,29,27,M,F,30
26,21/08/1985,2023,1,57,56,M,F,30
18,20/03/2015,2023,1,35,34,M,F,30
18,13/03/2009,2023,1,49,46,M,F,30
47,7/8/1997,2023,1,70,48,M,F,30
48,10/1/2000,2023,1,41,40,M,F,30
6,25/05/1985,2023,1,64,56,M,F,30
18,25/11/1987,2023,1,54,52,M,F,30
1,13/07/1993,2023,1,50,50,M,F,30
18,3/4/2001,2023,1,49,45,M,F,30
18,10/3/2006,2023,1,38,36,M,F,30
42,14/02/2002,2023,1,47,40,M,F,30
33,5/6/1996,2023,1,51,44,M,F,30
30,12/12/1998,2023,1,46,,M,F,30
43,11/8/2004,2023,1,37,38,M,F,23
26,23/10/1989,2023,1,56,52,M,F,30
30,6/3/1992,2023,1,60,57,M,F,30
58,11/11/2016,2023,1,26,26,M,F,30
41,24/11/1983,2023,1,65,57,M,F,30
29,10/2/2001,2023,1,42,42,M,F,30
29,17/04/2015,2023,1,36,32,I,I,30
29,9/3/1993,2023,1,48,45,M,F,30
29,2/3/2011,2023,1,32,,I,I,30
47,3/4/2019,2023,1,42,35,M,F,31
30,17/01/1987,2023,1,59,60,M,F,31
30,24/07/2019,2023,1,41,39,M,F,31
30,20/07/2001,2023,1,46,36,M,F,31
30,17/05/2011,2023,1,36,32,M,F,31
55,23/11/2017,2023,1,35,30,M,F,31
30,30/05/2002,2023,1,44,41,M,F,31
30,8/4/2013,2023,1,36,45,M,F,31
30,23/11/2006,2023,1,50,42,M,F,31
30,1/11/2014,2023,1,40,45,M,F,31
18,4/12/2006,2023,1,36,35,M,F,31
25,17/04/1998,2023,1,47,47,M,F,31
55,1/6/2009,2023,1,33,34,M,F,31
25,4/4/2012,2023,1,31,33,M,F,31
30,30/03/1974,2023,1,72,67,M,F,31
4,5/11/2014,2023,1,34,34,M,F,31
35,22/06/1981,2023,1,62,58,M,F,31
30,16/03/2019,2023,1,39,35,M,F,31
18,8/2/2017,2023,1,62,38,M,F,31
18,3/8/2015,2023,1,37,28,M,F,31
30,5/12/2008,2023,1,40,40,M,F,31
29,9/6/1995,2023,1,57,56,M,F,31
33,30/05/1997,2023,2,44,44,M,F,1
30,18/02/2020,2023,2,56,31,M,F,1
51,4/4/1992,2023,2,58,50,M,F,1
43,11/4/2003,2023,2,38,38,M,F,1
43,3/11/2004,2023,2,43,41,M,F,1
19,19/02/2016,2023,2,27,27,M,F,1
43,24/10/2000,2023,2,51,42,M,F,1
55,29/08/1990,2023,2,55,48,M,F,1
18,12/6/1992,2023,2,52,52,M,F,1
17,3/6/2004,2023,2,46,41,F,F,1
55,4/5/1994,2023,2,55,49,M,F,1
47,18/07/2003,2023,2,43,47,M,F,1
43,21/03/2014,2023,2,31,30,M,F,1
18,8/11/2012,2023,2,38,32,M,F,1
17,20/08/2002,2023,2,49,49,M,F,1
25,9/9/1994,2023,2,56,46,M,F,1
18,10/3/2000,2023,2,53,52,M,F,1
30,10/5/2001,2023,2,47,46,M,F,1
72,22/12/1995,2023,2,51,44,M,F,2
18,8/8/2008,2023,2,47,46,M,F,2
29,2/6/1989,2023,2,56,56,I,I,2
18,16/08/2019,2023,2,51,40,M,F,2
