municipio,fecha_matrimonio,anio_registro,mes_registro,edad_div1,edad_div2,sexo_div1,sexo_div2,dia_registro
55,30/03/2006,2023,3,41,43,M,F,22
42,22/03/1996,2023,3,56,52,M,F,22
48,8/2/2019,2023,3,35,25,M,F,22
29,27/09/1999,2023,3,50,48,M,F,22
30,29/01/2020,2023,3,34,30,M,F,23
55,17/05/2017,2023,3,31,33,M,F,23
18,26/10/2011,2023,3,32,29,M,F,23
2,15/05/2018,2023,3,34,30,M,F,23
25,25/11/1975,2023,3,76,64,M,F,23
30,26/02/2020,2023,3,52,52,M,F,23
18,18/03/2017,2023,3,40,35,M,F,23
43,10/3/2017,2023,3,27,24,M,F,23
2,13/05/2014,2023,3,39,32,M,F,23
12,9/3/1990,2023,3,63,59,M,F,23
55,14/03/2017,2023,3,57,49,M,F,23
55,17/09/2001,2023,3,47,44,M,F,23
30,14/08/2019,2023,3,32,30,M,F,23
26,20/08/2005,2023,3,38,37,M,F,23
48,7/11/2018,2023,3,44,37,M,F,23
30,3/5/2012,2023,3,43,30,M,F,23
55,25/06/2009,2023,3,36,35,M,F,23
26,3/3/2014,2023,3,27,27,M,F,23
30,18/02/1986,2023,3,59,62,M,F,23
55,22/04/2010,2023,3,54,37,M,F,23
36,29/10/2018,2023,3,29,25,M,F,23
29,17/05/2008,2023,3,35,34,M,F,23
48,27/02/1999,2023,3,47,47,M,F,24
30,28/06/2012,2023,3,36,36,M,F,24
30,14/08/1984,2023,3,61,60,M,F,24
2,1/4/1992,2023,3,56,58,M,F,24
30,8/4/1992,2023,3,60,56,M,F,24
30,1/2/2013,2023,3,49,51,M,F,24
30,15/02/2012,2023,3,47,46,M,F,24
30,30/10/1998,2023,3,47,53,M,F,24
30,19/05/2004,2023,3,38,38,M,F,24
30,24/06/1994,2023,3,60,53,M,F,24
30,14/10/1994,2023,3,71,60,M,F,24
66,24/09/2001,2023,3,43,43,M,F,24
55,15/05/2012,2023,3,33,33,M,F,24
30,30/03/2004,2023,3,37,44,M,F,24
48,12/3/2014,2023,3,32,32,M,F,24
30,18/10/1995,2023,3,48,48,M,F,24
35,1/10/2010,2023,3,44,36,M,F,24
2,14/11/2006,2023,3,43,37,M,F,24
14,13/10/2006,2023,3,40,43,M,F,24
55,15/07/2016,2023,3,38,31,M,F,24
30,12/11/2015,2023,3,36,38,M,F,24
30,25/11/2004,2023,3,37,36,M,F,24
27,26/07/2003,2023,3,61,45,M,F,24
26,15/03/2017,2023,3,33,23,M,F,24
18,16/02/1994,2023,3,55,53,M,F,24
30,30/08/2008,2023,3,40,37,M,F,24
18,5/8/2009,2023,3,34,34,M,F,24
30,27/11/2018,2023,3,41,42,M,F,24
48,9/11/2013,2023,3,37,37,M,F,24
30,,2023,3,63,59,M,F,24
42,23/09/2013,2023,3,28,28,M,F,24
30,19/03/1996,2023,3,53,44,M,F,24
16,27/12/2002,2023,3,49,49,M,F,24
29,14/07/2008,2023,3,41,38,M,F,24
46,1/9/2007,2023,3,47,47,M,F,24
29,26/11/2019,2023,3,26,26,M,F,27
48,12/9/1991,2023,3,62,55,M,F,27
43,22/05/2009,2023,3,62,50,M,F,27
55,23/05/1991,2023,3,52,52,M,F,27
48,4/7/2005,2023,3,46,40,M,F,27
43,2/5/2016,2023,3,27,29,M,F,27
29,1/3/1995,2023,3,51,48,M,F,27
43,2/12/2008,2023,3,41,45,M,F,27
30,13/07/2000,2023,3,46,42,M,F,27
18,14/05/2009,2023,3,35,32,M,F,27
55,27/11/2017,2023,3,0,44,M,M,27
30,27/05/1998,2023,3,51,56,M,F,27
18,3/2/1997,2023,3,54,55,M,F,27
18,30/01/2009,2023,3,48,38,M,F,27
17,23/05/2001,2023,3,49,45,M,F,27
30,29/11/2006,2023,3,42,42,M,F,27
18,21/02/2012,2023,3,29,28,M,F,27
30,28/05/2009,2023,3,42,44,M,F,27
43,6/12/2019,2023,3,31,53,M,F,27
30,29/12/1988,2023,3,60,59,M,F,27
41,17/03/1994,2023,3,50,50,M,F,27
29,14/12/1989,2023,3,0,52,M,F,27
25,19/10/2010,2023,3,44,39,M,F,27
71,17/10/2013,2023,3,34,33,M,F,27
29,6/8/2021,2023,3,22,20,M,F,27
35,31/05/2021,2023,3,48,51,M,F,27
35,22/03/2012,2023,3,37,44,M,F,27
33,7/3/1993,2023,3,51,53,M,F,28
30,10/12/2007,2023,3,40,39,M,F,28
2,26/04/1985,2023,3,58,56,M,F,28
42,28/01/1983,2023,3,62,59,M,F,28
30,14/07/2000,2023,3,44,49,M,F,28
55,2/4/2018,2023,3,58,46,M,F,28
18,19/03/2021,2023,3,63,62,M,F,28
48,12/12/2002,2023,3,55,51,M,F,28
18,6/1/1989,2023,3,58,56,M,F,28
18,15/06/1994,2023,3,51,46,M,F,28
55,21/04/2001,2023,3,44,46,M,F,28
48,18/09/2015,2023,3,33,29,M,F,28
43,7/9/2010,2023,3,39,29,M,F,28
42,16/02/1970,2023,3,79,71,M,F,28
43,16/06/2011,2023,3,39,40,M,F,28
55,16/10/2020,2023,3,25,24,M,F,28
55,4/6/2012,2023,3,32,27,M,F,28
18,16/03/2005,2023,3,41,42,M,F,28
30,26/05/1990,2023,3,61,49,M,F,28
12,28/06/1996,2023,3,50,49,M,F,28
2,13/11/2014,2023,3,36,32,M,F,28
48,25/11/2010,2023,3,46,49,M,F,28
57,17/06/2009,2023,3,42,28,M,F,28
18,30/03/2010,2023,3,50,35,M,F,28
18,21/07/2011,2023,3,31,28,M,F,28
25,7/6/2013,2023,3,48,48,M,F,28
18,13/03/2015,2023,3,41,37,M,F,28
30,8/8/2002,2023,3,,,M,F,28
18,12/7/1991,2023,3,52,51,M,F,28
43,16/12/2009,2023,3,51,50,M,F,28
55,7/7/1995,2023,3,52,50,M,F,28
18,11/12/2014,2023,3,36,30,M,F,28
27,11/3/1999,2023,3,52,56,M,F,28
30,16/10/1984,2023,3,56,57,M,F,28
58,24/11/2005,2023,3,40,40,M,F,28
21,21/09/2018,2023,3,68,48,M,F,28
30,23/07/2009,2023,3,33,35,M,F,29
30,12/9/2013,2023,3,29,25,M,F,29
42,14/12/2001,2023,3,42,51,M,F,29
30,10/3/2016,2023,3,38,47,M,F,29
30,13/09/2016,2023,3,29,26,M,F,29
55,4/3/2011,2023,3,43,47,M,F,29
66,26/01/2018,2023,3,34,34,M,F,29
17,10/12/2010,2023,3,36,37,M,F,29
18,26/06/1990,2023,3,57,53,M,F,29
72,29/12/1974,2023,3,68,68,M,F,29
55,11/5/2018,2023,3,35,33,M,F,29
29,6/12/1990,2023,3,53,50,M,F,29
18,11/1/2002,2023,3,53,42,M,F,29
2,2/5/1989,2023,3,58,53,M,F,29
29,23/01/2001,2023,3,47,42,M,F,29
18,4/5/1999,2023,3,45,46,M,F,29
2,15/06/1995,2023,3,45,45,M,F,29
55,12/4/2017,2023,3,,25,M,F,29
12,18/05/1992,2023,3,57,54,M,F,29
30,11/9/2009,2023,3,34,34,M,F,29
2,9/2/2010,2023,3,36,32,M,F,29
18,16/12/2010,2023,3,37,37,M,F,29
42,30/04/1988,2023,3,59,63,M,F,29
33,31/01/1996,2023,3,50,48,M,F,29
18,8/3/2006,2023,3,41,41,M,F,29
55,24/03/2009,2023,3,60,39,M,F,29
42,23/04/1998,2023,3,44,46,M,F,29
42,1/12/1986,2023,3,62,56,M,F,29
33,14/06/1995,2023,3,52,47,M,F,29
3,17/03/2012,2023,3,29,28,M,F,30
30,21/09/2018,2023,3,28,19,M,F,30
30,14/01/2022,2023,3,61,25,M,F,30
30,13/02/2013,2023,3,36,31,M,F,30
30,10/10/2018,2023,3,28,29,M,F,30
47,14/03/2022,2023,3,22,26,M,F,30
30,11/2/2013,2023,3,41,41,M,F,30
25,18/05/2012,2023,3,39,31,M,F,30
30,10/3/1999,2023,3,62,45,M,F,30
30,20/03/2015,2023,3,31,28,M,F,30
30,12/2/2014,2023,3,37,36,M,F,30
30,8/3/2019,2023,3,30,30,M,F,30
30,18/03/2009,2023,3,63,57,M,F,30
30,16/05/2015,2023,3,36,34,M,F,30
30,24/08/2005,2023,3,41,38,M,F,30
18,11/10/1996,2023,3,47,47,M,F,30
30,26/10/2018,2023,3,30,28,M,F,30
30,20/03/1987,2023,3,60,56,M,F,30
58,13/03/1984,2023,3,59,55,M,F,30
29,18/05/2019,2023,3,50,32,M,F,30
29,22/09/1986,2023,3,57,55,M,F,30
30,11/4/2003,2023,3,38,36,M,F,31
70,3/11/2006,2023,3,34,34,M,F,31
42,25/04/2022,2023,3,23,24,M,F,31
30,13/07/2009,2023,3,37,38,M,F,31
66,26/06/2001,2023,3,43,39,M,F,31
30,30/08/1973,2023,3,67,66,M,F,31
30,5/9/2012,2023,3,57,51,M,F,31
33,14/11/1984,2023,3,59,59,M,F,31
30,7/5/1990,2023,3,62,55,M,F,31
42,20/04/1998,2023,3,43,42,M,F,31
42,27/12/2021,2023,3,40,32,M,F,31
30,17/06/2005,2023,4,43,36,M,F,1
69,10/11/2000,2023,4,51,66,M,F,2
30,21/12/2002,2023,4,44,49,M,F,2
43,18/11/2015,2023,4,37,32,M,F,3
42,28/08/1991,2023,4,53,54,M,F,3
19,19/05/2014,2023,4,38,49,M,F,3
26,13/09/1991,2023,4,66,63,M,F,3
43,9/6/2008,2023,4,44,40,M,F,3
55,14/07/2000,2023,4,41,38,M,F,3
25,9/1/2006,2023,4,41,37,M,F,3
19,18/12/2020,2023,4,46,47,M,F,3
17,8/10/1999,2023,4,48,48,M,F,3
42,14/06/2013,2023,4,33,26,M,F,3
55,5/3/2021,2023,4,45,52,M,F,3
43,15/05/1994,2023,4,48,48,M,F,3
17,26/08/2011,2023,4,33,29,M,F,3
42,,2023,4,60,61,M,F,3
25,7/11/1998,2023,4,47,48,M,F,3
33,3/9/2007,2023,4,46,33,M,F,3
55,10/2/2015,2023,4,27,26,M,F,3
71,25/08/1995,2023,4,52,49,M,F,3
42,8/12/1995,2023,4,67,47,M,F,3
40,2/12/1997,2023,4,48,45,M,F,3
58,1/8/2016,2023,4,37,40,M,F,4
29,19/08/2011,2023,4,33,34,M,F,4
29,11/2/2003,2023,4,41,43,M,F,4
43,6/11/2000,2023,4,43,41,M,F,4
25,28/02/1996,2023,4,51,50,M,F,4
29,29/03/2012,2023,4,32,32,M,F,4
18,28/11/2014,2023,4,38,32,M,F,4
43,8/6/1988,2023,4,56,55,M,F,4
55,2/10/2015,2023,4,32,31,M,F,4
18,26/03/2019,2023,4,33,29,M,F,4
29,17/02/2006,2023,4,51,39,M,F,4
19,12/4/2016,2023,4,27,28,M,F,4
42,15/01/1997,2023,4,51,51,M,F,4
70,22/04/1994,2023,4,47,44,M,F,4
42,30/05/2003,2023,4,38,41,M,F,4
43,22/06/2018,2023,4,23,21,M,F,4
29,10/7/2006,2023,4,40,36,M,F,4
55,11/5/2018,2023,4,47,40,M,F,4
55,21/08/1999,2023,4,48,45,M,F,4
42,27/12/2014,2023,4,35,34,M,F,4
17,29/10/2012,2023,4,39,34,M,F,4
29,3/10/1987,2023,4,53,55,M,F,4
25,4/7/1984,2023,4,58,56,M,F,4
55,25/11/1992,2023,4,57,57,M,F,4
26,13/09/1991,2023,4,55,53,M,F,4
17,20/10/1989,2023,4,63,61,M,F,4
26,3/4/2013,2023,4,33,34,M,F,4
33,21/04/2017,2023,4,47,47,M,F,4
42,27/01/2007,2023,4,39,38,M,F,4
43,6/6/2007,2023,4,42,43,M,F,5
42,4/7/2008,2023,4,32,31,M,F,5
47,21/11/2008,2023,4,45,35,M,F,5
42,20/12/2011,2023,4,44,43,M,F,5
17,11/2/2003,2023,4,48,39,M,F,5
49,5/4/1996,2023,4,48,44,M,F,5
27,1/12/1997,2023,4,51,50,M,F,5
66,10/11/2017,2023,4,30,28,M,F,5
55,2/5/2005,2023,4,47,43,M,F,5
42,14/02/1992,2023,4,59,52,M,F,5
30,10/7/1998,2023,4,53,55,M,F,5
42,8/12/2021,2023,4,27,19,M,F,5
55,1/10/2003,2023,4,48,,M,F,5
42,27/12/2020,2023,4,25,25,M,F,6
29,22/05/2002,2023,4,61,61,M,F,8
41,13/07/2004,2023,4,64,39,M,F,10
29,19/03/2003,2023,4,48,50,M,F,10
30,9/7/1997,2023,4,51,53,M,F,10
66,26/04/2019,2023,4,30,24,M,F,10
55,27/10/2005,2023,4,,,M,F,10
55,27/10/2005,2023,4,60,48,M,F,10
29,7/10/2011,2023,4,42,40,M,F,10
43,26/04/1999,2023,4,46,44,M,F,10
57,10/6/2005,2023,4,60,51,M,F,10
25,11/7/2014,2023,4,32,32,M,F,10
25,20/08/1999,2023,4,51,48,M,F,10
18,11/2/2015,2023,4,38,33,M,F,10
19,27/02/2004,2023,4,42,42,M,F,10
18,7/3/2011,2023,4,33,31,M,F,10
17,26/05/2011,2023,4,38,34,M,F,10
18,31/07/2010,2023,4,37,36,M,F,10
18,9/1/1998,2023,4,57,52,M,F,10
55,24/04/2009,2023,4,35,33,M,F,10
29,20/01/2003,2023,4,41,39,I,I,10
18,13/05/2005,2023,4,43,43,M,F,10
18,10/12/2007,2023,4,34,37,M,F,10
18,4/2/2004,2023,4,41,38,M,F,10
26,16/06/2000,2023,4,52,54,M,F,10
29,15/09/1982,2023,4,64,62,M,F,10
17,7/5/2002,2023,4,44,42,M,F,10
18,24/10/1986,2023,4,60,61,M,F,10
19,26/08/2000,2023,4,56,44,M,F,10
33,11/7/1992,2023,4,52,49,M,F,10
48,12/8/2010,2023,4,54,38,M,F,10
71,21/04/1997,2023,4,47,43,M,F,10
18,2/12/2013,2023,4,34,24,M,F,11
30,4/3/2016,2023,4,36,37,M,F,11
18,17/12/2002,2023,4,44,41,M,F,11
18,11/2/1994,2023,4,58,55,M,F,11
18,14/10/1996,2023,4,48,45,M,F,11
48,14/12/2012,2023,4,34,28,M,F,11
18,27/12/2001,2023,4,41,41,M,F,11
18,14/10/2005,2023,4,46,41,M,F,11
55,27/03/2006,2023,4,48,0,M,F,11
48,1/10/2019,2023,4,38,22,M,F,11
18,29/08/2000,2023,4,48,43,M,F,11
18,8/3/2006,2023,4,37,38,M,F,11
18,23/03/1983,2023,4,63,59,M,F,11
26,3/8/2016,2023,4,44,47,M,F,11
48,11/5/2011,2023,4,45,41,M,F,11
18,4/10/2014,2023,4,49,43,M,F,11
55,2/4/1993,2023,4,52,48,M,F,11
55,17/02/2021,2023,4,39,31,M,F,11
18,1/3/2019,2023,4,34,31,M,F,11
48,7/4/2015,2023,4,33,32,M,F,11
55,20/12/2016,2023,4,28,22,M,F,11
29,31/12/1966,2023,4,76,76,M,F,11
26,6/12/2011,2023,4,30,29,M,F,11
42,16/11/2017,2023,4,38,37,M,F,11
18,16/10/2008,2023,4,40,40,M,F,11
30,2/7/2021,2023,4,43,44,M,F,11
33,3/11/2011,2023,4,53,29,M,F,11
48,22/06/1991,2023,4,60,61,M,F,11
29,12/2/2003,2023,4,46,42,M,F,11
18,19/08/2003,2023,4,38,37,M,F,11
17,31/03/2008,2023,4,43,45,M,F,11
29,12/8/1996,2023,4,48,50,M,F,11
18,16/05/2014,2023,4,31,32,M,F,11
18,19/02/2016,2023,4,48,43,M,F,11
29,22/01/2018,2023,4,25,24,M,F,11
33,3/7/2018,2023,4,24,53,M,F,11
48,6/12/2013,2023,4,34,32,M,F,11
18,19/01/1999,2023,4,42,39,M,F,11
71,21/12/1974,2023,4,70,68,M,F,11
71,12/7/2017,2023,4,29,23,M,F,11
29,20/03/2003,2023,4,45,49,M,F,11
18,9/5/2012,2023,4,36,32,M,F,12
18,22/07/2019,2023,4,29,25,M,F,12
29,17/08/2012,2023,4,32,27,M,F,12
30,7/2/1996,2023,4,48,45,M,F,12
47,4/4/2014,2023,4,29,28,M,F,12
17,10/10/2018,2023,4,40,34,M,F,12
43,10/7/2004,2023,4,42,42,M,F,12
55,6/12/2019,2023,4,61,51,M,F,12
55,3/7/2014,2023,4,33,30,M,F,12
30,26/02/2016,2023,4,27,27,M,F,12
18,26/02/2016,2023,4,36,27,M,F,12
43,13/02/2014,2023,4,36,26,M,F,12
17,30/09/2013,2023,4,32,30,M,F,12
47,8/1/2015,2023,4,53,28,M,F,12
30,30/11/2019,2023,4,37,27,M,F,12
29,25/06/2002,2023,4,58,54,M,F,12
29,3/9/2013,2023,4,32,27,M,F,12
18,15/07/2016,2023,4,41,36,M,F,12
55,9/12/2004,2023,4,41,40,M,F,12
48,31/08/1996,2023,4,48,45,M,F,12
17,12/12/2003,2023,4,39,39,M,F,12
29,19/12/2012,2023,4,35,34,M,F,12
29,21/08/2000,2023,4,42,45,M,F,12
30,11/6/1990,2023,4,52,49,M,F,12
18,8/2/2001,2023,4,47,46,M,F,12
29,24/04/2009,2023,4,39,38,M,F,12
18,25/08/1983,2023,4,61,56,M,F,13
43,26/02/1999,2023,4,44,47,M,F,13
18,3/5/1975,2023,4,69,63,M,F,13
30,7/10/2016,2023,4,37,34,M,F,13
43,26/06/2001,2023,4,40,39,M,F,13
30,17/02/2020,2023,4,37,42,M,F,13
43,11/11/1998,2023,4,47,45,M,F,13
43,20/02/2004,2023,4,44,42,M,F,13
41,5/12/1997,2023,4,59,56,M,F,13
21,21/12/2012,2023,4,32,28,M,F,13
17,25/12/1944,2023,4,,,M,F,13
30,2/4/2009,2023,4,46,46,M,F,13
18,5/4/2013,2023,4,37,37,M,F,13
29,10/6/2005,2023,4,51,44,M,F,13
25,1/8/1997,2023,4,54,45,M,F,13
66,25/02/1998,2023,4,47,47,M,F,14
2,21/09/1989,2023,4,59,50,M,F,14
55,13/05/1996,2023,4,50,46,M,F,14
17,22/12/1988,2023,4,61,59,M,F,14
18,24/12/2009,2023,4,47,36,M,F,14
66,15/04/1999,2023,4,43,44,M,F,14
19,4/5/2012,2023,4,31,27,M,F,14
43,11/9/1976,2023,4,70,67,M,F,14
48,13/09/2019,2023,4,33,35,M,F,14
30,15/01/2016,2023,4,42,35,M,F,14
18,12/12/2003,2023,4,44,40,M,F,14
55,15/04/2011,2023,4,50,55,M,F,14
42,2/2/2009,2023,4,44,35,M,F,14
37,21/03/2015,2023,4,32,26,M,F,14
55,18/11/2011,2023,4,33,28,M,F,14
41,13/02/2015,2023,4,36,32,M,F,14
43,8/5/2009,2023,4,42,40,M,F,14
30,6/8/2007,2023,4,41,34,M,F,14
29,21/06/1996,2023,4,50,48,M,F,14
41,22/09/2003,2023,4,40,38,M,F,14
66,2/1/2022,2023,4,28,30,M,F,14
29,10/7/1985,2023,4,60,60,M,F,14
25,6/4/1988,2023,4,57,55,M,F,14
26,19/10/1990,2023,4,44,53,M,F,14
59,15/10/2007,2023,4,41,47,M,F,14
30,16/07/1987,2023,4,57,58,M,F,14
30,14/10/2011,2023,4,39,38,M,F,14
55,23/12/2013,2023,4,27,29,M,F,14
26,27/06/2006,2023,4,37,34,M,F,14
30,3/9/1987,2023,4,55,53,M,F,17
30,8/8/2007,2023,4,46,44,M,F,17
30,20/10/2006,2023,4,44,43,M,F,17
30,4/4/2009,2023,4,44,39,M,F,17
30,27/05/1982,2023,4,62,69,M,F,17
30,31/01/1987,2023,4,55,54,M,F,17
29,18/08/1986,2023,4,60,52,M,F,17
30,3/6/2004,2023,4,45,43,M,F,17
29,7/3/1995,2023,4,62,56,M,F,17
55,31/05/2021,2023,4,22,20,M,F,17
29,28/02/1991,2023,4,54,64,M,F,17
30,11/10/2018,2023,4,38,32,M,F,17
18,17/06/2010,2023,4,34,32,M,F,17
43,27/11/1998,2023,4,46,48,F,F,17
48,17/02/2000,2023,4,54,55,M,F,17
30,19/08/1991,2023,4,61,57,M,F,17
30,24/09/2015,2023,4,36,34,M,F,17
30,18/10/2007,2023,4,37,44,M,F,17
30,27/04/1996,2023,4,54,57,M,F,17
25,18/10/2019,2023,4,26,26,M,F,17
43,9/7/2021,2023,4,53,33,M,F,17
30,20/05/2005,2023,4,45,49,M,F,17
41,12/8/1998,2023,4,45,45,M,F,17
71,5/1/2004,2023,4,39,39,M,F,17
55,15/12/2003,2023,4,41,42,M,F,18
18,19/05/1972,2023,4,70,69,M,F,18
55,21/10/2021,2023,4,64,51,M,F,18
55,13/05/2011,2023,4,32,29,M,F,18
55,25/01/2008,2023,4,49,37,M,F,18
18,13/08/1998,2023,4,54,41,M,F,18
2,26/05/2010,2023,4,34,36,M,F,18
26,3/11/2000,2023,4,44,42,M,F,18
43,24/08/2006,2023,4,50,45,M,F,18
42,2/9/2005,2023,4,41,36,M,F,18
42,25/02/2017,2023,4,41,42,M,F,18
27,3/7/2012,2023,4,44,48,M,F,18
18,2/7/1982,2023,4,61,56,M,F,18
55,17/08/2018,2023,4,32,31,M,F,18
26,12/3/2014,2023,4,32,28,M,F,18
18,10/10/1984,2023,4,63,63,M,F,18
5,7/2/1948,2023,4,,,M,F,18
42,20/08/2011,2023,4,38,28,M,F,18
30,25/03/2004,2023,4,48,48,M,F,18
55,2/9/2013,2023,4,38,42,M,F,18
21,6/4/2001,2023,4,43,44,M,F,18
30,1/2/2008,2023,4,40,37,M,F,19
55,4/4/2003,2023,4,44,39,M,F,19
25,1/9/2006,2023,4,44,41,M,F,19
47,4/11/2016,2023,4,28,32,M,F,19
19,27/12/2014,2023,4,29,26,M,F,19
56,24/02/2001,2023,4,42,38,M,F,19
42,16/08/1977,2023,4,44,45,M,F,19
30,5/6/2006,2023,4,41,37,M,F,19
55,14/01/2011,2023,4,34,31,M,F,19
2,7/1/1984,2023,4,55,54,M,F,19
56,14/02/2014,2023,4,38,35,M,F,19
42,15/12/2020,2023,4,28,28,M,F,19
55,20/12/2011,2023,4,47,36,M,F,19
29,30/12/1983,2023,4,68,66,M,F,19
3,18/10/1984,2023,4,57,53,M,F,19
23,6/5/1993,2023,4,51,52,M,F,19
55,28/02/2010,2023,4,36,33,M,F,19
55,14/05/2015,2023,4,29,27,M,F,19
55,16/05/2014,2023,4,47,45,M,F,19
42,13/03/1986,2023,4,61,58,M,F,19
55,30/07/2020,2023,4,24,25,M,F,19
55,21/06/2019,2023,4,37,38,M,F,19
55,7/4/2021,2023,4,24,22,M,F,19
55,27/12/2010,2023,4,32,30,M,F,19
18,8/11/2014,2023,4,33,34,M,F,19
30,16/10/2000,2023,4,47,47,M,F,19
18,28/02/2015,2023,4,29,33,M,F,19
18,11/3/2014,2023,4,53,40,M,F,19
30,16/06/2011,2023,4,33,34,M,F,19
4,14/02/2013,2023,4,39,44,M,F,20
18,16/11/1999,2023,4,52,45,M,F,20
18,17/01/2006,2023,4,45,42,M,F,20
18,17/03/2017,2023,4,37,38,M,F,20
43,22/06/2004,2023,4,41,38,M,F,20
43,30/06/1993,2023,4,55,54,M,F,20
55,29/04/2005,2023,4,37,36,M,F,20
18,6/10/2005,2023,4,35,34,M,F,20
18,14/02/2013,2023,4,40,38,M,F,20
18,4/3/2006,2023,4,37,34,M,F,20
18,1/6/2006,2023,4,57,50,M,F,20
43,11/3/2000,2023,4,41,37,M,F,20
12,5/3/2001,2023,4,53,42,M,F,20
2,24/08/1999,2023,4,47,45,M,F,20
19,12/12/2019,2023,4,30,22,M,F,20
18,6/9/1984,2023,4,60,62,M,F,20
29,13/07/1990,2023,4,53,52,M,F,20
30,20/03/2000,2023,4,48,42,M,F,20
30,6/5/2011,2023,4,35,33,M,F,20
30,20/12/2013,2023,4,36,36,M,F,20
29,1/2/1964,2023,4,82,76,M,F,20
30,10/7/2009,2023,4,37,36,M,F,20
2,,2023,4,30,24,M,F,20
30,9/4/2010,2023,4,50,59,M,F,20
55,19/11/2015,2023,4,30,26,M,F,20
18,20/12/2012,2023,4,62,60,M,F,20
29,13/09/2019,2023,4,46,45,M,F,20
30,5/11/2004,2023,4,43,44,M,F,20
18,6/7/2001,2023,4,47,43,M,F,20
30,2/8/2012,2023,4,33,29,M,F,20
30,14/02/2000,2023,4,46,46,M,F,20
30,29/05/2008,2023,4,37,42,M,F,20
26,3/9/1997,2023,4,43,,M,F,20
26,11/2/1983,2023,4,58,59,M,F,20
55,19/02/1999,2023,4,49,50,M,F,21
4,6/10/2004,2023,4,52,50,M,F,21
66,4/4/1998,2023,4,44,48,M,F,21
55,13/05/1999,2023,4,58,50,M,F,21
58,27/06/2014,2023,4,35,26,M,F,21
29,12/3/2021,2023,4,34,32,M,F,21
30,11/12/2019,2023,4,30,28,M,F,21
42,5/9/1996,2023,4,48,47,M,F,21
70,26/07/2007,2023,4,43,47,M,F,21
5,12/10/2012,2023,4,54,41,M,F,21
42,27/02/2012,2023,4,40,44,M,F,21
33,11/1/2007,2023,4,37,33,M,F,21
15,6/12/1996,2023,4,56,47,M,F,21
47,11/12/1998,2023,4,57,54,M,F,21
43,11/11/2021,2023,4,31,29,M,F,21
18,7/3/1994,2023,4,45,46,M,F,21
29,30/03/1975,2023,4,67,66,M,F,21
30,31/03/2006,2023,4,43,43,M,F,21
43,2/4/1998,2023,4,52,43,M,F,21
3,9/4/1987,2023,4,55,57,M,F,21
33,21/10/2011,2023,4,39,37,M,F,21
29,22/09/1989,2023,4,54,54,M,F,21
30,,2023,4,54,54,M,F,21
16,13/02/1998,2023,4,52,48,M,F,21
16,18/06/2011,2023,4,35,35,M,F,21
29,30/10/2004,2023,4,46,44,M,F,21
29,2/3/2021,2023,4,25,26,M,F,21
21,24/08/2012,2023,4,34,31,M,F,22
30,,2023,4,44,39,M,F,22
30,,2023,4,64,65,M,F,22
43,14/02/2006,2023,4,38,38,M,F,24
48,3/10/2009,2023,4,44,40,M,F,24
56,6/12/1997,2023,4,44,48,M,F,24
42,8/7/1993,2023,4,60,49,M,F,24
47,1/7/2014,2023,4,32,24,M,F,24
42,2/3/1998,2023,4,54,50,M,F,24
26,15/01/2011,2023,4,38,37,M,F,24
55,26/08/1992,2023,4,50,46,M,F,24
48,12/2/2014,2023,4,59,43,M,F,24
47,26/04/1980,2023,4,62,64,M,F,24
47,7/8/2020,2023,4,25,26,M,F,24
26,15/12/2010,2023,4,36,34,M,F,24
21,23/05/2011,2023,4,42,58,M,F,24
19,31/08/2013,2023,4,32,26,M,F,24
17,1/2/1991,2023,4,51,52,M,F,24
40,17/07/2010,2023,4,49,37,M,F,24
29,26/04/1999,2023,4,44,41,M,F,24
42,27/10/2012,2023,4,34,34,M,F,25
18,11/2/1998,2023,4,47,47,M,F,25
17,14/07/2009,2023,4,44,42,M,F,25
55,17/08/1998,2023,4,49,44,M,F,25
30,7/12/2007,2023,4,35,34,M,F,25
43,17/02/2016,2023,4,54,54,M,F,25
18,2/7/2021,2023,4,28,25,M,F,25
18,20/03/1977,2023,4,69,67,M,F,25
18,12/7/1983,2023,4,61,55,M,F,25
17,27/08/2010,2023,4,33,31,M,F,25
30,4/10/1997,2023,4,50,49,M,F,25
30,18/07/2001,2023,4,41,40,M,F,25
55,25/10/2017,2023,4,28,38,M,F,25
30,6/4/2018,2023,4,40,36,F,F,25
14,6/12/2002,2023,4,44,43,M,F,25
29,6/2/1985,2023,4,56,54,M,F,25
30,15/04/2008,2023,4,45,43,M,F,25
30,9/10/2020,2023,4,24,22,M,F,25
30,18/11/2014,2023,4,38,34,M,F,25
42,3/6/2016,2023,4,53,42,M,F,25
18,18/10/2010,2023,4,41,34,M,F,25
30,19/09/2012,2023,4,44,45,M,F,25
30,2/6/2000,2023,4,46,45,M,F,25
70,21/12/1996,2023,4,50,49,M,F,25
30,18/05/2000,2023,4,50,45,M,F,25
43,19/03/2005,2023,4,37,36,M,F,25
30,3/10/1995,2023,4,46,46,M,F,25
30,23/04/2014,2023,4,37,35,M,F,25
43,6/3/2015,2023,4,53,40,M,F,25
17,10/10/1990,2023,4,53,54,M,F,25
55,16/10/1981,2023,4,67,63,M,F,25
29,3/12/1988,2023,4,53,53,M,F,26
30,7/5/1985,2023,4,62,67,M,F,26
30,20/01/2005,2023,4,69,66,M,F,26
