municipio,fecha_matrimonio,año_registro,mes_registro,edad_div1,edad_div2,sexo_div1,sexo_div2,dia_registro
55,31/08/1996,2019,11,45,41,M,F,6
30,20/05/1997,2019,1,47,45,M,F,29
29,13/07/1995,2019,11,52,46,M,F,7
30,20/11/1998,2019,8,54,46,M,F,14
29,23/01/2015,2019,1,36,25,M,F,8
18,28/10/2016,2019,4,43,41,M,F,24
30,04/08/2009,2019,4,37,40,M,F,30
30,17/08/2015,2019,6,29,23,M,F,6
2,23/04/2009,2019,11,77,57,M,F,8
42,26/10/2016,2019,6,25,23,M,F,19
30,21/04/2008,2019,6,45,37,M,F,24
29,27/01/2012,2019,10,35,29,M,F,3
30,06/12/2010,2019,6,33,29,M,F,19
18,28/04/2000,2019,8,,,M,F,28
23,04/07/2014,2019,8,41,38,M,F,12
41,26/11/1990,2019,7,48,48,M,F,16
42,04/03/2013,2019,8,29,24,M,F,23
18,02/01/1987,2019,2,60,50,M,F,27
12,21/08/2010,2019,8,32,49,M,F,28
48,09/12/2016,2019,8,55,54,M,F,9
30,08/12/1988,2019,2,,,M,F,13
29,06/01/2015,2019,7,,,M,F,9
42,10/02/2003,2019,11,36,33,M,F,15
29,24/09/1984,2019,11,63,57,M,F,5
35,18/01/2008,2019,9,45,34,M,F,11
27,21/10/2011,2019,12,64,39,M,F,3
18,01/12/2008,2019,3,36,27,M,F,21
71,19/02/1998,2019,4,43,46,M,F,26
30,16/07/2004,2019,7,38,35,M,F,16
42,,2019,4,,,,,5
42,11/08/2003,2019,4,,,M,F,5
42,,2019,4,,,,,5
29,04/08/1986,2019,5,52,52,M,F,28
26,05/09/1993,2019,10,57,51,M,F,24
33,02/07/1990,2019,11,49,53,M,F,19
30,02/07/1999,2019,10,57,,M,F,31
55,04/04/2014,2019,6,33,29,M,F,27
