municipio,edad_cty1,edad_cty2,sexo_cty1,sexo_cty2,año_matrimonio,mes_matrimonio,dia-matrimonio
18,41,46,M,F,2023,3,15
48,24,21,M,F,2023,3,16
18,51,49,M,F,2023,3,15
48,29,26,M,F,2023,3,16
2,32,25,M,F,2023,3,15
18,33,33,M,F,2023,3,15
41,33,40,F,M,2023,3,15
48,22,25,M,F,2023,3,16
48,25,23,M,F,2023,3,16
48,25,22,M,F,2023,3,16
41,32,28,M,F,2023,3,15
29,25,24,M,F,2023,3,15
55,25,21,F,F,2023,3,16
55,30,28,M,F,2023,3,16
55,34,29,M,F,2023,3,16
2,58,55,M,F,2023,3,16
43,26,21,M,F,2023,3,16
55,22,19,M,F,2023,3,16
43,29,41,M,F,2023,3,16
18,29,19,M,F,2023,3,16
27,31,35,M,F,2023,3,16
55,25,21,M,F,2023,3,16
30,21,22,M,F,2023,3,16
55,26,23,M,F,2023,3,16
30,36,26,M,F,2023,3,16
43,25,24,M,F,2023,3,16
55,28,22,M,F,2023,3,16
55,28,34,M,F,2023,3,16
30,22,24,M,F,2023,3,16
36,62,52,M,F,2023,3,16
55,35,40,M,F,2023,3,16
17,36,25,F,F,2023,3,16
30,31,28,M,F,2023,3,16
30,40,29,M,F,2023,3,16
17,73,55,M,F,2023,3,16
55,56,56,M,F,2023,3,16
55,56,52,M,F,2023,3,16
30,24,24,M,F,2023,3,16
30,24,22,M,F,2023,3,16
29,44,43,M,F,2023,3,16
2,32,35,M,F,2023,3,16
55,24,21,M,F,2023,3,16
55,64,62,M,F,2023,3,16
18,63,62,M,F,2023,3,16
48,43,51,M,F,2023,3,17
17,39,34,M,F,2023,3,16
55,34,31,M,F,2023,3,16
30,28,25,M,F,2023,3,16
18,30,29,M,F,2023,3,16
17,24,22,M,F,2023,3,16
43,32,34,M,F,2023,3,16
55,40,34,M,F,2023,3,16
30,23,20,M,F,2023,3,16
29,36,50,M,F,2023,3,16
43,29,31,M,F,2023,3,16
30,27,27,M,F,2023,3,16
43,31,29,M,F,2023,3,16
30,41,37,M,F,2023,3,16
55,38,35,M,F,2023,3,16
30,37,37,M,F,2023,3,16
55,22,26,M,F,2023,3,16
17,48,41,M,F,2023,3,16
43,37,27,M,F,2023,3,16
55,26,27,M,F,2023,3,16
48,35,33,M,F,2023,3,17
43,22,28,M,F,2023,3,16
17,41,34,M,F,2023,3,16
55,32,35,M,F,2023,3,16
18,27,28,M,F,2023,3,16
33,34,27,M,F,2023,3,16
43,26,33,M,F,2023,3,16
55,38,32,M,F,2023,3,16
18,39,38,M,F,2023,3,16
29,35,29,M,F,2023,3,16
30,27,26,M,F,2023,3,17
43,67,48,M,F,2023,3,16
55,25,25,M,F,2023,3,16
18,25,25,M,F,2023,3,16
25,46,36,M,F,2023,3,16
17,59,54,M,F,2023,3,16
30,19,18,M,F,2023,3,16
43,69,57,M,F,2023,3,16
43,25,26,M,F,2023,3,16
55,21,25,M,F,2023,3,16
18,42,47,M,F,2023,3,16
55,24,20,M,F,2023,3,16
30,27,22,M,F,2023,3,16
30,44,37,I,F,2023,3,16
17,68,55,M,F,2023,3,16
43,31,27,M,F,2023,3,16
17,26,28,M,F,2023,3,16
30,34,32,M,F,2023,3,17
18,48,32,M,F,2023,3,16
43,35,36,M,F,2023,3,16
25,38,24,M,F,2023,3,16
18,26,23,M,F,2023,3,16
30,30,33,M,F,2023,3,16
43,29,25,M,F,2023,3,16
36,67,62,M,F,2023,3,16
35,38,34,M,F,2023,3,16
30,26,20,M,F,2023,3,17
30,57,35,M,F,2023,3,17
18,58,58,M,F,2023,3,16
48,23,46,M,F,2023,3,17
18,22,19,M,F,2023,3,16
18,32,27,M,F,2023,3,16
55,27,33,M,F,2023,3,16
30,34,29,M,F,2023,3,18
30,32,27,M,F,2023,3,16
43,26,25,M,F,2023,3,16
18,40,37,M,F,2023,3,16
55,67,60,M,F,2023,3,16
30,42,33,M,F,2023,3,17
43,35,31,M,F,2023,3,16
55,32,25,M,F,2023,3,17
55,31,29,M,F,2023,3,16
43,54,40,M,F,2023,3,16
3,26,26,M,F,2023,3,16
30,28,25,M,F,2023,3,16
18,59,58,M,F,2023,3,16
30,32,32,M,F,2023,3,18
25,43,42,M,F,2023,3,16
48,38,30,M,F,2023,3,17
30,35,33,M,F,2023,3,17
18,34,30,M,F,2023,3,16
43,31,23,M,F,2023,3,16
48,26,24,M,F,2023,3,17
30,24,34,M,F,2023,3,16
30,28,23,M,F,2023,3,17
55,43,25,M,F,2023,3,16
48,20,21,M,F,2023,3,17
18,36,33,M,F,2023,3,16
30,31,33,M,F,2023,3,16
2,23,24,M,F,2023,3,16
25,30,32,M,F,2023,3,16
48,31,28,M,F,2023,3,17
18,54,50,M,F,2023,3,16
2,23,22,M,F,2023,3,16
2,49,30,M,F,2023,3,16
18,51,40,M,F,2023,3,16
30,46,33,M,F,2023,3,17
18,23,23,M,F,2023,3,16
48,25,23,M,F,2023,3,17
30,27,27,M,F,2023,3,17
18,28,26,M,F,2023,3,17
25,32,28,M,F,2023,3,16
18,52,47,M,F,2023,3,16
18,32,30,M,F,2023,3,17
18,39,32,M,F,2023,3,16
18,40,36,M,F,2023,3,16
30,48,46,M,F,2023,3,17
18,33,31,M,F,2023,3,16
18,32,40,M,F,2023,3,17
18,23,22,M,F,2023,3,16
18,36,34,M,F,2023,3,16
25,23,18,M,F,2023,3,16
18,45,55,M,F,2023,3,16
2,65,59,M,F,2023,3,16
2,28,30,M,F,2023,3,16
21,30,23,M,F,2023,3,16
30,28,25,M,F,2023,3,16
48,53,52,M,F,2023,3,16
30,21,22,M,F,2023,3,16
55,32,31,F,F,2023,3,17
29,27,26,M,F,2023,3,18
55,78,74,M,F,2023,3,17
55,46,44,M,F,2023,3,16
55,54,46,M,F,2023,3,17
21,32,30,M,F,2023,3,16
55,28,29,M,F,2023,3,17
55,30,27,M,F,2023,3,16
21,39,42,M,F,2023,3,16
55,33,28,M,F,2023,3,16
21,49,31,M,F,2023,3,16
55,54,55,M,F,2023,3,17
29,73,72,M,F,2023,3,16
29,36,30,M,F,2023,3,16
30,32,30,M,F,2023,3,16
30,29,29,M,F,2023,3,17
23,42,38,M,F,2023,3,17
55,23,21,F,F,2023,3,17
30,28,24,M,F,2023,3,17
56,39,24,M,F,2023,3,17
18,41,40,M,F,2023,3,17
55,25,22,M,F,2023,3,17
55,24,35,M,F,2023,3,17
55,43,48,M,F,2023,3,17
55,40,39,M,F,2023,3,17
30,26,25,M,F,2023,3,17
43,46,44,M,F,2023,3,17
29,25,26,M,F,2023,3,17
55,25,22,M,F,2023,3,17
36,37,52,M,F,2023,3,17
18,22,20,M,F,2023,3,17
55,36,35,M,F,2023,3,17
55,30,30,M,F,2023,3,17
30,31,27,F,F,2023,3,17
30,33,30,M,F,2023,3,17
19,40,34,F,F,2023,3,17
42,31,31,M,F,2023,3,17
4,29,25,M,F,2023,3,17
55,48,60,M,F,2023,3,17
41,59,52,M,F,2023,3,17
30,43,44,M,F,2023,3,17
12,36,22,M,F,2023,3,17
47,23,21,M,F,2023,3,17
36,21,27,M,F,2023,3,17
43,46,38,M,F,2023,3,17
55,31,27,M,F,2023,3,17
30,29,31,M,F,2023,3,17
55,56,54,M,F,2023,3,17
18,34,27,M,F,2023,3,17
55,24,27,M,F,2023,3,17
30,23,24,M,F,2023,3,17
55,58,38,M,F,2023,3,17
29,34,31,M,F,2023,3,17
55,21,21,M,F,2023,3,17
55,49,49,M,F,2023,3,17
17,43,43,M,F,2023,3,17
55,40,41,M,F,2023,3,17
41,58,58,M,F,2023,3,17
42,26,30,M,F,2023,3,17
30,38,32,M,F,2023,3,17
55,37,44,M,F,2023,3,17
55,37,30,M,F,2023,3,17
18,49,37,M,F,2023,3,17
29,47,48,M,F,2023,3,17
14,58,49,M,F,2023,3,17
17,41,37,M,F,2023,3,17
43,26,26,M,F,2023,3,17
55,26,30,M,F,2023,3,17
43,30,29,M,F,2023,3,17
47,39,32,M,F,2023,3,17
29,29,27,M,F,2023,3,17
58,38,42,M,F,2023,3,17
43,32,33,M,F,2023,3,13
42,37,38,M,F,2023,3,17
35,33,44,M,F,2023,3,17
41,24,27,M,F,2023,3,17
55,23,22,M,F,2023,3,17
55,28,23,M,F,2023,3,17
43,22,21,M,F,2023,3,17
30,31,29,M,F,2023,3,18
25,30,30,M,F,2023,3,17
12,29,31,M,F,2023,3,17
42,32,25,M,F,2023,3,18
55,32,27,M,F,2023,3,17
29,29,30,M,F,2023,3,17
30,64,54,M,F,2023,3,17
18,24,21,M,F,2023,3,17
30,44,36,M,F,2023,3,17
55,21,21,M,F,2023,3,17
30,45,50,M,F,2023,3,18
47,32,25,M,F,2023,3,17
18,70,73,M,F,2023,3,17
30,25,25,M,F,2023,3,17
17,26,27,M,F,2023,3,17
25,57,45,M,F,2023,3,17
55,27,27,M,F,2023,3,17
30,28,28,M,F,2023,3,18
55,39,48,M,F,2023,3,17
18,21,21,M,F,2023,3,17
27,26,23,M,F,2023,3,17
30,57,54,M,F,2023,3,17
55,22,20,M,F,2023,3,17
18,25,25,M,F,2023,3,17
25,43,39,M,F,2023,3,17
55,27,28,M,F,2023,3,17
30,51,46,M,F,2023,3,21
56,31,27,M,F,2023,3,17
37,30,28,M,F,2023,3,17
55,40,37,M,F,2023,3,17
47,45,37,M,F,2023,3,17
21,36,33,M,F,2023,3,17
25,20,21,M,F,2023,3,17
30,33,33,M,F,2023,3,17
55,45,37,M,F,2023,3,17
71,24,23,M,F,2023,3,17
55,25,25,M,F,2023,3,17
18,22,18,M,F,2023,3,17
18,33,32,M,F,2023,3,17
2,28,28,M,F,2023,3,17
30,25,28,M,F,2023,3,18
18,25,23,M,F,2023,3,17
42,27,23,M,F,2023,3,17
55,38,32,M,F,2023,3,17
36,66,47,M,F,2023,3,17
30,30,26,M,F,2023,3,17
18,40,31,M,F,2023,3,17
55,30,29,M,F,2023,3,17
18,26,28,M,F,2023,3,17
21,34,34,M,F,2023,3,18
30,32,27,M,F,2023,3,18
42,28,25,M,F,2023,3,17
55,53,29,M,F,2023,3,17
26,28,28,M,F,2023,3,17
56,19,20,M,F,2023,3,17
30,29,30,M,F,2023,3,18
18,27,24,M,F,2023,3,17
29,38,42,M,F,2023,3,17
18,28,28,M,F,2023,3,18
55,28,24,M,F,2023,3,17
36,44,30,M,M,2023,3,17
30,30,33,M,M,2023,3,18
18,26,26,M,F,2023,3,18
55,21,21,M,F,2023,3,17
30,30,32,M,F,2023,3,18
17,27,26,M,F,2023,3,17
18,31,28,M,F,2023,3,18
25,23,19,M,F,2023,3,17
18,30,28,M,F,2023,3,17
33,30,49,M,F,2023,3,17
29,34,34,M,F,2023,3,17
30,34,28,M,F,2023,3,18
18,27,26,M,F,2023,3,19
55,29,35,M,F,2023,3,17
30,26,22,M,F,2023,3,17
55,29,30,M,F,2023,3,17
25,42,26,M,F,2023,3,17
30,30,26,M,F,2023,3,18
66,27,25,M,F,2023,3,18
30,31,29,M,F,2023,3,18
29,47,25,M,F,2023,3,17
25,40,30,M,F,2023,3,17
29,30,28,M,F,2023,3,17
66,31,30,M,F,2023,3,21
18,28,28,M,F,2023,3,17
2,26,33,M,F,2023,3,17
30,33,31,M,F,2023,3,18
42,33,29,M,F,2023,3,17
30,19,18,M,F,2023,3,17
30,47,30,M,F,2023,3,17
2,21,18,M,F,2023,3,17
42,46,20,M,F,2023,3,17
25,51,51,M,F,2023,3,17
55,29,28,M,F,2023,3,17
2,62,59,M,F,2023,3,17
30,27,27,M,F,2023,3,18
30,36,34,M,F,2023,3,18
25,43,42,M,F,2023,3,17
30,30,29,M,F,2023,3,17
42,22,24,M,F,2023,3,17
68,28,30,M,F,2023,3,17
21,32,27,M,F,2023,3,18
30,40,31,M,F,2023,3,17
42,43,36,M,F,2023,3,17
55,40,32,M,F,2023,3,17
55,73,60,M,F,2023,3,17
42,68,70,M,F,2023,3,17
55,57,48,M,F,2023,3,17
55,42,37,M,F,2023,3,17
30,40,40,M,M,2023,3,18
55,50,30,M,F,2023,3,17
42,60,48,M,F,2023,3,17
55,32,29,M,F,2023,3,17
55,26,24,M,F,2023,3,17
55,23,18,M,F,2023,3,17
55,25,21,M,F,2023,3,17
55,46,32,M,F,2023,3,17
55,62,63,M,F,2023,3,17
55,44,39,M,F,2023,3,17
29,28,26,M,F,2023,3,17
67,31,31,M,F,2023,3,17
29,30,30,M,F,2023,3,17
30,27,22,M,F,2023,3,18
30,34,30,M,F,2023,3,18
30,29,32,M,F,2023,3,18
30,30,33,M,F,2023,3,18
30,37,38,M,F,2023,3,18
30,28,29,M,F,2023,3,18
30,41,40,M,F,2023,3,18
36,22,24,M,F,2023,3,18
68,22,30,M,F,2023,3,18
27,31,30,M,F,2023,3,18
70,34,32,M,F,2023,3,18
56,29,28,M,F,2023,3,18
56,20,21,M,F,2023,3,18
65,23,29,F,M,2023,3,18
43,34,33,M,F,2023,3,18
55,24,20,M,F,2023,3,18
55,52,52,M,F,2023,3,18
56,30,28,M,F,2023,3,19
35,43,37,M,F,2023,3,18
27,54,52,M,F,2023,3,18
30,38,36,M,F,2023,3,18
29,22,20,M,F,2023,3,18
55,32,28,M,F,2023,3,18
42,34,33,M,F,2023,3,18
30,39,33,M,F,2023,3,19
55,26,29,M,F,2023,3,18
18,31,27,M,F,2023,3,18
4,28,30,M,F,2023,3,19
30,39,41,M,F,2023,3,19
42,54,48,M,F,2023,3,20
43,30,25,M,F,2023,3,20
43,58,65,M,F,2023,3,20
16,55,42,M,F,2023,3,21
57,34,34,M,F,2023,3,22
29,27,26,M,F,2023,3,20
16,41,45,M,F,2023,3,21
58,29,26,M,F,2023,3,21
55,33,33,M,F,2023,3,21
58,22,36,M,F,2023,3,21
36,36,36,M,F,2023,3,21
19,54,61,M,F,2023,3,21
43,28,27,M,F,2023,3,21
55,24,21,M,F,2023,3,21
47,43,36,M,F,2023,3,22
58,20,20,M,F,2023,3,21
30,31,28,M,F,2023,3,21
48,49,48,M,F,2023,3,21
47,64,39,M,F,2023,3,22
30,34,35,M,F,2023,3,21
55,24,25,M,F,2023,3,21
55,43,41,M,F,2023,3,21
47,29,27,M,F,2023,3,22
43,34,34,M,F,2023,3,21
19,67,67,M,F,2023,3,23
58,23,20,F,F,2023,3,21
55,23,25,M,F,2023,3,21
47,25,22,M,F,2023,3,22
55,35,26,M,F,2023,3,21
47,23,22,M,F,2023,3,22
47,22,22,M,F,2023,3,22
55,26,28,M,F,2023,3,21
30,29,28,M,F,2023,3,21
29,63,62,M,F,2023,3,21
30,37,46,M,F,2023,3,21
58,20,20,M,F,2023,3,21
55,53,42,M,F,2023,3,21
29,64,67,M,F,2023,3,21
30,30,30,M,F,2023,3,21
48,42,52,M,F,2023,3,22
55,22,29,M,F,2023,3,21
30,54,50,M,F,2023,3,21
29,26,26,M,F,2023,3,21
30,39,32,M,F,2023,3,21
55,37,36,M,F,2023,3,21
30,49,47,M,F,2023,3,21
29,57,48,M,F,2023,3,21
58,33,33,M,F,2023,3,21
55,31,38,M,F,2023,3,21
29,37,32,M,F,2023,3,21
55,34,31,M,F,2023,3,21
26,36,29,M,F,2023,3,21
18,38,37,M,F,2023,3,21
18,24,24,M,F,2023,3,21
29,65,60,M,F,2023,3,21
55,26,24,M,F,2023,3,21
17,23,26,M,F,2023,3,21
55,58,53,M,F,2023,3,21
29,21,20,M,F,2023,3,21
19,26,31,M,F,2023,3,23
18,27,25,M,F,2023,3,21
29,45,39,M,F,2023,3,21
30,32,29,M,F,2023,3,21
60,21,19,M,F,2023,3,21
55,47,46,M,F,2023,3,21
29,30,25,M,F,2023,3,21
58,53,43,M,F,2023,3,21
30,38,24,M,F,2023,3,21
30,32,37,M,F,2023,3,21
29,27,27,M,F,2023,3,21
18,55,47,M,F,2023,3,21
18,38,25,M,F,2023,3,21
58,23,21,M,F,2023,3,21
55,25,32,M,F,2023,3,21
19,31,31,M,F,2023,3,23
55,20,21,M,F,2023,3,21
18,58,38,M,F,2023,3,21
30,25,22,M,F,2023,3,21
25,65,65,M,F,2023,3,21
30,32,34,M,F,2023,3,21
55,27,26,M,F,2023,3,21
18,51,49,M,F,2023,3,21
55,39,37,M,F,2023,3,21
18,61,45,M,F,2023,3,21
58,24,21,M,F,2023,3,21
55,33,30,M,F,2023,3,21
25,43,46,M,F,2023,3,21
55,43,49,M,F,2023,3,21
30,23,21,M,F,2023,3,21
43,20,34,M,F,2023,3,21
55,26,22,M,F,2023,3,21
19,46,43,M,F,2023,3,23
18,31,31,M,F,2023,3,21
55,61,37,M,F,2023,3,21
25,60,56,M,F,2023,3,21
55,27,32,M,F,2023,3,21
18,29,25,M,F,2023,3,21
55,42,37,M,F,2023,3,21
55,28,25,M,F,2023,3,21
30,29,29,M,F,2023,3,21
25,30,27,M,F,2023,3,21
55,50,49,M,F,2023,3,21
18,70,46,M,F,2023,3,21
30,22,19,M,F,2023,3,21
18,29,32,M,F,2023,3,21
55,63,61,M,F,2023,3,21
55,44,41,M,F,2023,3,21
19,34,40,M,F,2023,3,23
18,25,24,M,F,2023,3,21
58,36,27,M,F,2023,3,21
55,30,27,M,F,2023,3,21
18,25,22,M,F,2023,3,21
25,44,44,M,F,2023,3,21
55,50,36,M,F,2023,3,21
18,27,26,M,F,2023,3,21
18,27,32,M,F,2023,3,21
30,28,32,M,F,2023,3,21
19,21,20,M,F,2023,3,23
55,18,18,M,F,2023,3,21
30,54,56,M,F,2023,3,21
25,21,19,M,F,2023,3,21
18,51,51,M,F,2023,3,21
18,34,28,M,F,2023,3,21
55,40,40,M,F,2023,3,21
18,37,29,M,F,2023,3,21
25,34,33,M,F,2023,3,21
18,60,57,M,F,2023,3,21
19,47,45,M,F,2023,3,23
42,71,62,M,F,2023,3,21
30,26,26,M,F,2023,3,21
55,65,44,M,F,2023,3,21
42,43,36,M,F,2023,3,21
25,44,30,M,F,2023,3,21
30,28,25,M,F,2023,3,21
42,56,49,M,F,2023,3,21
30,27,22,M,F,2023,3,21
30,24,21,M,F,2023,3,21
42,22,26,M,F,2023,3,21
55,49,50,M,F,2023,3,21
55,24,20,M,F,2023,3,21
55,38,33,M,F,2023,3,21
55,26,28,M,F,2023,3,21
55,19,19,M,F,2023,3,21
55,34,27,M,F,2023,3,21
21,24,23,M,F,2023,3,22
41,34,24,M,F,2023,3,22
55,22,21,M,F,2023,3,22
2,24,22,M,F,2023,3,22
55,32,24,M,F,2023,3,22
55,19,20,M,F,2023,3,22
55,46,57,M,F,2023,3,22
43,49,31,M,F,2023,3,22
36,64,59,M,F,2023,3,22
2,52,38,M,F,2023,3,22
19,25,22,M,F,2023,3,23
41,19,23,M,F,2023,3,22
2,23,21,M,F,2023,3,22
55,49,46,M,F,2023,3,22
29,60,55,M,F,2023,3,22
2,22,32,M,F,2023,3,22
18,32,32,M,F,2023,3,22
58,27,40,M,F,2023,3,22
55,42,31,M,F,2023,3,22
19,28,27,M,F,2023,3,23
55,37,29,M,F,2023,3,22
43,22,21,M,F,2023,3,22
55,39,36,M,F,2023,3,22
29,47,43,M,F,2023,3,22
11,47,44,M,F,2023,3,23
47,35,29,M,F,2023,3,22
48,53,51,M,F,2023,3,22
29,33,32,M,F,2023,3,22
3,28,26,M,F,2023,3,22
29,38,41,M,F,2023,3,22
55,41,41,M,F,2023,3,22
30,29,29,M,F,2023,3,22
30,30,26,M,F,2023,3,22
29,26,37,M,F,2023,3,22
42,62,47,M,F,2023,3,22
19,24,22,M,F,2023,3,23
29,32,34,M,F,2023,3,22
58,26,37,M,F,2023,3,22
55,26,27,M,F,2023,3,22
42,48,46,M,F,2023,3,22
29,38,36,M,F,2023,3,22
19,24,32,M,F,2023,3,23
30,27,27,M,F,2023,3,22
55,44,46,M,F,2023,3,22
29,37,31,M,F,2023,3,22
33,23,22,M,F,2023,3,22
55,24,30,M,F,2023,3,22
29,39,51,M,F,2023,3,22
3,60,54,M,F,2023,3,22
29,47,40,M,F,2023,3,22
55,22,21,M,F,2023,3,22
30,43,35,M,F,2023,3,22
55,63,79,M,F,2023,3,22
55,26,26,M,F,2023,3,22
55,46,45,M,F,2023,3,22
30,51,48,M,F,2023,3,22
3,34,23,M,F,2023,3,22
29,56,67,M,F,2023,3,22
11,39,36,M,F,2023,3,23
33,25,27,M,F,2023,3,22
55,38,56,M,F,2023,3,22
58,53,38,M,F,2023,3,22
18,59,59,M,F,2023,3,22
55,33,32,M,F,2023,3,22
36,27,24,M,F,2023,3,22
30,25,41,M,F,2023,3,22
55,56,56,M,F,2023,3,22
55,43,29,M,F,2023,3,22
30,30,28,M,F,2023,3,22
18,37,38,M,F,2023,3,22
55,32,32,M,F,2023,3,22
30,27,29,M,F,2023,3,22
55,35,27,M,F,2023,3,22
18,23,23,M,F,2023,3,22
18,33,33,M,F,2023,3,22
55,28,27,M,F,2023,3,22
23,50,49,M,F,2023,3,23
58,61,58,M,F,2023,3,22
41,28,28,M,F,2023,3,22
2,54,37,M,F,2023,3,22
43,37,29,M,F,2023,3,22
18,55,59,M,F,2023,3,22
55,21,19,M,F,2023,3,22
30,24,23,M,F,2023,3,22
71,49,55,M,F,2023,3,22
18,69,75,M,F,2023,3,22
55,23,23,M,F,2023,3,22
30,29,28,M,F,2023,3,22
25,31,42,M,F,2023,3,22
55,29,27,M,F,2023,3,22
11,50,50,M,F,2023,3,23
55,22,19,M,F,2023,3,22
18,31,31,M,F,2023,3,22
55,26,22,M,F,2023,3,22
29,74,63,M,F,2023,3,22
18,71,65,M,F,2023,3,22
64,50,51,M,F,2023,3,22
36,69,61,M,F,2023,3,22
29,63,47,M,F,2023,3,22
25,62,62,M,F,2023,3,22
55,60,47,M,F,2023,3,22
55,27,31,M,F,2023,3,22
18,25,22,M,F,2023,3,22
55,50,46,M,F,2023,3,22
19,58,59,M,F,2023,3,23
18,41,29,M,F,2023,3,22
55,21,21,M,F,2023,3,22
71,27,29,M,F,2023,3,22
29,38,42,M,F,2023,3,22
58,30,28,F,F,2023,3,22
25,34,35,M,F,2023,3,22
55,64,53,M,F,2023,3,22
29,31,32,M,F,2023,3,22
55,26,27,M,F,2023,3,22
18,68,73,M,F,2023,3,22
30,37,30,M,F,2023,3,22
55,26,23,M,F,2023,3,22
29,39,39,M,F,2023,3,22
25,53,37,M,F,2023,3,22
18,31,26,M,F,2023,3,22
70,57,52,M,F,2023,3,22
55,23,22,M,F,2023,3,22
29,38,43,M,F,2023,3,22
55,46,34,M,F,2023,3,22
18,27,27,M,F,2023,3,22
55,61,60,M,F,2023,3,22
29,21,18,M,F,2023,3,22
25,31,33,M,F,2023,3,22
33,34,24,M,F,2023,3,22
33,29,28,M,F,2023,3,22
33,46,43,M,F,2023,3,22
27,23,47,M,F,2023,3,22
55,29,27,M,F,2023,3,22
42,27,25,M,F,2023,3,22
18,27,26,M,F,2023,3,22
29,29,26,M,F,2023,3,22
18,32,36,M,F,2023,3,22
18,55,52,M,F,2023,3,22
25,58,24,M,F,2023,3,22
18,34,21,M,F,2023,3,22
29,42,37,M,F,2023,3,22
18,22,20,M,F,2023,3,22
18,55,48,M,F,2023,3,22
25,51,47,M,F,2023,3,22
18,28,25,M,M,2023,3,22
25,46,40,M,F,2023,3,22
42,24,23,M,F,2023,3,22
42,32,30,M,F,2023,3,22
42,77,48,M,F,2023,3,22
25,54,51,M,F,2023,3,22
48,39,27,M,F,2023,3,23
42,35,30,F,F,2023,3,22
25,62,61,M,F,2023,3,22
42,32,30,M,F,2023,3,22
25,28,29,M,F,2023,3,22
42,28,29,M,F,2023,3,22
42,33,23,M,F,2023,3,22
42,22,21,M,F,2023,3,22
42,63,54,M,F,2023,3,22
42,29,28,M,F,2023,3,22
42,30,26,M,F,2023,3,22
42,31,26,M,F,2023,3,22
30,30,24,M,F,2023,3,22
42,26,26,M,F,2023,3,22
42,27,29,M,F,2023,3,22
42,45,39,M,F,2023,3,22
42,32,33,M,F,2023,3,22
42,30,29,M,F,2023,3,22
42,23,24,M,F,2023,3,22
2,53,36,M,F,2023,3,23
18,22,24,M,F,2023,3,23
29,30,20,M,F,2023,3,23
72,46,51,M,F,2023,3,23
2,35,23,M,F,2023,3,23
18,79,57,M,F,2023,3,23
29,38,32,M,F,2023,3,23
72,32,18,M,F,2023,3,23
29,31,23,M,F,2023,3,23
58,28,24,M,F,2023,3,23
18,21,21,M,F,2023,3,23
30,32,26,M,F,2023,3,23
3,63,53,M,F,2023,3,23
29,22,20,M,F,2023,3,23
72,45,23,M,F,2023,3,23
23,39,31,M,F,2023,3,24
58,53,48,M,F,2023,3,23
29,30,24,M,F,2023,3,23
55,46,41,M,F,2023,3,23
18,55,47,M,F,2023,3,23
71,26,26,M,F,2023,3,23
19,39,34,M,F,2023,3,23
29,28,25,M,F,2023,3,23
72,41,43,M,F,2023,3,23
42,23,21,M,F,2023,3,23
55,63,52,M,F,2023,3,24
72,30,28,M,F,2023,3,23
29,39,34,M,F,2023,3,23
70,40,46,M,F,2023,3,23
55,58,54,M,F,2023,3,23
30,54,32,M,F,2023,3,23
30,27,26,M,F,2023,3,23
42,19,18,M,F,2023,3,23
70,34,27,M,F,2023,3,23
55,32,21,M,F,2023,3,24
30,33,33,M,F,2023,3,23
71,34,29,M,F,2023,3,23
72,21,23,M,F,2023,3,23
23,32,31,M,F,2023,3,24
27,32,31,M,F,2023,3,24
22,47,38,M,F,2023,3,23
70,31,19,M,F,2023,3,23
29,20,20,M,F,2023,3,23
30,30,26,M,F,2023,3,23
72,51,29,M,F,2023,3,23
29,35,31,M,F,2023,3,23
23,31,19,M,F,2023,3,24
18,29,20,M,F,2023,3,23
30,25,27,M,F,2023,3,23
29,24,19,M,F,2023,3,23
22,26,24,M,F,2023,3,23
55,20,20,M,F,2023,3,23
48,26,26,M,F,2023,3,24
18,29,21,M,F,2023,3,23
25,33,25,M,F,2023,3,23
27,36,34,M,F,2023,3,24
29,45,33,M,F,2023,3,23
72,48,45,M,F,2023,3,23
3,48,47,M,F,2023,3,23
71,24,24,M,F,2023,3,23
29,30,30,M,F,2023,3,23
23,36,37,M,F,2023,3,24
42,29,28,M,F,2023,3,23
43,25,24,M,F,2023,3,23
70,52,36,M,F,2023,3,23
22,34,30,M,F,2023,3,23
55,27,24,M,F,2023,3,24
72,45,29,M,F,2023,3,23
30,26,25,M,F,2023,3,23
70,30,25,M,F,2023,3,23
30,31,30,M,F,2023,3,23
27,37,24,M,F,2023,3,24
42,37,34,M,F,2023,3,23
55,22,22,M,F,2023,3,23
23,20,19,M,F,2023,3,24
55,28,27,M,F,2023,3,24
18,27,28,M,F,2023,3,23
72,52,52,M,F,2023,3,23
70,22,21,M,F,2023,3,23
71,52,53,M,F,2023,3,23
18,48,48,M,F,2023,3,23
23,22,19,M,F,2023,3,24
72,28,29,M,F,2023,3,23
42,29,26,M,F,2023,3,23
36,29,19,M,F,2023,3,23
70,21,21,M,F,2023,3,23
42,39,21,M,F,2023,3,23
55,38,33,M,F,2023,3,24
33,32,32,M,F,2023,3,23
30,31,22,M,F,2023,3,23
55,48,43,M,F,2023,3,23
30,33,34,M,F,2023,3,23
18,57,55,M,F,2023,3,23
72,51,54,M,F,2023,3,23
55,19,20,M,F,2023,3,23
55,26,24,M,F,2023,3,24
42,-,-,M,F,2023,3,23
23,32,22,M,F,2023,3,24
71,39,33,M,F,2023,3,23
43,32,27,M,F,2023,3,23
72,46,47,M,F,2023,3,23
48,-,-,M,F,2023,3,27
55,22,27,M,M,2023,3,23
17,57,51,M,F,2023,3,23
35,26,25,M,F,2023,3,23
55,28,27,M,F,2023,3,23
70,27,27,M,F,2023,3,23
55,31,23,M,F,2023,3,23
30,63,42,M,F,2023,3,23
30,48,48,M,F,2023,3,23
21,24,27,M,F,2023,3,23
2,28,25,M,F,2023,3,23
18,62,56,M,F,2023,3,23
49,24,24,M,F,2023,3,23
