municipio,edad_cty1,edad_cty2,sexo_cty1,sexo_cty2,año_matrimonio,mes_matrimonio,dia_matrimonio
27,28.0,29.0,M,F,2021,1,19
55,23.0,22.0,M,F,2021,1,18
29,53.0,48.0,M,F,2021,1,18
55,31.0,30.0,M,F,2021,1,18
21,57.0,45.0,M,F,2021,1,20
55,34.0,33.0,M,F,2021,1,18
72,21.0,21.0,M,F,2021,1,19
30,33.0,34.0,M,F,2021,1,19
12,24.0,24.0,M,F,2021,1,19
29,32.0,25.0,M,F,2021,1,19
55,32.0,21.0,M,F,2021,1,19
30,27.0,26.0,M,F,2021,1,19
27,27.0,30.0,M,F,2021,1,19
55,56.0,60.0,M,F,2021,1,19
18,58.0,51.0,M,F,2021,1,20
55,56.0,51.0,M,F,2021,1,20
13,27.0,24.0,M,F,2021,1,23
55,22.0,20.0,M,F,2021,1,20
46,20.0,19.0,M,F,2021,1,20
42,25.0,22.0,M,F,2021,1,20
18,19.0,19.0,M,F,2021,1,20
18,45.0,36.0,M,F,2021,1,20
55,61.0,56.0,M,F,2021,1,20
18,61.0,65.0,M,F,2021,1,20
42,62.0,52.0,M,F,2021,1,20
30,42.0,28.0,M,F,2021,1,20
27,35.0,31.0,M,F,2021,1,20
29,55.0,53.0,M,F,2021,1,21
30,61.0,52.0,M,F,2021,1,21
29,30.0,27.0,M,F,2021,1,21
55,20.0,18.0,M,F,2021,1,21
18,29.0,28.0,M,F,2021,1,21
55,34.0,25.0,M,F,2021,1,21
29,25.0,23.0,M,F,2021,1,21
30,24.0,27.0,M,F,2021,1,21
55,33.0,22.0,M,F,2021,1,21
42,34.0,38.0,M,F,2021,1,27
29,33.0,29.0,M,,2021,1,22
46,64.0,41.0,M,F,2021,1,21
25,42.0,26.0,M,F,2021,1,21
47,29.0,26.0,M,F,2021,1,21
42,22.0,22.0,M,F,2021,1,21
30,24.0,25.0,M,F,2021,1,21
18,61.0,43.0,M,F,2021,1,22
18,38.0,21.0,M,F,2021,1,22
55,27.0,19.0,M,F,2021,1,21
55,36.0,42.0,M,F,2021,1,21
42,24.0,19.0,M,F,2021,1,22
42,31.0,30.0,M,F,2021,1,22
42,23.0,25.0,M,F,2021,1,22
42,20.0,19.0,M,F,2021,1,22
18,33.0,23.0,M,F,2021,1,22
55,24.0,21.0,M,F,2021,1,22
18,22.0,22.0,M,F,2021,1,22
55,23.0,18.0,M,F,2021,1,22
18,29.0,36.0,M,F,2021,1,22
42,27.0,21.0,M,F,2021,1,22
35,36.0,26.0,M,F,2021,1,22
18,47.0,49.0,M,F,2021,1,25
55,19.0,19.0,M,F,2021,1,22
42,28.0,31.0,M,F,2021,1,22
55,51.0,48.0,M,F,2021,1,22
55,19.0,18.0,M,F,2021,1,22
47,35.0,30.0,M,F,2021,1,22
30,36.0,34.0,M,F,2021,1,22
12,22.0,23.0,M,F,2021,1,22
25,24.0,24.0,M,F,2021,1,22
55,83.0,43.0,M,F,2021,1,22
18,26.0,26.0,M,F,2021,1,22
55,20.0,20.0,M,F,2021,1,22
18,25.0,23.0,M,F,2021,1,22
56,29.0,30.0,M,F,2021,1,22
55,58.0,55.0,M,F,2021,1,22
42,33.0,26.0,M,F,2021,1,22
55,19.0,21.0,M,F,2021,1,22
30,27.0,27.0,M,F,2021,1,22
55,41.0,29.0,M,F,2021,1,22
37,49.0,45.0,M,F,2021,1,22
30,29.0,28.0,M,F,2021,1,22
25,20.0,18.0,M,F,2021,1,22
30,29.0,28.0,M,F,2021,1,22
18,22.0,22.0,M,F,2021,1,23
30,27.0,28.0,M,F,2021,1,22
30,30.0,30.0,M,F,2021,1,23
18,21.0,21.0,M,F,2021,1,22
33,30.0,25.0,M,F,2021,1,22
30,30.0,27.0,M,F,2021,1,22
18,40.0,41.0,M,F,2021,1,22
30,20.0,21.0,M,F,2021,1,22
30,28.0,35.0,M,F,2021,1,22
56,21.0,22.0,M,F,2021,1,22
29,21.0,22.0,M,F,2021,1,22
25,21.0,21.0,M,F,2021,1,22
19,24.0,23.0,M,F,2021,1,22
25,22.0,21.0,M,F,2021,1,22
2,28.0,20.0,M,F,2021,1,22
18,33.0,34.0,M,F,2021,1,22
33,28.0,26.0,M,F,2021,1,22
59,25.0,24.0,M,F,2021,1,22
35,58.0,40.0,M,F,2021,1,22
55,29.0,25.0,M,F,2021,1,22
30,18.0,21.0,M,F,2021,1,22
55,41.0,38.0,M,F,2021,1,22
55,51.0,74.0,M,F,2021,1,22
55,36.0,50.0,M,F,2021,1,22
42,28.0,26.0,M,F,2021,1,23
42,35.0,33.0,M,F,2021,1,23
27,28.0,29.0,M,F,2021,1,23
30,25.0,23.0,M,F,2021,1,23
25,41.0,35.0,M,F,2021,1,23
35,23.0,25.0,M,F,2021,1,23
30,52.0,48.0,M,F,2021,1,23
55,58.0,45.0,M,F,2021,1,23
55,41.0,41.0,M,F,2021,1,23
55,72.0,56.0,M,F,2021,1,22
35,55.0,38.0,M,F,2021,1,23
42,40.0,42.0,M,F,2021,1,23
55,33.0,24.0,M,F,2021,1,22
29,25.0,27.0,M,F,2021,1,23
55,65.0,59.0,M,F,2021,1,23
18,24.0,22.0,M,F,2021,1,24
56,51.0,43.0,M,F,2021,1,24
18,23.0,21.0,M,F,2021,1,25
30,28.0,21.0,M,F,2021,1,25
30,25.0,22.0,M,F,2021,1,25
35,22.0,24.0,M,F,2021,1,25
43,26.0,26.0,M,F,2021,1,25
55,25.0,24.0,M,F,2021,1,25
55,29.0,21.0,M,F,2021,1,25
3,33.0,27.0,M,F,2021,1,25
55,31.0,23.0,M,F,2021,1,25
55,35.0,35.0,M,F,2021,1,25
47,41.0,34.0,M,F,2021,1,25
30,29.0,27.0,M,F,2021,1,25
55,34.0,30.0,M,F,2021,1,25
55,44.0,40.0,M,F,2021,1,25
12,28.0,25.0,M,F,2021,1,25
42,26.0,21.0,M,F,2021,1,25
55,22.0,23.0,M,F,2021,1,25
55,24.0,23.0,M,F,2021,1,25
55,23.0,24.0,M,F,2021,1,25
18,21.0,20.0,M,F,2021,1,25
47,33.0,39.0,M,F,2021,1,25
2,23.0,22.0,M,F,2021,1,25
55,45.0,38.0,M,F,2021,1,25
30,31.0,33.0,M,F,2021,1,25
18,40.0,36.0,M,F,2021,1,26
30,60.0,49.0,M,F,2021,1,26
66,27.0,33.0,M,F,2021,1,26
55,18.0,19.0,M,F,2021,1,26
29,50.0,53.0,M,F,2021,1,26
30,31.0,29.0,M,F,2021,1,26
18,18.0,18.0,M,F,2021,1,26
55,20.0,21.0,M,F,2021,1,26
18,29.0,27.0,M,F,2021,1,26
55,29.0,45.0,M,F,2021,1,26
30,28.0,27.0,M,F,2021,1,26
55,19.0,19.0,M,F,2021,1,26
55,29.0,28.0,M,F,2021,1,26
18,28.0,21.0,M,F,2021,1,28
53,36.0,23.0,M,F,2021,1,26
42,21.0,22.0,M,F,2021,1,26
18,22.0,22.0,M,F,2021,1,29
27,20.0,21.0,M,F,2021,1,26
2,35.0,34.0,M,F,2021,1,26
21,26.0,22.0,M,F,2021,1,27
29,29.0,28.0,M,F,2021,1,26
29,33.0,34.0,M,F,2021,1,28
30,23.0,27.0,M,F,2021,1,27
70,20.0,28.0,M,F,2021,1,27
43,31.0,28.0,M,F,2021,1,27
18,27.0,25.0,M,F,2021,1,27
43,38.0,24.0,M,F,2021,1,27
30,26.0,27.0,M,F,2021,1,27
43,76.0,74.0,M,F,2021,1,27
30,42.0,41.0,M,F,2021,1,27
26,41.0,33.0,M,F,2021,1,27
55,30.0,25.0,M,F,2021,1,27
2,31.0,25.0,M,F,2021,1,27
30,32.0,30.0,M,F,2021,1,27
29,61.0,52.0,M,F,2021,1,27
55,28.0,26.0,M,F,2021,1,27
55,24.0,24.0,M,F,2021,1,27
62,35.0,23.0,M,F,2021,1,27
55,52.0,51.0,M,F,2021,1,28
43,45.0,39.0,M,F,2021,1,28
18,32.0,30.0,M,F,2021,1,29
30,22.0,23.0,M,F,2021,1,28
55,65.0,65.0,M,F,2021,1,28
43,24.0,27.0,M,F,2021,1,28
55,24.0,25.0,M,M,2021,1,28
43,38.0,18.0,M,F,2021,1,28
43,30.0,29.0,M,F,2021,1,28
33,36.0,24.0,M,F,2021,1,28
55,30.0,25.0,M,F,2021,1,28
18,25.0,25.0,M,F,2021,1,28
31,38.0,32.0,M,F,2021,1,28
55,24.0,23.0,M,F,2021,1,28
55,18.0,20.0,M,F,2021,1,28
30,18.0,19.0,M,F,2021,1,28
55,56.0,63.0,M,F,2021,1,28
41,34.0,33.0,M,F,2021,1,28
47,39.0,18.0,M,F,2021,1,28
30,49.0,43.0,M,F,2021,1,28
30,60.0,53.0,M,F,2021,1,28
55,36.0,33.0,M,F,2021,1,28
55,28.0,32.0,M,F,2021,1,28
55,38.0,22.0,M,F,2021,1,28
2,22.0,24.0,M,F,2021,1,28
2,49.0,36.0,M,F,2021,1,28
68,28.0,23.0,M,F,2021,1,28
21,36.0,36.0,M,F,2021,1,29
30,29.0,27.0,M,F,2021,1,28
18,59.0,59.0,M,F,2021,1,29
55,24.0,24.0,M,F,2021,1,29
55,35.0,22.0,M,F,2021,1,29
18,45.0,41.0,M,F,2021,1,29
55,48.0,29.0,M,F,2021,1,29
47,46.0,40.0,M,F,2021,1,29
36,43.0,35.0,M,F,2021,1,29
72,27.0,26.0,M,F,2021,1,29
48,68.0,46.0,M,F,2021,1,29
18,31.0,30.0,M,F,2021,1,29
55,25.0,23.0,M,F,2021,1,29
48,36.0,28.0,M,F,2021,1,29
39,27.0,25.0,M,F,2021,1,29
55,50.0,45.0,M,F,2021,1,29
36,60.0,31.0,M,F,2021,1,29
42,57.0,48.0,M,F,2021,1,29
55,18.0,18.0,M,F,2021,1,29
47,31.0,24.0,M,F,2021,1,29
48,41.0,29.0,M,F,2021,1,29
55,50.0,49.0,M,F,2021,1,29
55,46.0,34.0,M,F,2021,1,29
55,26.0,25.0,M,F,2021,1,29
18,44.0,43.0,M,F,2021,1,29
18,33.0,27.0,M,F,2021,1,29
42,29.0,31.0,M,F,2021,1,29
42,59.0,59.0,M,F,2021,1,29
55,58.0,45.0,M,F,2021,1,29
55,23.0,23.0,M,F,2021,1,29
30,29.0,24.0,M,F,2021,1,29
58,89.0,53.0,M,F,2021,1,29
55,29.0,21.0,M,F,2021,1,29
30,34.0,29.0,M,F,2021,1,29
47,41.0,36.0,M,F,2021,1,29
55,46.0,48.0,M,F,2021,1,29
4,19.0,18.0,M,F,2021,1,29
18,30.0,28.0,M,F,2021,1,29
42,33.0,26.0,M,F,2021,1,29
55,28.0,23.0,M,F,2021,1,29
26,30.0,25.0,M,F,2021,1,29
30,23.0,23.0,M,F,2021,1,29
30,28.0,27.0,M,F,2021,1,29
55,28.0,25.0,M,F,2021,1,29
18,27.0,27.0,M,F,2021,1,29
18,25.0,25.0,M,F,2021,1,29
29,34.0,31.0,M,F,2021,1,29
30,50.0,32.0,M,F,2021,1,29
29,26.0,23.0,M,F,2021,1,29
30,25.0,25.0,M,F,2021,1,29
30,27.0,27.0,M,F,2021,1,29
19,35.0,33.0,M,F,2021,1,29
55,19.0,25.0,M,F,2021,1,29
30,31.0,19.0,M,F,2021,1,29
26,56.0,31.0,M,F,2021,1,29
30,31.0,30.0,M,F,2021,1,29
47,33.0,29.0,M,F,2021,1,29
30,64.0,52.0,M,F,2021,1,29
18,38.0,29.0,M,F,2021,1,29
30,20.0,20.0,M,F,2021,1,29
30,30.0,27.0,M,F,2021,1,29
27,33.0,25.0,M,F,2021,1,29
30,35.0,34.0,M,F,2021,1,29
30,23.0,21.0,M,F,2021,1,29
29,25.0,28.0,M,F,2021,1,29
30,32.0,29.0,M,F,2021,1,30
20,33.0,49.0,M,F,2021,1,29
30,32.0,29.0,M,F,2021,1,30
56,41.0,36.0,M,F,2021,1,30
29,31.0,31.0,M,F,2021,1,29
42,27.0,22.0,M,F,2021,1,30
42,21.0,22.0,M,F,2021,1,30
38,32.0,30.0,M,F,2021,1,30
55,29.0,29.0,M,F,2021,1,29
55,31.0,18.0,M,F,2021,1,30
20,68.0,61.0,M,F,2021,1,30
29,24.0,23.0,M,F,2021,1,30
27,24.0,24.0,M,F,2021,1,30
30,28.0,27.0,M,F,2021,1,31
37,27.0,26.0,M,F,2021,2,1
29,26.0,33.0,M,F,2021,1,31
61,27.0,23.0,M,F,2021,2,1
21,44.0,44.0,M,F,2021,2,2
41,35.0,36.0,M,F,2021,2,2
29,67.0,59.0,M,F,2021,2,1
55,61.0,63.0,M,F,2021,2,2
43,30.0,25.0,M,F,2021,2,2
55,26.0,28.0,M,F,2021,2,2
26,24.0,26.0,M,F,2021,2,5
18,59.0,57.0,M,F,2021,2,2
12,38.0,43.0,M,F,2021,2,2
55,42.0,22.0,M,F,2021,2,2
30,27.0,27.0,M,F,2021,2,2
41,29.0,39.0,M,F,2021,2,2
18,34.0,31.0,M,F,2021,2,2
42,26.0,25.0,M,F,2021,2,2
33,25.0,23.0,M,F,2021,2,2
35,28.0,25.0,M,F,2021,2,2
55,45.0,40.0,M,F,2021,2,2
30,27.0,27.0,M,F,2021,2,2
55,26.0,24.0,M,F,2021,2,2
55,30.0,37.0,M,F,2021,2,2
42,68.0,51.0,M,F,2021,2,3
30,26.0,18.0,M,F,2021,2,2
35,21.0,31.0,M,F,2021,2,2
42,31.0,31.0,M,F,2021,2,2
55,28.0,29.0,M,F,2021,2,2
43,27.0,28.0,M,F,2021,2,2
30,20.0,18.0,M,F,2021,2,2
59,21.0,28.0,M,F,2021,2,2
55,36.0,26.0,M,F,2021,2,2
26,34.0,32.0,M,F,2021,2,2
35,20.0,31.0,M,F,2021,2,2
18,26.0,25.0,M,F,2021,2,2
37,27.0,30.0,M,F,2021,2,2
29,25.0,25.0,M,F,2021,2,2
12,51.0,48.0,M,F,2021,2,3
2,29.0,20.0,M,F,2021,2,2
18,20.0,19.0,M,F,2021,2,3
43,25.0,24.0,M,F,2021,2,3
18,50.0,38.0,M,F,2021,2,3
55,32.0,34.0,M,F,2021,2,3
30,19.0,20.0,M,F,2021,2,3
70,31.0,26.0,M,F,2021,2,3
55,24.0,19.0,M,F,2021,2,3
30,45.0,47.0,M,F,2021,2,3
55,47.0,42.0,M,F,2021,2,3
18,26.0,26.0,M,F,2021,2,3
35,31.0,27.0,M,F,2021,2,3
